instance sat family size vbdpd vbbjdpd
images-CVIU11-14-146 0 8 4549 2905 2985
images-CVIU11-14-16 0 8 2185 2019 2053
images-CVIU11-14-31 0 8 4105 4225 4349
images-CVIU11-14-63 0 8 4373 3707 3810
images-CVIU11-14-96 0 8 2944 2537 2570
images-CVIU11-15-146 0 8 4549 12399 12450
images-CVIU11-16-143 0 8 2450 722 824
images-CVIU11-16-37 0 8 5352 2713 2940
images-CVIU11-16-55 0 8 2607 939 656
images-CVIU11-17-107 0 8 3132 2333 2359
images-CVIU11-17-14 0 8 1845 432 457
images-CVIU11-17-82 0 8 4058 2518 2630
images-CVIU11-18-137 0 8 1765 394 381
images-CVIU11-18-139 0 8 2051 1223 1343
images-CVIU11-18-27 0 8 3551 3164 3185
images-CVIU11-18-33 0 8 5714 9443 9928
images-CVIU11-18-82 0 8 4058 2111 2099
images-CVIU11-18-85 0 8 4680 2021 1833
images-CVIU11-19-129 0 8 1751 1181 1216
images-CVIU11-19-131 0 8 2645 4312 4388
images-CVIU11-2-24 0 8 1478 1378 1541
images-CVIU11-2-33 0 8 5714 8292 8729
images-CVIU11-2-50 0 8 5306 7172 7379
images-CVIU11-2-54 0 8 2754 2188 2222
images-CVIU11-2-60 0 8 3476 5306 5162
images-CVIU11-2-63 0 8 4373 7021 7143
images-CVIU11-2-79 0 8 2319 1933 1967
images-CVIU11-20-134 0 8 3182 3794 3784
images-CVIU11-20-31 0 8 4105 10622 10676
images-CVIU11-20-46 0 8 3794 7203 7201
images-CVIU11-20-72 0 8 4314 16330 15104
images-CVIU11-20-88 0 8 4497 12648 12453
images-CVIU11-21-102 0 8 2626 4443 4449
images-CVIU11-21-119 0 8 5376 21625 24884
images-CVIU11-21-9 0 8 3426 3928 3965
images-CVIU11-22-100 0 8 1764 320 331
images-CVIU11-22-107 0 8 3132 888 926
images-CVIU11-22-110 0 8 2666 1430 1470
images-CVIU11-22-118 0 8 3502 1942 1731
images-CVIU11-22-12 0 8 3974 2375 2164
images-CVIU11-23-113 0 8 2877 6224 6086
images-CVIU11-23-143 0 8 2450 2968 3072
images-CVIU11-23-48 0 8 2867 4404 3786
images-CVIU11-24-113 0 8 2877 2997 3240
images-CVIU11-24-49 0 8 3737 4611 4112
images-CVIU11-24-5 0 8 5182 7278 6741
images-CVIU11-24-77 0 8 5732 16931 12733
images-CVIU11-25-139 0 8 2051 1143 1186
images-CVIU11-25-61 0 8 4779 7610 7663
images-CVIU11-25-66 0 8 2657 1771 2744
images-CVIU11-25-70 0 8 5232 4748 4821
images-CVIU11-25-77 0 8 5732 10581 9607
images-CVIU11-25-97 0 8 2930 3642 3669
images-CVIU11-26-106 0 8 3615 6966 7037
images-CVIU11-26-129 1 8 1751 3138 3153
images-CVIU11-26-138 0 8 5530 24240 24081
images-CVIU11-26-15 0 8 1385 2387 2367
images-CVIU11-26-57 0 8 5944 40626 41388
images-CVIU11-26-70 0 8 5232 34352 34137
images-CVIU11-26-71 0 8 4700 22879 23808
images-CVIU11-26-75 0 8 5528 33927 34132
images-CVIU11-26-77 0 8 5732 26698 26910
images-CVIU11-26-78 0 8 5489 21469 21570
images-CVIU11-27-125 0 8 4490 713 733
images-CVIU11-27-137 0 8 1765 139 164
images-CVIU11-27-144 0 8 3449 2169 2205
images-CVIU11-27-17 0 8 4361 3334 3398
images-CVIU11-27-36 0 8 3115 1829 1858
images-CVIU11-28-130 0 8 1721 1566 1580
images-CVIU11-28-135 0 8 2888 7338 7391
images-CVIU11-28-99 0 8 4377 10150 10264
images-CVIU11-29-107 0 8 3132 1822 1774
images-CVIU11-29-112 0 8 2526 757 755
images-CVIU11-29-114 0 8 2124 552 548
images-CVIU11-29-116 0 8 5710 5320 5106
images-CVIU11-29-12 0 8 3974 3186 3221
images-CVIU11-29-21 0 8 3875 2051 2086
images-CVIU11-29-3 0 8 4501 2907 2835
images-CVIU11-29-39 0 8 3218 1429 1420
images-CVIU11-29-75 0 8 5528 4165 4129
images-CVIU11-29-76 1 8 5763 6145 5892
images-CVIU11-29-79 0 8 2319 1135 1162
images-CVIU11-29-8 0 8 3501 3287 3371
images-CVIU11-29-82 0 8 4058 2940 2921
images-CVIU11-3-106 0 8 3615 1738 2091
images-CVIU11-3-138 0 8 5530 4533 4606
images-CVIU11-3-37 0 8 5352 6295 6421
images-CVIU11-3-48 0 8 2867 2604 2635
images-CVIU11-3-56 0 8 2308 768 777
images-CVIU11-3-74 0 8 5448 11294 11435
images-CVIU11-30-1 0 8 4212 3414 3374
images-CVIU11-30-11 0 8 2362 1263 1330
images-CVIU11-30-115 0 8 3615 2397 2413
images-CVIU11-30-12 0 8 3974 2040 2418
images-CVIU11-30-42 0 8 3834 2977 2673
images-CVIU11-30-66 0 8 2657 627 634
images-CVIU11-31-105 0 8 4159 2817 2839
images-CVIU11-31-109 0 8 4342 3818 3674
images-CVIU11-31-26 0 8 2123 786 834
images-CVIU11-31-31 0 8 4105 1870 1849
images-CVIU11-31-39 0 8 3218 3008 3042
images-CVIU11-33-109 0 8 4342 2280 2197
images-CVIU11-33-59 0 8 4838 2768 2706
images-CVIU11-33-71 0 8 4700 3159 3395
images-CVIU11-33-86 0 8 3696 1585 1609
images-CVIU11-33-88 0 8 4497 3240 3229
images-CVIU11-33-93 0 8 3915 2739 2092
images-CVIU11-34-106 0 8 3615 2992 3048
images-CVIU11-34-135 0 8 2888 1695 1329
images-CVIU11-34-88 0 8 4497 6119 5366
images-CVIU11-34-9 0 8 3426 1609 1608
images-CVIU11-35-141 0 8 2036 529 346
images-CVIU11-35-68 0 8 5540 4198 4147
images-CVIU11-36-11 0 8 2362 1903 1928
images-CVIU11-36-112 0 8 2526 1636 1674
images-CVIU11-36-140 0 8 2299 1423 1666
images-CVIU11-37-140 0 8 2299 2693 2941
images-CVIU11-37-146 0 8 4549 4903 5070
images-CVIU11-37-41 0 8 3632 7460 8752
images-CVIU11-37-54 0 8 2754 2891 2865
images-CVIU11-37-70 0 8 5232 5599 6294
images-CVIU11-37-84 0 8 1072 341 342
images-CVIU11-38-1 0 8 4212 3416 3587
images-CVIU11-38-10 0 8 3506 3890 4221
images-CVIU11-38-131 0 8 2645 1784 1819
images-CVIU11-38-23 0 8 4264 3524 3702
images-CVIU11-38-71 0 8 4700 4175 4294
images-CVIU11-38-78 0 8 5489 3284 3378
images-CVIU11-39-107 0 8 3132 2812 1990
images-CVIU11-39-114 0 8 2124 900 950
images-CVIU11-39-37 0 8 5352 10573 11225
images-CVIU11-39-68 0 8 5540 7793 7878
images-CVIU11-39-80 0 8 2734 1748 1828
images-CVIU11-4-42 0 8 3834 3123 3186
images-CVIU11-4-50 0 8 5306 2501 2595
images-CVIU11-40-126 0 8 1342 1045 1067
images-CVIU11-40-136 0 8 3109 7494 5826
images-CVIU11-40-139 0 8 2051 1231 1248
images-CVIU11-40-23 0 8 4264 7277 7366
images-CVIU11-40-46 0 8 3794 4007 4040
images-CVIU11-40-8 0 8 3501 7761 6994
images-CVIU11-41-113 0 8 2877 3501 3866
images-CVIU11-41-4 0 8 4104 6438 6892
images-CVIU11-41-86 0 8 3696 2893 3557
images-CVIU11-41-88 0 8 4497 8701 8758
images-CVIU11-42-112 0 8 2526 4134 2748
images-CVIU11-42-122 0 8 3315 2497 3322
images-CVIU11-42-53 0 8 2639 1037 1055
images-CVIU11-42-68 0 8 5540 3288 3270
images-CVIU11-42-78 0 8 5489 3293 3201
images-CVIU11-42-80 0 8 2734 1101 1125
images-CVIU11-42-88 0 8 4497 4036 3757
images-CVIU11-43-112 0 8 2526 801 611
images-CVIU11-43-65 0 8 3468 1111 1364
images-CVIU11-43-76 0 8 5763 2674 2701
images-CVIU11-44-119 0 8 5376 12032 12731
images-CVIU11-44-20 0 8 4682 3569 3701
images-CVIU11-44-84 0 8 1072 296 293
images-CVIU11-44-98 0 8 2005 931 936
images-CVIU11-5-134 0 8 3182 848 852
images-CVIU11-5-19 0 8 5916 5114 5170
images-CVIU11-5-62 0 8 5025 1981 1989
images-CVIU11-6-119 0 8 5376 885 881
images-CVIU11-6-25 0 8 2778 250 252
images-CVIU11-6-58 0 8 2365 191 192
images-CVIU11-7-56 0 8 2308 796 807
images-CVIU11-7-96 0 8 2944 1667 1688
images-CVIU11-8-120 0 8 4301 4585 4657
images-CVIU11-8-129 0 8 1751 1197 1216
images-CVIU11-8-130 0 8 1721 842 859
images-CVIU11-8-20 0 8 4682 7382 7493
images-CVIU11-8-68 0 8 5540 9413 9542
images-CVIU11-8-83 0 8 4293 4988 5070
images-CVIU11-9-110 0 8 2666 3691 3757
meshes-CVIU11-1-106 0 10 969 249 222
meshes-CVIU11-1-120 0 10 794 227 212
meshes-CVIU11-1-149 0 10 1439 1339 1325
meshes-CVIU11-1-170 0 10 938 186 176
meshes-CVIU11-1-175 0 10 286 24 24
meshes-CVIU11-1-187 0 10 4034 8978 8653
meshes-CVIU11-1-188 0 10 1827 1550 1544
meshes-CVIU11-1-20 0 10 1830 1236 1234
meshes-CVIU11-1-205 0 10 963 176 176
meshes-CVIU11-1-206 0 10 5357 8609 9078
meshes-CVIU11-1-220 0 10 300 19 21
meshes-CVIU11-1-223 0 10 2431 3106 2994
meshes-CVIU11-1-225 0 10 3303 5696 5977
meshes-CVIU11-1-250 0 10 529 58 58
meshes-CVIU11-1-278 0 10 364 9 9
meshes-CVIU11-1-279 0 10 600 42 32
meshes-CVIU11-1-282 0 10 1816 917 929
meshes-CVIU11-1-283 0 10 4142 8284 7195
meshes-CVIU11-1-294 0 10 1929 2227 2303
meshes-CVIU11-1-305 0 10 844 151 147
meshes-CVIU11-1-314 0 10 5183 27361 28065
meshes-CVIU11-1-318 0 10 4127 17587 17683
meshes-CVIU11-1-34 0 10 2948 5271 5367
meshes-CVIU11-1-357 0 10 411 52 50
meshes-CVIU11-1-360 0 10 3302 5154 5136
meshes-CVIU11-1-368 0 10 2288 768 777
meshes-CVIU11-1-37 0 10 415 39 40
meshes-CVIU11-1-397 0 10 2968 4547 3944
meshes-CVIU11-1-410 0 10 358 21 21
meshes-CVIU11-1-424 0 10 2229 2155 1727
meshes-CVIU11-1-431 0 10 3671 4823 5381
meshes-CVIU11-1-461 0 10 5613 23876 24029
meshes-CVIU11-1-466 0 10 282 7 7
meshes-CVIU11-1-489 0 10 3790 5320 4922
meshes-CVIU11-1-511 0 10 3670 9214 9357
meshes-CVIU11-1-63 0 10 1001 343 373
meshes-CVIU11-1-88 0 10 728 112 84
meshes-CVIU11-2-100 0 10 5008 18057 18716
meshes-CVIU11-2-108 0 10 1641 486 471
meshes-CVIU11-2-11 0 10 534 79 67
meshes-CVIU11-2-121 0 10 290 20 22
meshes-CVIU11-2-13 0 10 1380 641 629
meshes-CVIU11-2-137 0 10 1506 650 618
meshes-CVIU11-2-177 0 10 733 145 128
meshes-CVIU11-2-211 0 10 935 249 262
meshes-CVIU11-2-223 0 10 2431 2944 3049
meshes-CVIU11-2-233 0 10 1213 473 674
meshes-CVIU11-2-245 0 10 838 80 79
meshes-CVIU11-2-246 0 10 1726 883 899
meshes-CVIU11-2-248 0 10 1247 399 401
meshes-CVIU11-2-267 0 10 2604 3082 3154
meshes-CVIU11-2-3 0 10 400 40 42
meshes-CVIU11-2-300 0 10 1387 283 283
meshes-CVIU11-2-304 0 10 855 57 54
meshes-CVIU11-2-305 0 10 844 153 152
meshes-CVIU11-2-317 0 10 485 47 48
meshes-CVIU11-2-321 0 10 1809 581 526
meshes-CVIU11-2-324 0 10 847 193 196
meshes-CVIU11-2-349 0 10 759 71 110
meshes-CVIU11-2-35 0 10 808 162 158
meshes-CVIU11-2-353 0 10 3436 8463 8477
meshes-CVIU11-2-354 0 10 843 45 45
meshes-CVIU11-2-365 0 10 935 172 171
meshes-CVIU11-2-447 0 10 3497 7834 7774
meshes-CVIU11-2-449 0 10 2917 4186 4169
meshes-CVIU11-2-462 0 10 526 70 58
meshes-CVIU11-2-484 0 10 3787 6804 6483
meshes-CVIU11-2-487 0 10 4278 12509 12761
meshes-CVIU11-2-493 0 10 1383 270 269
meshes-CVIU11-2-503 0 10 1671 640 627
meshes-CVIU11-2-511 0 10 3670 8145 8482
meshes-CVIU11-2-513 0 10 1467 295 281
meshes-CVIU11-2-52 0 10 777 149 146
meshes-CVIU11-2-54 0 10 1344 656 545
meshes-CVIU11-2-6 0 10 2040 1393 1337
meshes-CVIU11-2-76 0 10 3778 7701 8173
meshes-CVIU11-2-80 0 10 3249 2838 2897
meshes-CVIU11-3-100 0 10 5008 19440 19530
meshes-CVIU11-3-12 0 10 216 196 185
meshes-CVIU11-3-130 0 10 2512 5400 5696
meshes-CVIU11-3-139 0 10 5217 27626 27817
meshes-CVIU11-3-147 0 10 1654 635 669
meshes-CVIU11-3-151 0 10 886 401 396
meshes-CVIU11-3-158 1 10 3944 100000000 100000000
meshes-CVIU11-3-16 0 10 1721 2205 2342
meshes-CVIU11-3-17 0 10 1678 2070 2487
meshes-CVIU11-3-190 0 10 870 367 406
meshes-CVIU11-3-193 0 10 2478 3901 4026
meshes-CVIU11-3-195 0 10 2964 6524 6688
meshes-CVIU11-3-213 1 10 409 100000000 100000000
meshes-CVIU11-3-218 0 10 2200 3464 3622
meshes-CVIU11-3-220 0 10 300 203 207
meshes-CVIU11-3-23 0 10 1737 2251 2445
meshes-CVIU11-3-242 1 10 3195 100000000 100000000
meshes-CVIU11-3-246 0 10 1726 1924 2035
meshes-CVIU11-3-251 0 10 416 387 387
meshes-CVIU11-3-289 0 10 285 146 151
meshes-CVIU11-3-290 0 10 262 208 211
meshes-CVIU11-3-313 1 10 2559 100000000 100000000
meshes-CVIU11-3-325 0 10 284 275 279
meshes-CVIU11-3-35 0 10 808 791 1239
meshes-CVIU11-3-357 0 10 411 371 372
meshes-CVIU11-3-381 0 10 611 260 258
meshes-CVIU11-3-408 0 10 352 181 183
meshes-CVIU11-3-431 0 10 3671 5920 6049
meshes-CVIU11-3-434 1 10 3773 100000000 100000000
meshes-CVIU11-3-448 0 10 2605 4950 5160
meshes-CVIU11-3-45 0 10 1395 1789 2500
meshes-CVIU11-3-457 0 10 1347 1224 1268
meshes-CVIU11-3-484 0 10 3787 8762 9069
meshes-CVIU11-3-501 0 10 3426 10712 11004
meshes-CVIU11-3-503 0 10 1671 1385 1473
meshes-CVIU11-3-511 0 10 3670 9141 9772
meshes-CVIU11-3-512 0 10 514 100000000 100000000
meshes-CVIU11-3-513 0 10 1467 264 266
meshes-CVIU11-3-526 0 10 941 875 871
meshes-CVIU11-3-59 0 10 991 610 606
meshes-CVIU11-3-7 0 10 585 201 199
meshes-CVIU11-3-97 0 10 3478 7619 7799
meshes-CVIU11-3-98 0 10 4389 6914 7095
meshes-CVIU11-4-114 0 10 1064 172 174
meshes-CVIU11-4-129 0 10 4437 18066 18066
meshes-CVIU11-4-135 0 10 391 24 24
meshes-CVIU11-4-166 0 10 201 9 9
meshes-CVIU11-4-168 0 10 1341 384 381
meshes-CVIU11-4-206 0 10 5357 8940 8969
meshes-CVIU11-4-213 0 10 409 41 41
meshes-CVIU11-4-228 0 10 4233 6213 6151
meshes-CVIU11-4-248 0 10 1247 393 394
meshes-CVIU11-4-268 0 10 3686 8040 8048
meshes-CVIU11-4-311 0 10 4127 14636 14746
meshes-CVIU11-4-313 0 10 2559 2477 2464
meshes-CVIU11-4-325 0 10 284 24 26
meshes-CVIU11-4-341 0 10 527 106 100
meshes-CVIU11-4-387 0 10 1258 412 412
meshes-CVIU11-4-441 0 10 2727 3319 3311
meshes-CVIU11-4-45 0 10 1395 626 593
meshes-CVIU11-4-46 0 10 869 174 169
meshes-CVIU11-4-471 0 10 3557 4692 4692
meshes-CVIU11-4-487 0 10 4278 12138 12463
meshes-CVIU11-4-501 0 10 3426 7270 7196
meshes-CVIU11-4-80 0 10 3249 2846 2870
meshes-CVIU11-5-102 0 10 3259 5089 5068
meshes-CVIU11-5-115 0 10 545 79 76
meshes-CVIU11-5-121 0 10 290 18 20
meshes-CVIU11-5-147 0 10 1654 422 422
meshes-CVIU11-5-148 0 10 2409 1251 1250
meshes-CVIU11-5-163 0 10 1971 1976 1966
meshes-CVIU11-5-182 0 10 1072 270 273
meshes-CVIU11-5-188 0 10 1827 1231 1227
meshes-CVIU11-5-191 0 10 4882 26756 27114
meshes-CVIU11-5-200 0 10 716 111 109
meshes-CVIU11-5-212 0 10 1697 1129 1125
meshes-CVIU11-5-216 0 10 716 122 120
meshes-CVIU11-5-223 0 10 2431 2936 2945
meshes-CVIU11-5-244 0 10 2108 1505 1499
meshes-CVIU11-5-283 0 10 4142 7386 7458
meshes-CVIU11-5-286 0 10 640 85 82
meshes-CVIU11-5-304 0 10 855 33 33
meshes-CVIU11-5-306 0 10 5254 17582 18400
meshes-CVIU11-5-315 0 10 415 30 31
meshes-CVIU11-5-333 0 10 2087 2060 2052
meshes-CVIU11-5-34 0 10 2948 4236 4213
meshes-CVIU11-5-36 0 10 3278 3767 3744
meshes-CVIU11-5-409 0 10 375 32 33
meshes-CVIU11-5-433 0 10 2098 1408 1410
meshes-CVIU11-5-464 0 10 4020 10257 10162
meshes-CVIU11-5-468 0 10 1539 699 694
meshes-CVIU11-5-488 0 10 3472 2456 2451
meshes-CVIU11-5-517 0 10 5069 8008 7815
meshes-CVIU11-5-59 0 10 991 214 210
meshes-CVIU11-5-73 0 10 1216 441 443
meshes-CVIU11-5-99 0 10 4296 10187 10733
meshes-CVIU11-6-102 0 10 3259 12310 12200
meshes-CVIU11-6-150 0 10 4080 6751 6534
meshes-CVIU11-6-151 0 10 886 141 139
meshes-CVIU11-6-163 0 10 1971 3453 3471
meshes-CVIU11-6-194 0 10 1730 1143 1145
meshes-CVIU11-6-211 0 10 935 257 253
meshes-CVIU11-6-265 0 10 643 106 103
meshes-CVIU11-6-293 0 10 383 24 24
meshes-CVIU11-6-303 0 10 2040 1039 1043
meshes-CVIU11-6-306 0 10 5254 17817 19314
meshes-CVIU11-6-314 0 10 5183 24228 24444
meshes-CVIU11-6-325 0 10 284 28 28
meshes-CVIU11-6-338 0 10 279 11 11
meshes-CVIU11-6-345 0 10 678 123 121
meshes-CVIU11-6-400 0 10 1409 1535 1534
meshes-CVIU11-6-438 0 10 3222 4656 4634
meshes-CVIU11-6-443 0 10 2440 1503 1502
meshes-CVIU11-6-485 0 10 857 167 163
meshes-CVIU11-6-498 0 10 428 42 41
meshes-CVIU11-6-523 0 10 472 33 34
meshes-CVIU11-6-528 0 10 5039 14404 14383
meshes-CVIU11-6-56 0 10 719 369 357
meshes-CVIU11-6-58 0 10 400 38 40
meshes-CVIU11-6-65 0 10 5111 22707 21535
meshes-CVIU11-6-68 0 10 4326 16843 16903
meshes-CVIU11-6-77 0 10 2241 1735 1738
meshes-CVIU11-6-81 0 10 877 388 375
PR15-1 1 9 4838 745 745
PR15-2 1 9 4838 6328 6346
PR15-3 1 9 4838 9089 9127
PR15-4 1 9 4838 682 672
PR15-5 1 9 4838 1675 1661
PR15-6 1 9 4838 4601 4676
PR15-7 1 9 4838 4502 4538
PR15-8 1 9 4838 1668 1661
PR15-9 1 9 4838 3010 3062
PR15-10 1 9 4838 1691 1683
PR15-11 1 9 4838 3656 3654
PR15-12 1 9 4838 3154 3141
PR15-13 1 9 4838 2883 2929
PR15-14 1 9 4838 3211 3276
PR15-15 1 9 4838 12572 12707
PR15-16 1 9 4838 1182 1165
PR15-17 1 9 4838 9271 9175
PR15-18 1 9 4838 6661 6630
PR15-19 1 9 4838 1666 1660
PR15-20 1 9 4838 2187 2182
PR15-21 1 9 4838 1671 1657
PR15-22 1 9 4838 2722 2710
PR15-23 1 9 4838 1662 1655
PR15-24 1 9 4838 732 730
