instance sat family size gpgnode/vbbjdpd flint/vbbjdpdfad gpgnode/vbbjdpdnocad
si6-b06-m400.01 1 3 400 241 241 241
si6-b06-m400.00 1 3 400 241 241 241
si6-b06-m400.09 1 3 400 241 241 241
si6-b03m-m200.04 1 4 200 121 121 121
si6-b03m-m200.07 1 4 200 121 121 121
si6-b03m-m200.08 1 4 200 121 121 121
si6-b03m-m200.02 1 4 200 121 121 121
si6-b03m-m200.03 1 4 200 121 121 121
si6-b03m-m200.06 1 4 200 121 121 121
si6-b03m-m200.01 1 4 200 121 121 121
si6-b03m-m200.09 1 4 200 121 121 121
si6-b03m-m200.00 1 4 200 121 121 121
si6-b03m-m200.05 1 4 200 121 121 121
si4-b06-m800.04 1 3 800 321 321 321
si4-b06-m800.00 1 3 800 321 321 321
si4-b06-m800.08 1 3 800 321 321 321
si4-b06-m800.05 1 3 800 321 321 321
si4-b06-m800.03 1 3 800 321 321 321
si4-b06-m800.06 1 3 800 321 321 321
si4-b06-m800.07 1 3 800 321 321 321
si4-b06-m800.01 1 3 800 321 321 321
si4-b06-m800.02 1 3 800 321 321 321
si4-b06-m800.09 1 3 800 321 321 321
si6-b09m-m200.07 1 4 200 121 121 121
si6-b09m-m200.06 1 4 200 121 121 121
si6-b09m-m200.01 1 4 200 121 121 121
si6-b09m-m200.08 1 4 200 121 121 121
si6-b09m-m200.00 1 4 200 121 121 121
si6-b09m-m200.09 1 4 200 121 121 121
si6-b09m-m200.02 1 4 200 121 121 121
si6-b09m-m200.05 1 4 200 121 121 122
si6-b09m-m200.03 1 4 200 121 121 121
si6-b09m-m200.04 1 4 200 121 121 121
si4-b09m-m400.07 1 4 400 161 161 161
si4-b09m-m400.06 1 4 400 161 161 161
si4-b09m-m400.00 1 4 400 161 161 161
si4-b09m-m400.08 1 4 400 161 161 161
si4-b09m-m400.04 1 4 400 161 161 161
si4-b09m-m400.09 1 4 400 161 161 161
si4-b09m-m400.02 1 4 400 161 161 161
si4-b09m-m400.03 1 4 400 161 161 161
si4-b09m-m400.01 1 4 400 161 161 168
si4-b09m-m400.05 1 4 400 161 161 161
si6-m4Dr4-m1296.03 1 6 1296 778 778 778
si6-m4Dr4-m1296.06 1 6 1296 778 778 778
si6-m4Dr4-m1296.04 1 6 1296 778 778 778
si6-m4Dr4-m1296.01 1 6 1296 778 778 778
si6-m4Dr4-m1296.09 1 6 1296 778 778 778
si6-m4Dr4-m1296.02 1 6 1296 778 778 778
si6-m4Dr4-m1296.08 1 6 1296 778 778 778
si6-m4Dr4-m1296.05 1 6 1296 778 778 778
si6-m4Dr4-m1296.07 1 6 1296 778 778 778
si6-m4Dr4-m1296.00 1 6 1296 778 778 778
si6-b06-m200.09 1 3 200 121 121 121
si6-b06-m200.03 1 3 200 121 121 121
si6-b06-m200.05 1 3 200 121 121 121
si6-b06-m200.00 1 3 200 121 121 121
si6-b06-m200.08 1 3 200 121 121 121
si6-b06-m200.02 1 3 200 121 121 121
si6-b06-m200.06 1 3 200 121 121 121
si6-b06-m200.04 1 3 200 121 121 121
si6-b06-m200.01 1 3 200 121 121 121
si6-b06-m200.07 1 3 200 121 121 121
si4-m4Dr6-m625.02 1 6 625 251 251 251
si4-m4Dr6-m625.06 1 6 625 251 251 251
si4-m4Dr6-m625.03 1 6 625 251 251 251
si4-m4Dr6-m625.07 1 6 625 253 251 254
si4-m4Dr6-m625.08 1 6 625 251 251 251
si4-m4Dr6-m625.09 1 6 625 251 251 251
si4-m4Dr6-m625.00 1 6 625 251 251 251
si4-m4Dr6-m625.01 1 6 625 251 251 251
si4-m4Dr6-m625.05 1 6 625 251 251 251
si4-m4Dr6-m625.04 1 6 625 251 251 251
si6-b06m-m200.09 1 4 200 121 121 121
si6-b06m-m200.02 1 4 200 121 121 121
si6-b06m-m200.05 1 4 200 121 121 121
si6-b06m-m200.00 1 4 200 121 121 121
si6-b06m-m200.07 1 4 200 121 121 121
si6-b06m-m200.04 1 4 200 121 121 121
si6-b06m-m200.08 1 4 200 121 121 125
si6-b06m-m200.06 1 4 200 121 121 121
si6-b06m-m200.03 1 4 200 121 121 121
si6-b06m-m200.01 1 4 200 121 121 121
si6-m4Dr4-m256.05 1 6 256 154 154 154
si6-m4Dr4-m256.03 1 6 256 154 154 154
si6-m4Dr4-m256.02 1 6 256 154 154 154
si6-m4Dr4-m256.01 1 6 256 154 154 154
si6-m4Dr4-m256.08 1 6 256 154 154 154
si6-m4Dr4-m256.09 1 6 256 154 154 154
si6-m4Dr4-m256.07 1 6 256 154 154 154
si6-m4Dr4-m256.06 1 6 256 154 154 154
si6-m4Dr4-m256.04 1 6 256 154 154 154
si6-m4Dr4-m256.00 1 6 256 154 154 154
si4-r001-m600.01 1 7 600 314 309 359
si4-r001-m600.08 1 7 600 841 822 1111
si4-r001-m600.02 1 7 600 628 613 800
si4-r001-m600.07 1 7 600 248 248 250
si4-r001-m600.05 1 7 600 285 285 319
si4-r001-m600.06 1 7 600 554 548 781
si4-r001-m600.00 1 7 600 271 266 318
si4-r001-m600.04 1 7 600 257 255 273
si4-r001-m600.09 1 7 600 264 259 288
si4-r001-m600.03 1 7 600 461 458 559
si2-b09m-m200.08 1 4 200 41 41 41
si2-b09m-m200.06 1 4 200 41 41 41
si2-b09m-m200.03 1 4 200 41 41 41
si2-b09m-m200.09 1 4 200 42 42 42
si2-b09m-m200.04 1 4 200 41 41 41
si2-b09m-m200.00 1 4 200 41 41 42
si2-b09m-m200.01 1 4 200 41 41 41
si2-b09m-m200.05 1 4 200 41 41 41
si2-b09m-m200.07 1 4 200 41 41 41
si2-b09m-m200.02 1 4 200 41 41 44
si6-b03-m200.01 1 3 200 121 121 121
si6-b03-m200.03 1 3 200 121 121 121
si6-b03-m200.04 1 3 200 121 121 121
si6-b03-m200.08 1 3 200 121 121 121
si6-b03-m200.07 1 3 200 121 121 121
si6-b03-m200.09 1 3 200 121 121 121
si6-b03-m200.05 1 3 200 121 121 121
si6-b03-m200.02 1 3 200 121 121 121
si6-b03-m200.06 1 3 200 121 121 121
si6-b03-m200.00 1 3 200 121 121 121
si6-b09-m200.09 1 3 200 121 121 121
si6-b09-m200.06 1 3 200 121 121 121
si6-b09-m200.08 1 3 200 121 121 121
si6-b09-m200.03 1 3 200 121 121 121
si6-b09-m200.00 1 3 200 121 121 121
si6-b09-m200.02 1 3 200 121 121 121
si6-b09-m200.07 1 3 200 121 121 121
si6-b09-m200.04 1 3 200 121 121 121
si6-b09-m200.01 1 3 200 121 121 121
si6-b09-m200.05 1 3 200 121 121 121
g10-g11 0 2 42 0 0 0
g10-g12 0 2 48 0 0 0
g10-g13 0 2 49 0 0 0
g10-g14 0 2 50 0 0 0
g10-g15 0 2 50 0 0 0
g10-g16 0 2 53 3476 2557 27233
g10-g20 1 2 64 42 42 42
g10-g21 1 2 64 42 42 42
g10-g22 0 2 67 3 2 61100
g10-g23 0 2 73 110400271 103081551 726429913
g10-g25 0 2 75 0 0 0
g10-g26 0 2 80 379830091 355619481 3955980692
g10-g27 1 2 86 2127295083 2069722651 4452621085
g10-g28 0 2 97 0 0 0
g10-g29 1 2 100 97 97 98
g10-g30 1 2 100 62 62 63
g10-g31 1 2 100 54 54 55
g10-g32 1 2 100 42 42 42
g10-g33 0 2 101 15 9 40
g10-g37 0 2 120 5577421 4398897 12048598
g10-g38 0 2 121 0 0 0
g10-g40 1 2 121 42 42 42
g10-g41 0 2 128 4 3 9
g10-g42 0 2 128 2153 1155 278023
g10-g43 1 2 128 192552 195248 237273
g10-g44 1 2 128 517 517 527
g10-g45 1 2 128 125 125 124
g10-g46 1 2 128 1874351 1873456 1953221
g10-g47 1 2 128 1823699 1822906 1898828
g10-g48 1 2 128 85667 85662 88076
g10-g49 1 2 128 128365 123209 183230
g10-g50 1 2 128 42 42 42
g11-g12 0 2 48 0 0 0
g11-g13 0 2 49 0 0 0
g11-g14 0 2 50 0 0 0
g11-g15 0 2 50 0 0 0
g11-g16 0 2 53 0 0 0
g11-g20 1 2 64 98771 98394 109094
g11-g21 1 2 64 43 43 43
g11-g22 0 2 67 0 0 0
g11-g23 0 2 73 17 17 6125162
g11-g25 0 2 75 0 0 0
g11-g26 0 2 80 1 1 1
g11-g27 0 2 86 15623755 11110169 530510280
g11-g28 0 2 97 0 0 0
g11-g29 0 2 100 1015197 992972 1485549
g11-g30 0 2 100 909528 888587 1342622
g11-g31 0 2 100 6924149 6846137 8832842
g11-g32 1 2 100 43 43 43
g11-g33 0 2 101 0 0 0
g11-g37 0 2 120 12 11 471682
g11-g38 0 2 121 0 0 0
g11-g40 1 2 121 43 43 43
g11-g41 0 2 128 0 0 0
g11-g42 0 2 128 1 1 16474
g11-g43 1 2 128 1000000000 1000000000 1000000000
g11-g44 0 2 128 4787187 4702414 6393171
g11-g45 0 2 128 4612780 4528748 6173909
g11-g46 0 2 128 15610 14576 40501
g11-g47 0 2 128 15339 14361 39758
g11-g48 0 2 128 42216 40776 87754
g11-g49 0 2 128 1439397615 635343859 1000000000
g11-g50 1 2 128 43 43 43
g12-g20 0 2 64 353 353 5505697
g12-g21 1 2 64 46 46 46
g12-g23 0 2 73 0 0 0
g12-g26 0 2 80 0 0 0
g12-g27 0 2 86 0 0 0
g12-g29 0 2 100 117 117 40037
g12-g30 0 2 100 106 105 34659
g12-g31 0 2 100 461 458 211639
g12-g32 1 2 100 46 46 46
g12-g38 0 2 121 0 0 0
g12-g40 1 2 121 13782 5837 801940
g12-g43 0 2 128 18 18 1000000000
g12-g44 0 2 128 239 232 121568
g12-g45 0 2 128 230 224 118163
g12-g46 0 2 128 2 2 108
g12-g47 0 2 128 2 2 108
g12-g48 0 2 128 7 7 1132
g12-g50 1 2 128 46 46 46
g13-g15 1 2 50 41 41 138
g13-g20 0 2 64 15169 11641 1306113
g13-g21 1 2 64 40 40 40
g13-g23 0 2 73 0 0 0
g13-g25 0 2 75 0 0 0
g13-g26 0 2 80 0 0 0
g13-g27 0 2 86 38787 26032 2406366
g13-g29 0 2 100 65 65 1781
g13-g30 0 2 100 69 64 1585
g13-g31 0 2 100 289 269 4229
g13-g32 1 2 100 40 40 40
g13-g38 0 2 121 0 0 0
g13-g40 1 2 121 40 40 40
g13-g43 1 2 128 1169334976 881237538 100834851142
g13-g44 0 2 128 316 291 3358
g13-g45 0 2 128 331 294 3217
g13-g46 0 2 128 1 1 66
g13-g47 0 2 128 1 1 63
g13-g48 0 2 128 3 3 235
g13-g49 0 2 128 626 392 96178653
g13-g50 1 2 128 40 40 40
g14-g15 0 2 50 0 0 0
g14-g20 0 2 64 172492 176929 1306113
g14-g21 1 2 64 44 44 44
g14-g23 0 2 73 24 22 16118
g14-g25 0 2 75 0 0 0
g14-g26 0 2 80 9 5 827
g14-g27 1 2 86 13039 7973 1457982
g14-g29 0 2 100 74 74 3037
g14-g30 0 2 100 73 73 2867
g14-g31 0 2 100 132 130 5344
g14-g32 1 2 100 44 44 44
g14-g38 0 2 121 0 0 0
g14-g40 1 2 121 44 44 44
g14-g43 1 2 128 1782 1782 25313
g14-g44 0 2 128 158 151 4433
g14-g45 0 2 128 172 167 4191
g14-g46 0 2 128 1 1 225
g14-g47 0 2 128 1 1 241
g14-g48 0 2 128 8 8 524
g14-g49 1 2 128 278923 20795 1000000000
g14-g50 1 2 128 44 44 44
g15-g20 0 2 64 65 65 1306113
g15-g21 1 2 64 42 42 42
g15-g23 0 2 73 0 0 0
g15-g25 0 2 75 0 0 0
g15-g26 0 2 80 0 0 0
g15-g27 0 2 86 712 554 335251
g15-g29 0 2 100 19 19 667
g15-g30 0 2 100 24 23 621
g15-g31 0 2 100 61 61 3019
g15-g32 1 2 100 42 42 42
g15-g38 0 2 121 0 0 0
g15-g40 1 2 121 42 42 62
g15-g43 1 2 128 335117373 18661802 1000000000
g15-g44 0 2 128 34 34 2381
g15-g45 0 2 128 22 22 2321
g15-g46 0 2 128 1 1 2
g15-g47 0 2 128 1 1 2
g15-g48 0 2 128 3 3 92
g15-g49 0 2 128 174 32 516413
g15-g50 1 2 128 42 42 42
g16-g20 0 2 64 129542138 124022555 199582998
g16-g21 1 2 64 54 54 54
g16-g22 0 2 67 0 0 0
g16-g23 0 2 73 0 0 0
g16-g25 0 2 75 0 0 0
g16-g26 0 2 80 0 0 0
g16-g27 0 2 86 3393201 2360420 208888392
g16-g28 0 2 97 0 0 0
g16-g29 0 2 100 5558 5227 10462
g16-g30 0 2 100 5329 4987 10155
g16-g31 0 2 100 14844 13976 24606
g16-g32 1 2 100 54 54 54
g16-g33 0 2 101 0 0 0
g16-g37 1 2 120 54 54 54
g16-g38 0 2 121 0 0 0
g16-g40 1 2 121 54 54 54
g16-g43 -1 2 128 1000000000 1000000000 1000000000
g16-g44 0 2 128 15276 14654 26690
g16-g45 0 2 128 15908 15306 27443
g16-g46 0 2 128 56 53 626
g16-g47 0 2 128 58 57 676
g16-g48 0 2 128 265 258 1304
g16-g49 0 2 128 6115002 1921725 4532676901
g16-g50 1 2 128 54 54 54
g17-g18 1 2 64 65 65 65
g17-g19 0 2 64 1537 249 2521
g17-g20 1 2 64 98 98 98
g17-g21 1 2 64 65 65 65
g17-g22 0 2 67 0 0 0
g17-g23 0 2 73 0 0 0
g17-g24 0 2 75 0 0 0
g17-g25 0 2 75 0 0 0
g17-g26 0 2 80 0 0 0
g17-g27 -1 2 86 1000000000 1000000000 1000000000
g17-g28 0 2 97 0 0 0
g17-g29 1 2 100 65 65 65
g17-g30 1 2 100 67 67 67
g17-g31 1 2 100 79 79 79
g17-g32 1 2 100 65 65 65
g17-g33 0 2 101 9766 9062 20322
g17-g34 0 2 120 0 0 0
g17-g35 0 2 120 75 74 20083
g17-g36 0 2 120 1 1 54
g17-g37 1 2 120 2100378 2012814 2984679
g17-g38 0 2 121 0 0 0
g17-g39 1 2 121 223 205 492
g17-g40 1 2 121 65 65 65
g17-g41 0 2 128 12000 11226 22872
g17-g42 0 2 128 825520 727509 11248705
g17-g43 1 2 128 1000000000 1000000000 1000000000
g17-g44 1 2 128 251 251 260
g17-g45 1 2 128 3234 3234 3318
g17-g46 1 2 128 307 307 316
g17-g47 1 2 128 298 298 305
g17-g48 1 2 128 353 353 359
g17-g49 1 2 128 434 418 599
g17-g50 1 2 128 65 65 65
g18-g19 0 2 64 0 0 0
g18-g20 1 2 64 3344950 3279904 4012032
g18-g21 1 2 64 65 65 65
g18-g22 0 2 67 0 0 0
g18-g23 0 2 73 0 0 0
g18-g24 0 2 75 0 0 0
g18-g25 0 2 75 0 0 0
g18-g26 0 2 80 0 0 0
g18-g27 0 2 86 0 0 0
g18-g28 0 2 97 0 0 0
g18-g29 1 2 100 40137 40153 41003
g18-g30 1 2 100 10551 10551 11171
g18-g31 1 2 100 12024 12024 12270
g18-g32 1 2 100 65 65 65
g18-g33 0 2 101 6247 5490 19601
g18-g34 0 2 120 0 0 0
g18-g35 0 2 120 0 0 0
g18-g36 0 2 120 0 0 0
g18-g37 0 2 120 13038244 12274859 34976168
g18-g38 0 2 121 0 0 0
g18-g39 0 2 121 0 0 0
g18-g40 1 2 121 65 65 65
g18-g41 0 2 128 5264 4670 19010
g18-g42 0 2 128 46309 33315 8754286
g18-g43 -1 2 128 1000000000 1000000000 1000000000
g18-g44 1 2 128 1523456796 1523367441 1580523202
g18-g45 1 2 128 1000000000 1000000000 1000000000
g18-g46 -1 2 128 1000000000 1000000000 1000000000
g18-g47 -1 2 128 1000000000 1000000000 1000000000
g18-g48 1 2 128 1000000000 1000000000 61382981510
g18-g49 -1 2 128 1000000000 1000000000 1000000000
g18-g50 1 2 128 106 106 106
g19-g20 1 2 64 1000000000 1000000000 1000000000
g19-g21 1 2 64 65 65 65
g19-g22 0 2 67 0 0 0
g19-g23 0 2 73 0 0 0
g19-g25 0 2 75 0 0 0
g19-g26 0 2 80 0 0 0
g19-g27 0 2 86 50141612 34047978 3348778283
g19-g28 0 2 97 0 0 0
g19-g29 0 2 100 3248491970 1000000000 3503385217
g19-g30 0 2 100 2531239730 1000000000 2737213122
g19-g31 -1 2 100 1000000000 1000000000 1000000000
g19-g32 1 2 100 65 65 65
g19-g33 0 2 101 0 0 0
g19-g35 0 2 120 0 0 0
g19-g37 0 2 120 287 144 533402
g19-g38 0 2 121 0 0 0
g19-g40 1 2 121 65 65 65
g19-g41 0 2 128 0 0 0
g19-g42 0 2 128 0 0 0
g19-g43 0 2 128 404100714 52192878 1000000000
g19-g44 0 2 128 1000000000 1000000000 32566010241
g19-g45 0 2 128 1000000000 1000000000 29194431718
g19-g46 0 2 128 1789706 1758056 2331247
g19-g47 0 2 128 1750412 1719554 2280735
g19-g48 0 2 128 7612771 7541239 9476396
g19-g49 0 2 128 4520667 1476273 1000000000
g19-g50 1 2 128 65 65 68
g2-g10 1 2 41 11 11 11
g2-g11 1 2 42 11 11 11
g2-g12 1 2 48 11 11 11
g2-g13 1 2 49 11 11 11
g2-g14 1 2 50 23 23 23
g2-g15 1 2 50 13 13 13
g2-g16 1 2 53 11 11 11
g2-g17 1 2 64 11 11 11
g2-g18 1 2 64 11 11 11
g2-g19 1 2 64 11 11 11
g2-g20 1 2 64 11 11 11
g2-g21 1 2 64 11 11 11
g2-g22 1 2 67 11 11 11
g2-g23 1 2 73 11 11 11
g2-g24 0 2 75 8 8 9896
g2-g25 1 2 75 13 13 14
g2-g26 1 2 80 11 11 11
g2-g27 1 2 86 11 11 11
g2-g28 1 2 97 11 11 11
g2-g29 1 2 100 11 11 11
g2-g3 0 2 10 461 341 821
g2-g30 1 2 100 11 11 11
g2-g31 1 2 100 11 11 11
g2-g32 1 2 100 11 11 11
g2-g33 1 2 101 11 11 11
g2-g34 1 2 120 11 11 11
g2-g35 1 2 120 39 39 124
g2-g36 1 2 120 11 11 11
g2-g37 1 2 120 11 11 11
g2-g38 1 2 121 11 11 11
g2-g39 1 2 121 11 11 11
g2-g4 1 2 10 11 11 11
g2-g40 1 2 121 11 11 11
g2-g41 1 2 128 11 11 11
g2-g42 1 2 128 11 11 11
g2-g43 1 2 128 11 11 11
g2-g44 1 2 128 11 11 11
g2-g45 1 2 128 11 11 11
g2-g46 1 2 128 11 11 11
g2-g47 1 2 128 11 11 11
g2-g48 1 2 128 11 11 11
g2-g49 1 2 128 11 11 11
g2-g5 1 2 11 11 11 11
g2-g50 1 2 128 11 11 11
g2-g6 1 2 19 11 11 11
g2-g7 1 2 20 11 11 11
g2-g8 1 2 30 11 11 11
g2-g9 1 2 37 368 368 1193
g20-g21 1 2 64 3765 90 264291
g20-g23 0 2 73 0 0 0
g20-g26 0 2 80 0 0 0
g20-g27 0 2 86 0 0 0
g20-g29 0 2 100 0 0 0
g20-g30 0 2 100 0 0 0
g20-g31 0 2 100 0 0 0
g20-g32 1 2 100 65 65 65
g20-g38 0 2 121 0 0 0
g20-g40 -1 2 121 1000000000 1000000000 1000000000
g20-g43 0 2 128 0 0 0
g20-g44 0 2 128 0 0 0
g20-g45 0 2 128 0 0 0
g20-g48 0 2 128 0 0 0
g20-g50 -1 2 128 1000000000 1000000000 1000000000
g21-g27 0 2 86 0 0 0
g21-g32 1 2 100 65 65 65
g21-g40 0 2 121 0 0 0
g21-g50 0 2 128 0 0 0
g22-g23 0 2 73 0 0 0
g22-g25 0 2 75 0 0 0
g22-g26 0 2 80 0 0 0
g22-g27 0 2 86 1087 237 47023
g22-g28 0 2 97 0 0 0
g22-g29 0 2 100 105 104 3560
g22-g30 0 2 100 101 99 3390
g22-g31 0 2 100 150 150 5727
g22-g32 1 2 100 68 68 68
g22-g33 0 2 101 0 0 0
g22-g37 1 2 120 238 204 850
g22-g38 0 2 121 0 0 0
g22-g40 1 2 121 68 68 68
g22-g43 -1 2 128 1000000000 1000000000 1000000000
g22-g44 0 2 128 271 270 5201
g22-g45 0 2 128 227 205 5140
g22-g46 0 2 128 13 13 490
g22-g47 0 2 128 13 13 528
g22-g48 0 2 128 29 29 873
g22-g49 0 2 128 1000000000 1000000000 1000000000
g22-g50 1 2 128 68 68 68
g23-g27 0 2 86 0 0 0
g23-g32 1 2 100 74 74 74
g23-g40 1 2 121 9917593 9913627 841371460
g23-g50 1 2 128 74 74 1000000000
g24-g25 0 2 75 0 0 0
g24-g26 1 2 80 49 49 93308
g24-g27 1 2 86 51 51 69
g24-g28 0 2 97 0 0 0
g24-g29 0 2 100 1083434 1083434 5240487
g24-g30 0 2 100 1301361 1301361 6198227
g24-g31 0 2 100 10807873 10807873 45137455
g24-g32 1 2 100 49 49 49
g24-g33 0 2 101 0 0 0
g24-g35 0 2 120 2 2 141
g24-g36 0 2 120 0 0 0
g24-g37 1 2 120 54 54 105
g24-g38 0 2 121 0 0 0
g24-g39 0 2 121 0 0 0
g24-g40 1 2 121 49 49 49
g24-g41 0 2 128 0 0 0
g24-g42 1 2 128 49 49 49
g24-g43 1 2 128 51 51 598659
g24-g44 0 2 128 547 547 5325
g24-g45 0 2 128 561 561 5295
g24-g46 0 2 128 33 33 517
g24-g47 0 2 128 35 35 552
g24-g48 0 2 128 7872 7872 41339
g24-g49 1 2 128 49 49 49
g24-g50 1 2 128 49 49 49
g25-g26 1 2 80 74 74 9907
g25-g27 0 2 86 157235 155376 22730252
g25-g29 0 2 100 24 24 1694
g25-g30 0 2 100 18 18 1605
g25-g31 0 2 100 39 39 4293
g25-g32 1 2 100 32 32 32
g25-g38 0 2 121 0 0 0
g25-g40 1 2 121 32 32 32
g25-g43 1 2 128 64346 61527 592375
g25-g44 0 2 128 28 28 3682
g25-g45 0 2 128 28 28 3508
g25-g46 0 2 128 1 1 69
g25-g47 0 2 128 1 1 71
g25-g48 0 2 128 3 3 262
g25-g49 1 2 128 426 1053 16468102
g25-g50 1 2 128 32 32 32
g26-g27 0 2 86 0 0 0
g26-g32 1 2 100 78 78 78
g26-g40 1 2 121 895 747 164052
g26-g50 1 2 128 78 78 1000000000
g27-g32 1 2 100 87 87 87
g27-g50 1 2 128 87 87 107
g28-g29 1 2 100 78 78 83
g28-g30 1 2 100 75 75 289
g28-g31 1 2 100 73 73 80
g28-g32 1 2 100 73 73 73
g28-g33 0 2 101 0 0 0
g28-g37 1 2 120 1000000000 1000000000 1000000000
g28-g38 0 2 121 0 0 0
g28-g40 1 2 121 73 73 73
g28-g43 1 2 128 1000000000 1000000000 1000000000
g28-g44 1 2 128 73 73 83
g28-g45 1 2 128 73 73 83
g28-g46 1 2 128 74 74 74
g28-g47 1 2 128 339 75 2585757
g28-g48 1 2 128 73 73 75
g28-g49 1 2 128 1000000000 1000000000 1000000000
g28-g50 1 2 128 73 73 73
g29-g30 0 2 100 0 0 0
g29-g31 1 2 100 101 101 101
g29-g32 1 2 100 101 101 101
g29-g40 -1 2 121 1000000000 1000000000 1000000000
g29-g44 0 2 128 0 0 0
g29-g45 0 2 128 0 0 0
g29-g50 0 2 128 0 0 0
g3-g10 0 2 41 5 5 67
g3-g11 0 2 42 1 1 1
g3-g12 0 2 48 1 1 1
g3-g13 1 2 49 11 11 11
g3-g14 1 2 50 18 18 29
g3-g15 1 2 50 11 11 11
g3-g16 1 2 53 387 387 504
g3-g17 0 2 64 0 0 0
g3-g18 0 2 64 1 1 1
g3-g19 0 2 64 1 1 1
g3-g20 1 2 64 11 11 11
g3-g21 1 2 64 11 11 11
g3-g22 1 2 67 22 22 41
g3-g23 1 2 73 1050 1050 9997
g3-g24 0 2 75 0 0 0
g3-g25 1 2 75 11 11 11
g3-g26 1 2 80 311 311 8671
g3-g27 1 2 86 11 11 11
g3-g28 0 2 97 0 0 0
g3-g29 1 2 100 11 11 11
g3-g30 1 2 100 11 11 11
g3-g31 1 2 100 11 11 11
g3-g32 1 2 100 11 11 11
g3-g33 0 2 101 6901 6897 14253
g3-g34 0 2 120 1 1 1
g3-g35 1 2 120 85 83 525
g3-g36 0 2 120 1118 1084 2521
g3-g37 1 2 120 21 21 23
g3-g38 0 2 121 1 1 1
g3-g39 0 2 121 3922 3922 12112
g3-g4 1 2 10 11 11 11
g3-g40 1 2 121 11 11 11
g3-g41 0 2 128 6223 6223 15514
g3-g42 1 2 128 11 11 11
g3-g43 1 2 128 11 11 11
g3-g44 1 2 128 11 11 11
g3-g45 1 2 128 11 11 11
g3-g46 1 2 128 31 31 31
g3-g47 1 2 128 31 31 31
g3-g48 1 2 128 22 22 22
g3-g49 1 2 128 11 11 11
g3-g5 0 2 11 22 22 172
g3-g50 1 2 128 11 11 11
g3-g6 0 2 19 0 0 0
g3-g7 0 2 20 1 1 1
g3-g8 0 2 30 418 414 835
g3-g9 0 2 37 25 25 1556
g30-g31 0 2 100 0 0 0
g30-g32 0 2 100 0 0 0
g30-g40 0 2 121 0 0 0
g30-g44 0 2 128 0 0 0
g30-g45 0 2 128 0 0 0
g30-g50 0 2 128 0 0 0
g31-g32 1 2 100 101 101 101
g31-g40 -1 2 121 1000000000 1000000000 1000000000
g31-g50 0 2 128 0 0 0
g33-g37 0 2 120 1 1 20269
g33-g38 0 2 121 0 0 0
g33-g40 1 2 121 102 102 102
g33-g43 0 2 128 0 0 0
g33-g44 0 2 128 5284103 5147807 5720628
g33-g45 0 2 128 4740508 4632819 5134787
g33-g46 0 2 128 576 528 3258
g33-g47 0 2 128 684 637 3409
g33-g48 0 2 128 2357 2218 6558
g33-g49 0 2 128 155751742 49358092 1000000000
g33-g50 1 2 128 1000000000 1000000000 1000000000
g34-g35 0 2 120 0 0 0
g34-g36 0 2 120 0 0 0
g34-g37 0 2 120 142799914 135661505 200632376
g34-g38 0 2 121 0 0 0
g34-g39 0 2 121 0 0 0
g34-g40 1 2 121 130 130 130
g34-g41 0 2 128 0 0 0
g34-g42 0 2 128 7061 4886 11997530
g34-g43 0 2 128 0 0 0
g34-g44 0 2 128 0 0 0
g34-g45 0 2 128 0 0 0
g34-g46 -1 2 128 1000000000 1000000000 1000000000
g34-g47 -1 2 128 1000000000 1000000000 1000000000
g34-g48 -1 2 128 1000000000 1000000000 1000000000
g34-g49 -1 2 128 1000000000 1000000000 1000000000
g34-g50 -1 2 128 1000000000 1000000000 1000000000
g35-g37 1 2 120 105593 69483 692886
g35-g38 0 2 121 0 0 0
g35-g40 1 2 121 66316957852 1000000000 1000000000
g35-g41 0 2 128 0 0 0
g35-g42 0 2 128 0 0 0
g35-g43 0 2 128 0 0 0
g35-g44 0 2 128 0 0 0
g35-g45 0 2 128 0 0 0
g35-g46 0 2 128 86 85 513
g35-g47 0 2 128 94 93 547
g35-g48 0 2 128 107 104 898
g35-g49 0 2 128 1000000000 1000000000 1000000000
g35-g50 1 2 128 427528 394084 5003281
g36-g37 1 2 120 24127 17229 1468138
g36-g38 0 2 121 0 0 0
g36-g40 1 2 121 129818 122930 1244925
g36-g41 0 2 128 0 0 0
g36-g42 0 2 128 0 0 0
g36-g43 0 2 128 0 0 0
g36-g44 0 2 128 0 0 0
g36-g45 0 2 128 0 0 0
g36-g46 0 2 128 1338 1329 1827
g36-g47 0 2 128 1351 1339 1899
g36-g48 0 2 128 4009 3960 5026
g36-g49 0 2 128 0 0 0
g36-g50 -1 2 128 1000000000 1000000000 1000000000
g37-g38 0 2 121 0 0 0
g37-g40 1 2 121 307032788 131021297 1221447674
g37-g43 0 2 128 0 0 0
g37-g44 0 2 128 0 0 0
g37-g45 0 2 128 0 0 0
g37-g46 0 2 128 9 9 545
g37-g47 0 2 128 9 9 602
g37-g48 0 2 128 84 64 1269
g37-g49 0 2 128 0 0 0
g37-g50 -1 2 128 1000000000 1000000000 1000000000
g38-g40 1 2 121 91294767 56793143 1000000000
g38-g43 0 2 128 0 0 0
g38-g44 0 2 128 9 9 1241
g38-g45 0 2 128 10 9 1932
g38-g50 1 2 128 57 57 57
g39-g40 1 2 121 490780730 483491440 6535438751
g39-g41 0 2 128 0 0 0
g39-g42 0 2 128 0 0 0
