instance family sat sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
si4_b09m_m800.09 4 1 321 321 321 321 321 321
si4_b09m_m800.05 4 1 321 321 321 321 321 321
si4_b09m_m800.00 4 1 321 321 321 321 321 321
si4_b09m_m800.07 4 1 321 321 330 321 321 321
si2_b06_m800.04 3 1 161 161 161 161 161 3652
si2_b06_m800.07 3 1 161 161 161 161 161 3841
si2_b06_m800.02 3 1 161 161 161 161 161 3212
si2_b06_m800.00 3 1 161 161 161 161 161 3768
si2_b06_m800.03 3 1 161 161 161 161 161 3195
si2_b06_m800.05 3 1 161 161 161 161 161 2985
si2_b06_m800.09 3 1 161 161 161 161 161 3336
si2_b06_m800.01 3 1 161 161 161 161 161 3314
si2_b06_m800.08 3 1 161 161 161 161 161 3682
si2_b06_m800.06 3 1 161 161 161 161 161 3425
si6_m4D_m256.03 5 1 154 154 154 154 154 315
si6_m4D_m256.08 5 1 154 154 154 154 154 296
si6_m4D_m256.07 5 1 154 154 154 154 154 385
si6_m4D_m256.00 5 1 154 154 154 154 154 375
si6_m4D_m256.01 5 1 154 154 154 154 154 280
si6_m4D_m256.05 5 1 154 154 154 154 154 299
si6_m4D_m256.09 5 1 227 227 278 340 213 1804
si6_m4D_m256.04 5 1 154 154 154 154 154 365
si6_m4D_m256.02 5 1 154 154 154 154 154 346
si6_m4D_m256.06 5 1 154 154 154 154 154 396
si2_b06m_m800.07 4 1 161 161 161 227 161 161
si2_b06m_m800.02 4 1 161 161 161 163 161 161
si2_b06m_m800.03 4 1 161 161 161 168 161 161
si2_b06m_m800.01 4 1 161 161 161 183 161 161
si2_b06m_m800.08 4 1 161 161 161 213 161 161
si2_b06m_m800.04 4 1 161 161 161 240 161 161
si2_b06m_m800.06 4 1 161 161 161 161 161 161
si2_b06m_m800.09 4 1 161 161 161 191 161 161
si2_b06m_m800.05 4 1 161 161 161 166 161 161
si2_b06m_m800.00 4 1 161 161 161 181 161 161
si4_b06m_m200.00 4 1 81 81 81 81 81 81
si4_b06m_m200.08 4 1 81 81 81 82 81 81
si4_b06m_m200.05 4 1 81 81 81 82 81 81
si4_b06m_m200.09 4 1 81 81 81 81 81 81
si4_b06m_m200.01 4 1 81 81 81 81 81 81
si4_b06m_m200.07 4 1 81 81 81 81 81 81
si4_b06m_m200.02 4 1 81 81 81 81 81 81
si4_b06m_m200.04 4 1 81 81 81 82 81 81
si4_b06m_m200.06 4 1 81 81 81 81 81 81
si4_b06m_m200.03 4 1 81 81 81 81 81 81
si6_r001_m400.09 7 1 243 243 247 7651 243 245
si6_r001_m400.05 7 1 241 241 242 183156 241 241
si6_r001_m400.00 7 1 243 243 243 1030 243 248
si6_r001_m400.04 7 1 243 243 246 34545 243 243
si6_r001_m400.07 7 1 241 241 241 297 241 242
si6_r001_m400.06 7 1 248 248 254 4554 245 257
si6_r001_m400.02 7 1 242 242 242 512 242 242
si6_r001_m400.03 7 1 241 241 247 777 241 241
si6_r001_m400.08 7 1 338 338 363 383 334 403
si6_r001_m400.01 7 1 247 247 253 282 245 258
si6_m4D_m625.00 5 1 376 376 376 376 376 376
si6_m4D_m625.07 5 1 1378 1378 4706 13035 1325 7912
si6_m4D_m625.05 5 1 419 419 740 71801 417 9006
si6_m4D_m625.08 5 1 376 376 376 376 376 376
si6_m4D_m625.02 5 1 376 376 376 376 376 376
si6_m4D_m625.03 5 1 48199 48351 90765 253866 46402 23052
si6_m4D_m625.04 5 1 376 376 376 376 376 376
si6_m4D_m625.09 5 1 775 775 900 3013 791 16464
si6_m4D_m625.01 5 1 376 376 376 376 376 376
si6_m4D_m625.06 5 1 430 430 546 627 415 1971
si6_b09m_m800.02 4 1 481 481 481 481 481 481
si6_b09m_m800.09 4 1 481 481 481 481 481 481
si6_b09m_m800.04 4 1 481 481 481 481 481 481
si6_b09m_m800.07 4 1 481 481 481 481 481 481
si6_b09m_m800.00 4 1 481 481 481 481 481 481
si6_b09m_m800.05 4 1 481 481 481 481 481 481
si6_b09m_m800.03 4 1 481 481 481 481 481 481
si6_b09m_m800.01 4 1 481 481 481 481 481 481
si6_b09m_m800.06 4 1 481 481 482 481 481 481
si6_b09m_m800.08 4 1 481 481 481 481 481 481
si4_m4Dr6_m1296.01 6 1 519 519 519 519 519 519
si4_m4Dr6_m1296.07 6 1 519 519 519 567 519 519
si4_m4Dr6_m1296.06 6 1 519 519 519 525 519 519
si4_m4Dr6_m1296.02 6 1 519 519 519 519 519 519
si4_m4Dr6_m1296.08 6 1 519 519 519 519 519 519
si4_m4Dr6_m1296.03 6 1 519 519 519 521 519 519
si4_m4Dr6_m1296.00 6 1 522 522 523 544 522 522
si4_m4Dr6_m1296.09 6 1 519 519 519 519 519 519
si4_m4Dr6_m1296.05 6 1 519 519 519 519 519 519
si4_m4Dr6_m1296.04 6 1 519 519 519 519 519 519
si2_b06_m400.09 3 1 81 81 81 81 81 225
si2_b06_m400.02 3 1 81 81 81 81 81 511
si2_b06_m400.00 3 1 81 81 81 81 81 598
si2_b06_m400.03 3 1 81 81 81 81 81 391
si2_b06_m400.07 3 1 81 81 81 81 81 667
si2_b06_m400.04 3 1 81 81 81 81 81 354
si2_b06_m400.05 3 1 81 81 81 81 81 497
si2_b06_m400.01 3 1 81 81 81 81 81 349
si2_b06_m400.08 3 1 81 81 81 81 81 372
si2_b06_m400.06 3 1 81 81 81 81 81 538
si4_r01_m200.01 7 1 24295 24297 41387 24573 22825 21008
si4_r01_m200.08 7 1 972770 973991 1193330 1003704 926648 855083
si4_r01_m200.03 7 1 73354 73366 111423 74261 70271 69496
si4_r01_m200.04 7 1 54337 54337 115605 55099 52301 50362
si4_r01_m200.07 7 1 73283 73314 126423 74517 64046 76828
si4_r01_m200.02 7 1 151193 151327 271826 156626 147078 134679
si4_r01_m200.05 7 1 41550 41551 60637 42208 40766 20582
si4_r01_m200.06 7 1 22703 22713 90836 23236 21593 16157
si4_r01_m200.00 7 1 242339 242482 443104 247996 233517 203310
si4_r01_m200.09 7 1 70011 70033 121892 71970 67648 82855
si2_r001_m400.06 7 1 5162 11868 5691 1e9 5933 16959
si2_r001_m400.08 7 1 203 203 222 85254202 201 1590
si2_r001_m400.09 7 1 1268983 3569047 1509658 7698724234 1324033 5891
si2_r001_m400.01 7 1 387 387 487 47596334 383 375
si2_r001_m400.03 7 1 1379 1381 1695 15117351 1334 5045
si2_r001_m400.04 7 1 945370 1282836 996910 1e9 944990 2391
si2_r001_m400.05 7 1 7804 11573 9454 1e9 7772 3781
si2_r001_m400.02 7 1 430 441 473 1e9 427 997
si2_r001_m400.00 7 1 869 878 941 181212 861 1276
si2_r001_m400.07 7 1 1804 3204 2089 1e9 1762 1425
si4_b03m_m800.03 4 1 321 321 321 327 321 321
si4_b03m_m800.05 4 1 321 321 321 331 321 321
si4_b03m_m800.06 4 1 321 321 321 321 321 321
si4_b03m_m800.01 4 1 321 321 321 395 321 321
si4_b03m_m800.08 4 1 321 321 321 327 321 321
si4_b03m_m800.09 4 1 321 321 321 363 321 321
si4_b03m_m800.00 4 1 321 321 321 331 321 321
si4_b03m_m800.02 4 1 321 321 321 351 321 321
si4_b03m_m800.07 4 1 321 321 321 330 321 321
si4_b03m_m800.04 4 1 321 321 321 324 321 321
si2_r01_m200.03 7 1 38221779 38898238 41516333 39189714 38117627 16660977
si2_r01_m200.00 7 1 394046 400930 437198 324784 393939 95348
si2_r01_m200.05 7 1 154038 154250 214749 150928 153512 136665
si2_r01_m200.01 7 1 1172938 1233302 1385908 1208967 1169984 1576112
si2_r01_m200.08 7 1 169 169 221 169 167 1269
si2_r01_m200.06 7 1 6325052 6372558 7814152 6672028 6280730 8298246
si2_r01_m200.09 7 1 4966231 5068239 5504970 5113984 4959408 4084860
si2_r01_m200.02 7 1 326872 328060 361735 336316 325060 597945
si2_r01_m200.07 7 1 797190 801971 883488 812513 794970 635595
si2_r01_m200.04 7 1 72758 73778 80339 73029 72607 46854
si2_r01_m400.04 7 1 1386010 1387141 1885531 1386010 1377553 1260919
si2_r01_m400.00 7 1 3893542 3898788 4582982 3893552 3859845 492264
si2_r01_m400.07 7 1 55199521 55237196 60052118 55199654 55033535 55855846
si2_r01_m400.09 7 1 9255453 9278815 10564142 9255636 9224063 7704345
si2_r01_m400.01 7 1 4480850 4489386 4815153 4480856 4463924 4219974
si2_r01_m400.03 7 1 134700 134742 201731 134700 134291 149536
si2_r01_m400.02 7 1 5471091 5488958 6160976 5471117 5434824 5481479
si2_r01_m400.05 7 1 13662016 13819406 15500019 13662021 13622748 14770322
si2_r01_m400.06 7 1 4016886 4033073 4623453 4016950 3967811 4109324
si2_r01_m400.08 7 1 1143198 1145248 1396501 1143216 1137404 1640118
si4_m4D_m625.09 5 1 251 251 251 251 251 833
si4_m4D_m625.03 5 1 251 251 251 252 251 581
si4_m4D_m625.07 5 1 680 680 688 596 619 10207
si4_m4D_m625.02 5 1 7727 7727 8906 22747 8786 4725
si4_m4D_m625.00 5 1 251 251 251 254 251 605
si4_m4D_m625.01 5 1 2699 2699 9311 6785 2464 16570
si4_m4D_m625.04 5 1 251 251 251 251 251 251
si4_m4D_m625.06 5 1 251 251 251 254 251 636
si4_m4D_m625.08 5 1 225 225 508 496 216 7269
si4_m4D_m625.05 5 1 251 251 251 257 251 811
si6_m4Dr6_m256.05 6 1 154 154 154 161 154 154
si6_m4Dr6_m256.04 6 1 154 154 154 156 154 154
si6_m4Dr6_m256.03 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.02 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.08 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.00 6 1 154 154 154 165 154 154
si6_m4Dr6_m256.09 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.07 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.06 6 1 154 154 154 154 154 154
si6_m4Dr6_m256.01 6 1 154 154 154 154 154 154
si6_b09_m400.07 3 1 241 241 241 241 241 5038
si6_b09_m400.03 3 1 241 241 241 241 241 5151
si6_b09_m400.04 3 1 241 241 241 241 241 5008
si6_b09_m400.06 3 1 241 241 241 241 241 4784
si6_b09_m400.05 3 1 241 241 241 241 241 5009
si6_b09_m400.09 3 1 241 241 241 241 241 4945
si6_b09_m400.02 3 1 241 241 241 241 241 5023
si6_b09_m400.01 3 1 241 241 241 241 241 4634
si6_b09_m400.08 3 1 241 241 241 241 241 4905
si6_b09_m400.00 3 1 241 241 241 241 241 4857
si6_b06_m400.03 3 1 241 241 241 241 241 4703
si6_b06_m400.08 3 1 241 241 241 241 241 4422
si6_b06_m400.07 3 1 241 241 241 241 241 4762
si6_b06_m400.04 3 1 241 241 241 241 241 4698
si6_b06_m400.05 3 1 241 241 241 241 241 4399
si6_b06_m400.06 3 1 241 241 241 241 241 4540
si6_b06_m400.02 3 1 241 241 241 241 241 4896
si6_b06_m400.01 3 1 241 241 241 241 241 4728
si6_b06_m400.00 3 1 241 241 241 241 241 4854
si6_b06_m400.09 3 1 241 241 241 241 241 4900
si6_b03m_m200.04 4 1 121 121 121 121 121 121
si6_b03m_m200.07 4 1 121 121 121 121 121 121
si6_b03m_m200.08 4 1 121 121 121 121 121 121
si6_b03m_m200.02 4 1 121 121 121 121 121 121
si6_b03m_m200.03 4 1 121 121 121 134 121 121
si6_b03m_m200.06 4 1 121 121 121 121 121 121
si6_b03m_m200.01 4 1 121 121 121 131 121 121
si6_b03m_m200.09 4 1 121 121 121 121 121 121
si6_b03m_m200.00 4 1 121 121 121 124 121 121
si6_b03m_m200.05 4 1 121 121 121 121 121 121
si4_b06_m800.04 3 1 321 321 321 321 321 8273
si4_b06_m800.00 3 1 321 321 321 321 321 8275
si4_b06_m800.08 3 1 321 321 321 321 321 8355
si4_b06_m800.05 3 1 321 321 321 321 321 8198
si4_b06_m800.03 3 1 321 321 321 321 321 8176
si4_b06_m800.06 3 1 321 321 321 321 321 7958
si4_b06_m800.07 3 1 321 321 321 321 321 8693
si4_b06_m800.01 3 1 321 321 321 321 321 8923
si4_b06_m800.02 3 1 321 321 321 321 321 8567
si4_b06_m800.09 3 1 321 321 321 321 321 8055
si6_b09m_m200.07 4 1 121 121 121 121 121 121
si6_b09m_m200.06 4 1 121 121 121 121 121 121
si6_b09m_m200.01 4 1 121 121 121 121 121 121
si6_b09m_m200.08 4 1 121 121 121 123 121 121
si6_b09m_m200.00 4 1 121 121 121 121 121 121
si6_b09m_m200.09 4 1 121 121 121 121 121 121
si6_b09m_m200.02 4 1 121 121 121 121 121 121
si6_b09m_m200.05 4 1 121 121 122 121 121 121
si6_b09m_m200.03 4 1 121 121 121 121 121 121
si6_b09m_m200.04 4 1 121 121 121 121 121 121
si4_b09m_m400.07 4 1 161 161 161 161 161 161
si4_b09m_m400.06 4 1 161 161 161 161 161 161
si4_b09m_m400.00 4 1 161 161 161 161 161 161
si4_b09m_m400.08 4 1 161 161 161 161 161 161
si4_b09m_m400.04 4 1 161 161 161 162 161 161
si4_b09m_m400.09 4 1 161 161 161 161 161 161
si4_b09m_m400.02 4 1 161 161 161 161 161 161
si4_b09m_m400.03 4 1 161 161 161 161 161 161
si4_b09m_m400.01 4 1 161 161 168 163 161 161
si4_b09m_m400.05 4 1 161 161 161 161 161 161
si6_m4Dr4_m1296.03 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.06 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.04 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.01 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.09 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.02 6 1 778 778 778 788 778 778
si6_m4Dr4_m1296.08 6 1 778 778 778 778 778 778
si6_m4Dr4_m1296.05 6 1 778 778 778 784 778 778
si6_m4Dr4_m1296.07 6 1 778 778 778 796 778 778
si6_m4Dr4_m1296.00 6 1 778 778 778 778 778 778
si6_b06_m200.09 3 1 121 121 121 121 121 767
si6_b06_m200.03 3 1 121 121 121 121 121 1075
si6_b06_m200.05 3 1 121 121 121 121 121 683
si6_b06_m200.00 3 1 121 121 121 121 121 719
si6_b06_m200.08 3 1 121 121 121 121 121 754
si6_b06_m200.02 3 1 121 121 121 121 121 933
si6_b06_m200.06 3 1 121 121 121 121 121 742
si6_b06_m200.04 3 1 121 121 121 121 121 1127
si6_b06_m200.01 3 1 121 121 121 121 121 1087
si6_b06_m200.07 3 1 121 121 121 121 121 832
si4_m4Dr6_m625.02 6 1 251 251 251 251 251 251
si4_m4Dr6_m625.06 6 1 251 251 251 253 251 259
si4_m4Dr6_m625.03 6 1 251 251 251 341 251 251
si4_m4Dr6_m625.07 6 1 253 253 254 1350 251 253
si4_m4Dr6_m625.08 6 1 251 251 251 251 251 251
si4_m4Dr6_m625.09 6 1 251 251 251 251 251 251
si4_m4Dr6_m625.00 6 1 251 251 251 251 251 251
si4_m4Dr6_m625.01 6 1 251 251 251 270 251 251
si4_m4Dr6_m625.05 6 1 251 251 251 260 251 251
si4_m4Dr6_m625.04 6 1 251 251 251 251 251 251
si6_b06m_m200.09 4 1 121 121 121 121 121 121
si6_b06m_m200.02 4 1 121 121 121 121 121 121
si6_b06m_m200.05 4 1 121 121 121 121 121 121
si6_b06m_m200.00 4 1 121 121 121 121 121 121
si6_b06m_m200.07 4 1 121 121 121 121 121 121
si6_b06m_m200.04 4 1 121 121 121 121 121 121
si6_b06m_m200.08 4 1 121 121 125 121 121 121
si6_b06m_m200.06 4 1 121 121 121 121 121 121
si6_b06m_m200.03 4 1 121 121 121 121 121 121
si6_b06m_m200.01 4 1 121 121 121 121 121 121
si6_m4Dr4_m256.05 6 1 154 154 154 154 154 154
si6_m4Dr4_m256.03 6 1 154 154 154 170 154 154
si6_m4Dr4_m256.02 6 1 154 154 154 154 154 154
si6_m4Dr4_m256.01 6 1 154 154 154 154 154 154
si6_m4Dr4_m256.08 6 1 154 154 154 158 154 154
si6_m4Dr4_m256.09 6 1 154 154 154 178 154 154
si6_m4Dr4_m256.07 6 1 154 154 154 154 154 154
si6_m4Dr4_m256.06 6 1 154 154 154 211 154 154
si6_m4Dr4_m256.04 6 1 154 154 154 154 154 154
si6_m4Dr4_m256.00 6 1 154 154 154 156 154 154
si4_r001_m600.01 7 1 314 314 359 734989 309 345
si4_r001_m600.08 7 1 841 847 1111 5311928 822 1118
si4_r001_m600.02 7 1 628 628 800 139950 613 668
si4_r001_m600.07 7 1 248 248 250 54692 248 251
si4_r001_m600.05 7 1 285 285 319 1591 285 368
si4_r001_m600.06 7 1 554 554 781 1240882 548 707
si4_r001_m600.00 7 1 271 271 318 559930 266 295
si4_r001_m600.04 7 1 257 257 273 14754 255 316
si4_r001_m600.09 7 1 264 264 288 57990 259 690
si4_r001_m600.03 7 1 461 461 559 2112431 458 725
si2_b09m_m200.08 4 1 41 41 41 42 41 41
si2_b09m_m200.06 4 1 41 41 41 41 41 41
si2_b09m_m200.03 4 1 41 41 41 42 41 41
si2_b09m_m200.09 4 1 42 42 42 44 42 42
si2_b09m_m200.04 4 1 41 41 41 42 41 41
si2_b09m_m200.00 4 1 41 41 42 41 41 41
si2_b09m_m200.01 4 1 41 41 41 41 41 41
si2_b09m_m200.05 4 1 41 41 41 42 41 41
si2_b09m_m200.07 4 1 41 41 41 41 41 41
si2_b09m_m200.02 4 1 41 41 44 45 41 41
si6_b03_m200.01 3 1 121 121 121 121 121 1011
si6_b03_m200.03 3 1 121 121 121 121 121 1081
si6_b03_m200.04 3 1 121 121 121 121 121 1144
si6_b03_m200.08 3 1 121 121 121 121 121 1174
si6_b03_m200.07 3 1 121 121 121 121 121 1001
si6_b03_m200.09 3 1 121 121 121 121 121 768
si6_b03_m200.05 3 1 121 121 121 121 121 805
si6_b03_m200.02 3 1 121 121 121 121 121 1004
si6_b03_m200.06 3 1 121 121 121 121 121 967
si6_b03_m200.00 3 1 121 121 121 121 121 1139
si6_b09_m200.09 3 1 121 121 121 121 121 955
si6_b09_m200.06 3 1 121 121 121 121 121 1001
si6_b09_m200.08 3 1 121 121 121 121 121 835
si6_b09_m200.03 3 1 121 121 121 121 121 1042
si6_b09_m200.00 3 1 121 121 121 121 121 1079
si6_b09_m200.02 3 1 121 121 121 121 121 1147
si6_b09_m200.07 3 1 121 121 121 121 121 886
si6_b09_m200.04 3 1 121 121 121 121 121 844
si6_b09_m200.01 3 1 121 121 121 121 121 991
si6_b09_m200.05 3 1 121 121 121 121 121 1001
g10-g11 2 0 0 0 0 0 0 0
g10-g12 2 0 0 0 0 100 0 0
g10-g13 2 0 0 0 0 0 0 0
g10-g14 2 0 0 0 0 0 0 0
g10-g15 2 0 0 0 0 0 0 0
g10-g16 2 0 3476 3541 27233 15804 2557 3476
g10-g20 2 1 42 42 42 42 42 171
g10-g21 2 1 42 42 42 42 42 178
g10-g22 2 0 3 3 61100 4487 2 3
g10-g23 2 0 110400271 111340261 726429913 138610911 103081551 110400271
g10-g25 2 0 0 0 0 0 0 0
g10-g26 2 0 379830091 382369517 3955980692 837277012 355619481 379830091
g10-g27 2 1 2127295083 2196024913 4452621085 2304348868 2069722651 603765656
g10-g28 2 0 0 0 0 0 0 0
g10-g29 2 1 97 97 98 97 97 280
g10-g30 2 1 62 62 63 64 62 354
g10-g31 2 1 54 54 55 49 54 192
g10-g32 2 1 42 42 42 42 42 152
g10-g33 2 0 15 15 40 111 9 15
g10-g37 2 0 5577421 5659311 12048598 35636043 4398897 5577421
g10-g38 2 0 0 0 0 21 0 0
g10-g40 2 1 42 42 42 42 42 132
g10-g41 2 0 4 4 9 35 3 4
g10-g42 2 0 2153 2205 278023 280937 1155 2153
g10-g43 2 1 192552 209519 237273 232971 195248 4048
g10-g44 2 1 517 530 527 547 517 632
g10-g45 2 1 125 255 124 139 125 206
g10-g46 2 1 1874351 1946374 1953221 3481077 1873456 600195
g10-g47 2 1 1823699 1894371 1898828 3359971 1822906 268945
g10-g48 2 1 85667 87353 88076 140606 85662 23044
g10-g49 2 1 128365 130380 183230 307222 123209 807
g10-g50 2 1 42 42 42 42 42 126
g11-g12 2 0 0 0 0 0 0 0
g11-g13 2 0 0 0 0 0 0 0
g11-g14 2 0 0 0 0 0 0 0
g11-g15 2 0 0 0 0 0 0 0
g11-g16 2 0 0 0 0 16 0 0
g11-g20 2 1 98771 106375 109094 98771 98394 43663
g11-g21 2 1 43 43 43 43 43 124
g11-g22 2 0 0 0 0 8 0 0
g11-g23 2 0 17 17 6125162 2460 17 17
g11-g25 2 0 0 0 0 0 0 0
g11-g26 2 0 1 1 1 1957 1 1
g11-g27 2 0 15623755 15686010 530510280 18202936 11110169 15623755
g11-g28 2 0 0 0 0 0 0 0
g11-g29 2 0 1015197 1019527 1485549 1288483 992972 1015197
g11-g30 2 0 909528 913078 1342622 1157850 888587 909528
g11-g31 2 0 6924149 7016134 8832842 8092579 6846137 6924149
g11-g32 2 1 43 43 43 43 43 141
g11-g33 2 0 0 0 0 0 0 0
g11-g37 2 0 12 12 471682 4274 11 12
g11-g38 2 0 0 0 0 0 0 0
g11-g40 2 1 43 43 43 43 43 102
g11-g41 2 0 0 0 0 0 0 0
g11-g42 2 0 1 1 16474 46 1 1
g11-g43 2 1 1e9 1e9 1e9 1e9 1e9 9559517
g11-g44 2 0 4787187 4834311 6393171 5900617 4702414 4787187
g11-g45 2 0 4612780 4656883 6173909 5659236 4528748 4612780
g11-g46 2 0 15610 15610 40501 39691 14576 15610
g11-g47 2 0 15339 15339 39758 38765 14361 15339
g11-g48 2 0 42216 42218 87754 80003 40776 42216
g11-g49 2 0 1439397615 1497894504 1e9 4008106627 635343859 1439397615
g11-g50 2 1 43 43 43 43 43 195
g12-g20 2 0 353 353 5505697 353 353 353
g12-g21 2 1 46 46 46 46 46 128
g12-g23 2 0 0 0 0 0 0 0
g12-g26 2 0 0 0 0 0 0 0
g12-g27 2 0 0 0 0 0 0 0
g12-g29 2 0 117 117 40037 156 117 117
g12-g30 2 0 106 106 34659 140 105 106
g12-g31 2 0 461 461 211639 504 458 461
g12-g32 2 1 46 46 46 46 46 244
g12-g38 2 0 0 0 0 0 0 0
g12-g40 2 1 13782 14784 801940 13782 5837 3825
g12-g43 2 0 18 18 1e9 1917 18 18
g12-g44 2 0 239 239 121568 318 232 239
g12-g45 2 0 230 230 118163 306 224 230
g12-g46 2 0 2 2 108 12 2 2
g12-g47 2 0 2 2 108 12 2 2
g12-g48 2 0 7 7 1132 37 7 7
g12-g50 2 1 46 46 46 46 46 121
g13-g15 2 1 41 41 138 41 41 41
g13-g20 2 0 15169 15257 1306113 15169 11641 15169
g13-g21 2 1 40 40 40 40 40 179
g13-g23 2 0 0 0 0 0 0 0
g13-g25 2 0 0 0 0 0 0 0
g13-g26 2 0 0 0 0 0 0 0
g13-g27 2 0 38787 55059 2406366 39500 26032 38787
g13-g29 2 0 65 65 1781 175 65 65
g13-g30 2 0 69 69 1585 163 64 69
g13-g31 2 0 289 289 4229 528 269 289
g13-g32 2 1 40 40 40 40 40 111
g13-g38 2 0 0 0 0 0 0 0
g13-g40 2 1 40 40 40 40 40 115
g13-g43 2 1 1169334976 10358772202 100834851142 1764887167 881237538 533
g13-g44 2 0 316 316 3358 596 291 316
g13-g45 2 0 331 331 3217 574 294 331
g13-g46 2 0 1 1 66 18 1 1
g13-g47 2 0 1 1 63 17 1 1
g13-g48 2 0 3 3 235 41 3 3
g13-g49 2 0 626 635 96178653 139 392 626
g13-g50 2 1 40 40 40 40 40 90
g14-g15 2 0 0 0 0 0 0 0
g14-g20 2 0 172492 246521 1306113 172492 176929 172492
g14-g21 2 1 44 44 44 44 44 66
g14-g23 2 0 24 24 16118 32 22 24
g14-g25 2 0 0 0 0 0 0 0
g14-g26 2 0 9 9 827 7 5 9
g14-g27 2 1 13039 14927 1457982 4930 7973 14765
g14-g29 2 0 74 74 3037 73 74 74
g14-g30 2 0 73 73 2867 72 73 73
g14-g31 2 0 132 132 5344 127 130 132
g14-g32 2 1 44 44 44 44 44 107
g14-g38 2 0 0 0 0 7 0 0
g14-g40 2 1 44 44 44 44 44 160
g14-g43 2 1 1782 1818 25313 5806 1782 179
g14-g44 2 0 158 158 4433 116 151 158
g14-g45 2 0 172 172 4191 112 167 172
g14-g46 2 0 1 1 225 36 1 1
g14-g47 2 0 1 1 241 36 1 1
g14-g48 2 0 8 8 524 51 8 8
g14-g49 2 1 278923 13615252 1e9 3433213 20795 2143009
g14-g50 2 1 44 44 44 44 44 141
g15-g20 2 0 65 65 1306113 65 65 65
g15-g21 2 1 42 42 42 42 42 84
g15-g23 2 0 0 0 0 0 0 0
g15-g25 2 0 0 0 0 0 0 0
g15-g26 2 0 0 0 0 0 0 0
g15-g27 2 0 712 730 335251 775 554 712
g15-g29 2 0 19 19 667 29 19 19
g15-g30 2 0 24 24 621 29 23 24
g15-g31 2 0 61 61 3019 53 61 61
g15-g32 2 1 42 42 42 42 42 154
g15-g38 2 0 0 0 0 0 0 0
g15-g40 2 1 42 42 62 42 42 67
g15-g43 2 1 335117373 5473489681 1e9 467469024 18661802 135252
g15-g44 2 0 34 34 2381 36 34 34
g15-g45 2 0 22 22 2321 35 22 22
g15-g46 2 0 1 1 2 2 1 1
g15-g47 2 0 1 1 2 2 1 1
g15-g48 2 0 3 3 92 16 3 3
g15-g49 2 0 174 190 516413 400 32 181
g15-g50 2 1 42 42 42 42 42 115
g16-g20 2 0 129542138 140754937 199582998 129542138 124022555 129542138
g16-g21 2 1 54 54 54 54 54 206
g16-g22 2 0 0 0 0 0 0 0
g16-g23 2 0 0 0 0 0 0 0
g16-g25 2 0 0 0 0 0 0 0
g16-g26 2 0 0 0 0 0 0 0
g16-g27 2 0 3393201 3398842 208888392 3667451 2360420 3393201
g16-g28 2 0 0 0 0 0 0 0
g16-g29 2 0 5558 5560 10462 10997 5227 5558
g16-g30 2 0 5329 5332 10155 10285 4987 5329
g16-g31 2 0 14844 14875 24606 22831 13976 14844
g16-g32 2 1 54 54 54 54 54 106
g16-g33 2 0 0 0 0 0 0 0
g16-g37 2 1 54 54 54 100 54 56
g16-g38 2 0 0 0 0 0 0 0
g16-g40 2 1 54 54 54 54 54 393
g16-g43 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g16-g44 2 0 15276 15338 26690 22822 14654 15276
g16-g45 2 0 15908 15968 27443 22027 15306 15908
g16-g46 2 0 56 56 626 1615 53 56
g16-g47 2 0 58 58 676 1593 57 58
g16-g48 2 0 265 265 1304 2831 258 265
g16-g49 2 0 6115002 6133348 4532676901 336992703 1921725 6115002
g16-g50 2 1 54 54 54 54 54 81
g17-g18 2 1 65 65 65 65 65 167
g17-g19 2 0 1537 2169 2521 3653 249 1537
g17-g20 2 1 98 98 98 98 98 1093
g17-g21 2 1 65 65 65 65 65 217
g17-g22 2 0 0 0 0 341368 0 0
g17-g23 2 0 0 0 0 0 0 0
g17-g24 2 0 0 0 0 0 0 0
g17-g25 2 0 0 0 0 0 0 0
g17-g26 2 0 0 0 0 0 0 0
g17-g27 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g17-g28 2 0 0 0 0 0 0 0
g17-g29 2 1 65 65 65 75 65 285
g17-g30 2 1 67 67 67 74 67 122
g17-g31 2 1 79 79 79 75 79 259
g17-g32 2 1 65 65 65 65 65 333
g17-g33 2 0 9766 9788 20322 27945 9062 9766
g17-g34 2 0 0 0 0 2761 0 0
g17-g35 2 0 75 75 20083 6390 74 75
g17-g36 2 0 1 1 54 6799 1 1
g17-g37 2 1 2100378 2166948 2984679 50566609 2012814 2160474
g17-g38 2 0 0 0 0 0 0 0
g17-g39 2 1 223 223 492 617 205 392
g17-g40 2 1 65 65 65 65 65 346
g17-g41 2 0 12000 12000 22872 26568 11226 12000
g17-g42 2 0 825520 842547 11248705 3648958 727509 825520
