instance sat family density lad ttvbbjdpd32g vbbjdpd vbbjdpdnosup vf2 abscon snd
si4-m4Dr2-m256.09 1 6 102 24.996000 25 117 6 0 907.000 1507.000
si4-m4Dr2-m256.03 1 6 102 39.993000 15 39 5 0 801.000 1932.000
si4-b09m-m200.01 1 4 80 8.998000 12 31 3 0 849.000 1133.000
si4-b09m-m200.00 1 4 80 9.998000 11 33 3 0 1067.000 1043.000
si4-b09m-m200.03 1 4 80 45.993000 15 67 3 0 807.000 1291.000
si4-b09m-m200.06 1 4 80 80.987000 12 53 3 0 864.000 1144.000
si4-b09m-m200.02 1 4 80 13.997000 14 54 2 0 737.000 1238.000
si4-b09m-m200.04 1 4 80 18.997000 15 60 2 0 1160.00 1148.000
si4-b09m-m200.05 1 4 80 12.998000 12 44 3 0 1182.000 1195.000
si4-b09m-m200.07 1 4 80 15.997000 15 56 2 0 955.000 1256.000
si4-b09m-m200.08 1 4 80 12.998000 13 26 3 0 759.000 1104.000
si4-b09m-m200.09 1 4 80 10.998000 15 62 3 0 1017.000 1103.000
si4-m4Dr4-m625.07 1 6 250 310.952000 40 140 21 2 2542.000 30632.000
si4-m4Dr4-m625.05 1 6 250 50.992000 43 210 20 2 2738.000 18775.000
si4-m4Dr4-m625.01 1 6 250 60.990000 40 219 28 2 2517.000 23244.000
si4-m4Dr4-m625.08 1 6 250 421.935000 36 134 21 1 2355.000 34891.000
si4-m4Dr4-m625.09 1 6 250 158.975000 43 229 20 1 2855.000 15079.000
si4-m4Dr4-m625.00 1 6 250 1372.791000 35 146 118 1 2497.000 15860.00
si4-m4Dr4-m625.04 1 6 250 82.987000 46 224 18 1 2488.000 27213.000
si4-m4Dr4-m625.06 1 6 250 507.922000 37 149 20 1 2539.000 19666.000
si4-m4Dr4-m625.03 1 6 250 170.974000 36 124 22 2 2316.000 21541.000
si4-m4Dr4-m625.02 1 6 250 49.992000 44 291 43 1 2429.000 15675.000
si4-m4Dr4-m1296.03 1 6 518 658.899000 123 954 93 6 14712.000 296548.000
si4-m4Dr4-m1296.01 1 6 518 1896.711000 109 557 101 6 12843.000 147497.000
si4-m4Dr4-m1296.00 1 6 518 225.965000 124 959 151 10 13363.000 177193.000
si4-m4Dr4-m1296.07 1 6 518 376.942000 126 1063 95 5 14626.000 125712.000
si4-m4Dr4-m1296.02 1 6 518 225.965000 124 817 93 6 12517.000 140586.000
si4-m4Dr4-m1296.04 1 6 518 396.939000 107 547 95 6 12587.000 207584.000
si4-m4Dr4-m1296.09 1 6 518 375.942000 119 1083 96 6 14219.000 315098.000
si4-m4Dr4-m1296.06 1 6 518 5092.225000 108 605 218 6 12795.000 392983.000
si4-m4Dr4-m1296.08 1 6 518 375.942000 149 1638 150 6 13228.000 193298.000
si4-m4Dr4-m1296.05 1 6 518 3130.524000 108 622 164 5 13754.000 333410.00
si2-r005-m400.05 1 7 80 100000000 2339 4506 4825 100000000 25025.000 50280.00
si2-r005-m400.06 1 7 80 11827874.889000 1654 2423 1457 100000000 978947.000 1525619.000
si2-r005-m400.08 1 7 80 140262.676000 1349 2883 3031 100000000 111734.000 192495.000
si2-r005-m400.02 1 7 80 713995.456000 33837 388342 74097 100000000 5855275.000 5246601.000
si2-r005-m400.03 1 7 80 67483421.960000 885 6386 1173 100000000 787663.000 1392324.000
si2-r005-m400.00 1 7 80 7889372.633000 559 1563 1355 100000000 1923927.000 925908.000
si2-r005-m400.07 1 7 80 89634207.529000 1262 14194 1627 100000000 2469762.000 4355863.000
si2-r005-m400.09 1 7 80 50220808.276000 191 633 146 100000000 27868.000 68332.000
si2-r005-m400.04 1 7 80 1105825.888000 2701 8604 10261 100000000 385313.000 1267279.000
si2-r005-m400.01 1 7 80 8443404.407000 326 818 237 100000000 129591.000 866856.000
si2-b06m-m400.03 1 4 80 9.998000 23 64 3 0 906.000 2411.000
si2-b06m-m400.06 1 4 80 14.997000 22 63 3 0 824.000 2855.000
si2-b06m-m400.05 1 4 80 33.994000 19 58 4 0 886.000 2443.000
si2-b06m-m400.01 1 4 80 11.998000 18 46 5 0 1022.000 2421.000
si2-b06m-m400.00 1 4 80 12.998000 22 81 4 0 827.000 2867.000
si2-b06m-m400.08 1 4 80 14.997000 40 128 4 0 1001.000 2604.000
si2-b06m-m400.07 1 4 80 13.997000 24 87 4 0 1344.000 2631.000
si2-b06m-m400.09 1 4 80 18.997000 17 58 3 0 1151.000 2463.000
si2-b06m-m400.04 1 4 80 57.991000 18 55 3 0 825.000 2424.000
si2-b06m-m400.02 1 4 80 11.998000 13 41 6 0 896.000 2678.000
si6-r005-m600.02 1 7 360 563631.315000 2884 10798 1988 100000000 129994.000 376793.000
si6-r005-m600.08 1 7 360 1125412.911000 1833 11179 1766 100000000 227838.000 558220.00
si6-r005-m600.03 1 7 360 583854.240000 10574 26101 13075 100000000 136181.000 765634.000
si6-r005-m600.05 1 7 360 259392.566000 7116 20537 8915 100000000 118218.000 176272.000
si6-r005-m600.07 1 7 360 2130236.154000 5693 19645 6932 100000000 283535.000 540736.000
si6-r005-m600.04 1 7 360 2078879.962000 6123 22759 10047 100000000 155659.000 602171.000
si6-r005-m600.06 1 7 360 6291050.614000 13822 38033 21004 100000000 78789.000 977713.000
si6-r005-m600.01 1 7 360 94710.601000 1139 10659 1556 100000000 31224.000 242412.000
si6-r005-m600.09 1 7 360 149579.260000 10176 26072 13179 100000000 54226.000 139966.000
si6-r005-m600.00 1 7 360 430948.485000 1721 10748 1756 100000000 90302.000 271136.000
si6-r005-m200.02 1 7 120 4792.271000 52 224 44 100000000 1542.000 5746.000
si6-r005-m200.08 1 7 120 6676.984000 44 214 53 100000000 1288.000 6493.000
si6-r005-m200.09 1 7 120 1768.731000 40 207 10 100000000 1704.000 2679.000
si6-r005-m200.05 1 7 120 1917.708000 36 222 241 100000000 2132.000 5082.000
si6-r005-m200.03 1 7 120 3669.442000 31 207 16 100000000 1392.000 5331.000
si6-r005-m200.00 1 7 120 11793.207000 39 237 278 100000000 1563.000 5609.000
si6-r005-m200.04 1 7 120 857.869000 28 215 75 100000000 1442.000 4918.000
si6-r005-m200.07 1 7 120 1864.716000 30 207 24 100000000 1961.000 4899.000
si6-r005-m200.01 1 7 120 499.924000 31 202 8 100000000 1447.000 2443.000
si6-r005-m200.06 1 7 120 376.942000 25 199 6 100000000 1330.00 2377.000
si2-m4Dr6-m625.06 1 6 125 171.973000 30 68 10 1 1955.000 13922.000
si2-m4Dr6-m625.08 1 6 125 220.966000 35 137 14 0 1307.000 14484.000
si2-m4Dr6-m625.07 1 6 125 265.959000 31 79 10 1 1602.000 9885.000
si2-m4Dr6-m625.03 1 6 125 198.969000 37 74 10 0 1589.000 12737.000
si2-m4Dr6-m625.04 1 6 125 102.984000 28 71 9 1 1620.00 15890.00
si2-m4Dr6-m625.05 1 6 125 296.954000 29 74 15 0 1206.000 9949.000
si2-m4Dr6-m625.09 1 6 125 192.970000 34 154 83 0 1637.000 13799.000
si2-m4Dr6-m625.01 1 6 125 148.977000 27 75 18 0 1208.000 14948.000
si2-m4Dr6-m625.02 1 6 125 355.945000 36 80 19 1 1524.000 32754.000
si2-m4Dr6-m625.00 1 6 125 25.996000 34 114 9 0 1471.000 7476.000
si6-b03-m800.02 1 3 480 3215.511000 386 232 53 0 7494.000 28010.00
si6-b03-m800.04 1 3 480 3036.538000 414 230 66 1 7572.000 24662.000
si6-b03-m800.03 1 3 480 2655.596000 390 226 53 0 7371.000 27013.000
si6-b03-m800.05 1 3 480 2636.599000 421 225 52 1 7445.000 27797.000
si6-b03-m800.06 1 3 480 4771.274000 416 227 54 0 7875.000 25369.000
si6-b03-m800.01 1 3 480 5240.203000 407 226 53 0 10339.000 31647.000
si6-b03-m800.00 1 3 480 2821.571000 399 327 74 0 7940.00 28808.000
si6-b03-m800.07 1 3 480 2631.599000 419 228 53 1 7998.000 28937.000
si6-b03-m800.09 1 3 480 2636.599000 410 231 53 0 7971.000 33171.000
si6-b03-m800.08 1 3 480 2648.597000 421 228 57 0 8002.000 28508.000
si4-m4D-m1296.09 1 5 518 1729.737000 155 1055 195 2 17343.000 120034.000
si4-m4D-m1296.06 1 5 518 1792.727000 138 727 124 2 21616.000 143568.000
si4-m4D-m1296.05 1 5 518 1993.696000 138 760 144 2 18223.000 132082.000
si4-m4D-m1296.00 1 5 518 6980.938000 352 533 151 100000000 116410.00 620553.000
si4-m4D-m1296.03 1 5 518 6611.994000 376 556 199 100000000 171714.000 430861.000
si4-m4D-m1296.04 1 5 518 2422.631000 139 751 126 2 19833.000 143232.000
si4-m4D-m1296.08 1 5 518 6585.998000 300 100000000 100000000 100000000 82410.00 479541.000
si4-m4D-m1296.02 1 5 518 6637.990000 320 723 295 100000000 98574.000 409593.000
si4-m4D-m1296.01 1 5 518 1420.784000 143 758 132 2 18778.000 155652.000
si4-m4D-m1296.07 1 5 518 1355.793000 151 738 124 2 17916.000 127545.000
si6-b03m-m400.03 1 4 240 31.995000 24 70 21 0 1557.000 5544.000
si6-b03m-m400.01 1 4 240 18.997000 28 84 9 0 1525.000 5417.000
si6-b03m-m400.09 1 4 240 30.995000 28 77 9 0 1663.000 5663.000
si6-b03m-m400.08 1 4 240 24.996000 28 106 9 1 1804.000 5495.000
si6-b03m-m400.07 1 4 240 22.996000 26 58 10 0 1528.000 5106.000
si6-b03m-m400.02 1 4 240 26.995000 21 39 14 1 1785.000 5258.000
si6-b03m-m400.05 1 4 240 16.997000 22 37 9 1 1675.000 5343.000
si6-b03m-m400.00 1 4 240 21.996000 21 41 11 1 1540.00 5340.00
si6-b03m-m400.06 1 4 240 27.995000 37 140 21 0 1558.000 5912.000
si6-b03m-m400.04 1 4 240 20.996000 24 90 13 0 1565.000 6250.00
si4-m4D-m256.07 1 5 102 50.992000 14 34 6 0 950.00 1206.000
si4-m4D-m256.06 1 5 102 29.995000 17 35 4 0 886.000 1224.000
si4-m4D-m256.05 1 5 102 45.993000 20 60 4 0 891.000 1243.000
si4-m4D-m256.08 1 5 102 41.993000 22 39 5 0 870.00 1941.000
si4-m4D-m256.04 1 5 102 84.987000 22 42 6 0 1281.000 2231.000
si4-m4D-m256.09 1 5 102 79.987000 26 64 9 0 1290.00 1645.000
si4-m4D-m256.02 1 5 102 41.993000 17 41 3 0 889.000 1278.000
si4-m4D-m256.00 1 5 102 48.992000 25 41 6 0 1033.000 2007.000
si4-m4D-m256.03 1 5 102 70.989000 18 39 7 0 883.000 1514.000
si4-m4D-m256.01 1 5 102 46.992000 23 49 4 0 1194.000 1286.000
si6-b06m-m800.07 1 4 480 120.981000 73 524 55 3 7933.000 49473.000
si6-b06m-m800.04 1 4 480 202.969000 92 695 74 3 8613.000 63585.000
si6-b06m-m800.01 1 4 480 148.977000 92 689 53 3 8759.000 56044.000
si6-b06m-m800.00 1 4 480 122.981000 85 524 60 6 8871.000 49229.000
si6-b06m-m800.05 1 4 480 216.967000 102 854 74 6 9326.000 51956.000
si6-b06m-m800.08 1 4 480 165.974000 99 745 65 3 9058.000 47962.000
si6-b06m-m800.09 1 4 480 123.981000 109 917 53 3 8683.000 55171.000
si6-b06m-m800.02 1 4 480 125.980000 76 370 53 6 10605.000 51667.000
si6-b06m-m800.03 1 4 480 213.967000 106 1070 82 3 8693.000 49584.000
si6-b06m-m800.06 1 4 480 118.981000 75 595 53 3 9911.000 55347.000
si4-r001-m400.08 1 7 160 4732.280000 29 103 33770439 100000000 2811.000 10955.000
si4-r001-m400.06 1 7 160 566.913000 20 103 84148 100000000 1491.000 13559.000
si4-r001-m400.02 1 7 160 1031.843000 21 101 48 100000000 2310.00 7405.000
si4-r001-m400.00 1 7 160 985.850000 31 121 673 100000000 1853.000 7254.000
si4-r001-m400.04 1 7 160 4584.303000 27 96 180155 100000000 2600.0 10551.000
si4-r001-m400.03 1 7 160 7224.901000 21 106 37374 100000000 1839.000 20970.00
si4-r001-m400.09 1 7 160 695.894000 21 103 1431 100000000 1925.000 5497.000
si4-r001-m400.05 1 7 160 12086.162000 51 178 3756654 100000000 15100.0 35614.000
si4-r001-m400.01 1 7 160 3567.457000 21 91 49146 100000000 2080.00 11375.000
si4-r001-m400.07 1 7 160 4999.240000 22 107 19225 100000000 2112.000 12634.000
si2-m4Dr6-m1296.00 1 6 259 1323.798000 70 304 75 2 5265.000 63707.000
si2-m4Dr6-m1296.01 1 6 259 743.886000 77 531 62 4 5013.000 97016.000
si2-m4Dr6-m1296.09 1 6 259 560.914000 83 644 44 2 6093.000 140326.000
si2-m4Dr6-m1296.06 1 6 259 356.945000 66 327 41 2 4586.000 151158.000
si2-m4Dr6-m1296.03 1 6 259 114.982000 79 487 62 2 4870.00 130418.000
si2-m4Dr6-m1296.02 1 6 259 125.980000 65 303 43 2 4676.000 69766.000
si2-m4Dr6-m1296.05 1 6 259 1526.767000 79 526 75 4 6072.000 88814.000
si2-m4Dr6-m1296.08 1 6 259 314.952000 90 793 84 4 5768.000 104965.000
si2-m4Dr6-m1296.04 1 6 259 1362.792000 69 317 136 2 4964.000 123482.000
si2-m4Dr6-m1296.07 1 6 259 911.861000 74 292 72 2 5000.0 188718.000
si2-b03-m800.07 1 3 160 827.874000 130 81 20 0 1721.000 9553.000
si2-b03-m800.08 1 3 160 825.874000 167 81 19 0 2157.000 10575.000
si2-b03-m800.04 1 3 160 826.874000 160 111 16 0 1693.000 9173.000
si2-b03-m800.05 1 3 160 824.874000 164 81 16 0 2053.000 10192.000
si2-b03-m800.09 1 3 160 1302.801000 149 82 18 0 1679.000 9910.00
si2-b03-m800.00 1 3 160 828.873000 143 89 16 0 1903.000 7560.00
si2-b03-m800.02 1 3 160 839.872000 170 81 16 0 1733.000 7431.000
si2-b03-m800.03 1 3 160 829.873000 143 81 16 0 1699.000 10128.000
si2-b03-m800.01 1 3 160 852.870000 168 82 16 0 2028.000 8716.000
si2-b03-m800.06 1 3 160 907.861000 156 82 17 0 1667.000 7802.000
si4-b03m-m200.05 1 4 80 3.999000 10 13 3 0 627.000 651.000
si4-b03m-m200.02 1 4 80 2.999000 13 13 2 0 813.000 818.000
si4-b03m-m200.04 1 4 80 3.999000 11 7 1 0 698.000 718.000
si4-b03m-m200.07 1 4 80 4.999000 10 7 2 0 791.000 632.000
si4-b03m-m200.00 1 4 80 5.999000 20 29 2 0 632.000 704.000
si4-b03m-m200.06 1 4 80 4.999000 14 9 2 0 571.000 687.000
si4-b03m-m200.03 1 4 80 4.999000 10 14 2 0 602.000 644.000
si4-b03m-m200.09 1 4 80 2.999000 19 24 1 0 738.000 705.000
si4-b03m-m200.08 1 4 80 3.999000 17 25 2 0 709.000 734.000
si4-b03m-m200.01 1 4 80 4.999000 16 18 2 0 700.0 694.000
si2-b06m-m200.04 1 4 40 6.998000 11 17 1 0 562.000 612.000
si2-b06m-m200.03 1 4 40 5.999000 11 16 1 0 577.000 716.000
si2-b06m-m200.08 1 4 40 5.999000 10 10 1 0 643.000 627.000
si2-b06m-m200.06 1 4 40 4.999000 22 49 1 0 638.000 616.000
si2-b06m-m200.05 1 4 40 4.999000 8 7 1 0 666.000 628.000
si2-b06m-m200.02 1 4 40 4.999000 12 16 1 0 600.0 645.000
si2-b06m-m200.00 1 4 40 3.999000 11 14 1 0 529.000 655.000
si2-b06m-m200.01 1 4 40 3.999000 9 9 1 0 668.000 663.000
si2-b06m-m200.09 1 4 40 12.998000 11 18 1 0 612.000 738.000
si2-b06m-m200.07 1 4 40 2.999000 11 14 1 0 583.000 625.000
si6-m4Dr4-m625.05 1 6 375 94.985000 60 331 47 4 4598.000 28305.000
si6-m4Dr4-m625.09 1 6 375 71.989000 59 314 41 2 4609.000 37259.000
si6-m4Dr4-m625.04 1 6 375 128.980000 57 310 33 4 4949.000 34456.000
si6-m4Dr4-m625.00 1 6 375 162.975000 49 250 38 2 4487.000 34084.000
si6-m4Dr4-m625.08 1 6 375 114.982000 59 362 33 2 4842.000 37600.0
si6-m4Dr4-m625.06 1 6 375 72.988000 65 423 49 4 5113.000 36059.000
si6-m4Dr4-m625.01 1 6 375 281.957000 59 399 50 4 4831.000 48743.000
si6-m4Dr4-m625.03 1 6 375 541.917000 59 431 35 2 4847.000 38705.000
si6-m4Dr4-m625.07 1 6 375 780.881000 51 247 35 2 5042.000 69095.000
si6-m4Dr4-m625.02 1 6 375 110.983000 62 316 47 2 5236.000 34833.000
si4-b03-m200.06 1 3 80 33.994000 12 10 1 0 838.000 743.000
si4-b03-m200.02 1 3 80 34.994000 11 10 2 0 817.000 733.000
si4-b03-m200.07 1 3 80 61.990000 12 9 2 0 799.000 760.00
si4-b03-m200.04 1 3 80 65.989000 11 12 2 0 692.000 713.000
si4-b03-m200.03 1 3 80 61.990000 11 13 2 0 919.000 658.000
si4-b03-m200.05 1 3 80 37.994000 10 9 1 0 851.000 637.000
si4-b03-m200.09 1 3 80 34.994000 11 14 2 0 683.000 616.000
si4-b03-m200.01 1 3 80 34.994000 11 15 2 0 611.000 691.000
si4-b03-m200.00 1 3 80 35.994000 12 15 2 0 634.000 664.000
si4-b03-m200.08 1 3 80 53.991000 11 9 1 0 865.000 626.000
si2-b03-m400.03 1 3 80 219.966000 25 20 6 0 1004.000 1564.000
si2-b03-m400.06 1 3 80 110.983000 28 20 6 0 768.000 1440.00
si2-b03-m400.07 1 3 80 216.967000 25 20 3 0 799.000 1495.000
si2-b03-m400.01 1 3 80 223.965000 26 20 6 0 780.00 1399.000
si2-b03-m400.05 1 3 80 217.966000 24 34 6 0 775.000 1474.000
si2-b03-m400.09 1 3 80 111.982000 24 21 4 0 746.000 1797.000
si2-b03-m400.02 1 3 80 115.982000 22 21 3 0 769.000 1527.000
si2-b03-m400.00 1 3 80 110.983000 20 20 4 0 808.000 1476.000
si2-b03-m400.08 1 3 80 220.966000 23 22 6 0 958.000 1570.00
si2-b03-m400.04 1 3 80 217.966000 25 20 3 0 807.000 1470.00
si4-b09-m200.02 1 3 80 106.983000 12 50 3 0 934.000 988.000
si4-b09-m200.01 1 3 80 109.983000 13 50 4 0 917.000 1039.000
si4-b09-m200.00 1 3 80 192.970000 13 50 4 0 794.000 937.000
si4-b09-m200.09 1 3 80 108.983000 14 50 3 0 1088.000 1076.000
si4-b09-m200.08 1 3 80 185.971000 13 60 5 0 1014.000 1025.000
si4-b09-m200.04 1 3 80 110.983000 16 50 3 0 774.000 1173.000
si4-b09-m200.06 1 3 80 190.970000 13 64 5 0 981.000 963.000
si4-b09-m200.05 1 3 80 106.983000 15 62 5 0 811.000 947.000
si4-b09-m200.07 1 3 80 188.971000 13 50 3 0 848.000 1034.000
si4-b09-m200.03 1 3 80 110.983000 12 50 3 0 761.000 1003.000
si4-m4Dr4-m256.05 1 6 102 8.998000 15 40 6 0 810.00 1972.000
si4-m4Dr4-m256.09 1 6 102 14.997000 15 47 3 0 1260.00 1473.000
si4-m4Dr4-m256.01 1 6 102 52.991000 11 21 3 0 1215.000 1731.000
si4-m4Dr4-m256.03 1 6 102 113.982000 12 25 4 0 933.000 2005.000
si4-m4Dr4-m256.06 1 6 102 33.994000 14 63 4 0 840.00 2332.000
si4-m4Dr4-m256.07 1 6 102 20.996000 14 42 7 0 950.00 1526.000
si4-m4Dr4-m256.00 1 6 102 38.994000 12 28 4 0 839.000 2115.000
si4-m4Dr4-m256.02 1 6 102 17.997000 13 24 3 0 949.000 2180.00
si4-m4Dr4-m256.08 1 6 102 14.997000 15 59 4 0 1011.000 1524.000
si4-m4Dr4-m256.04 1 6 102 78.987000 12 25 5 0 894.000 1884.000
si2-m4D-m625.01 1 5 125 1680.744000 103 122 48 0 15863.000 17474.000
si2-m4D-m625.00 1 5 125 141.978000 47 118 25 0 1636.000 8217.000
si2-m4D-m625.08 1 5 125 478.927000 126 96 11 0 8482.000 8472.000
si2-m4D-m625.04 1 5 125 292.955000 76 111 26 0 1532.000 7768.000
si2-m4D-m625.09 1 5 125 765.883000 128 392 490 0 1974.000 6796.000
si2-m4D-m625.02 1 5 125 175.973000 99 174 19 0 1524.000 12459.000
si2-m4D-m625.05 1 5 125 515.921000 116 237 316 0 1948.000 7339.000
si2-m4D-m625.06 1 5 125 1145.825000 122 192 202 0 16292.000 19257.000
si2-m4D-m625.07 1 5 125 984.850000 120 103 18 0 1816.000 7237.000
si2-m4D-m625.03 1 5 125 214.967000 62 134 235 0 1935.000 11936.000
si4-b09-m800.03 1 3 320 6705.980000 301 796 54 1 7207.000 33960.00
si4-b09-m800.02 1 3 320 6143.066000 331 806 58 1 5588.000 35615.000
si4-b09-m800.09 1 3 320 6321.039000 296 798 54 1 7067.000 41274.000
si4-b09-m800.06 1 3 320 7383.877000 298 951 62 0 5445.000 36000.0
si4-b09-m800.04 1 3 320 5577.152000 302 796 54 0 5366.000 33833.000
si4-b09-m800.05 1 3 320 5055.231000 298 802 54 1 5528.000 34390.00
si4-b09-m800.00 1 3 320 5574.152000 295 795 55 1 6246.000 35109.000
si4-b09-m800.01 1 3 320 5274.198000 284 810 54 0 5815.000 35082.000
si4-b09-m800.07 1 3 320 5322.190000 298 796 55 0 5451.000 44124.000
si4-b09-m800.08 1 3 320 6190.058000 301 836 86 0 5873.000 42493.000
si2-m4Dr4-m256.05 1 6 51 34.994000 16 39 4 0 724.000 1463.000
si2-m4Dr4-m256.02 1 6 51 16.997000 14 24 2 0 929.000 1178.000
si2-m4Dr4-m256.00 1 6 51 38.994000 11 22 6 0 970.00 1046.000
si2-m4Dr4-m256.07 1 6 51 68.989000 15 27 5 0 930.00 1751.000
si2-m4Dr4-m256.03 1 6 51 29.995000 10 14 2 0 735.000 1469.000
si2-m4Dr4-m256.06 1 6 51 16.997000 15 33 2 0 983.000 884.000
si2-m4Dr4-m256.04 1 6 51 79.987000 13 14 14 0 772.000 1515.000
si2-m4Dr4-m256.09 1 6 51 14.997000 11 14 2 0 870.00 952.000
si2-m4Dr4-m256.01 1 6 51 29.995000 17 39 1 0 675.000 947.000
si2-m4Dr4-m256.08 1 6 51 84.987000 18 45 80 0 837.000 1407.000
si6-m4Dr2-m256.04 1 6 153 18.997000 18 73 6 0 1256.000 2190.00
si6-m4Dr2-m256.08 1 6 153 20.996000 16 49 6 0 1153.000 2051.000
si6-m4Dr2-m256.00 1 6 153 18.997000 17 50 4 0 1210.00 2300.0
si6-m4Dr2-m256.07 1 6 153 18.997000 22 93 9 0 1032.000 1857.000
si6-m4Dr2-m256.01 1 6 153 22.996000 15 56 4 0 1422.000 3404.000
si6-m4Dr2-m256.09 1 6 153 12.998000 18 83 7 0 1089.000 2627.000
si6-m4Dr2-m256.03 1 6 153 11.998000 16 50 5 0 1169.000 2095.000
si6-m4Dr2-m256.05 1 6 153 12.998000 13 31 6 0 1121.000 2437.000
si6-m4Dr2-m256.02 1 6 153 42.993000 13 33 7 0 1049.000 2140.00
si6-m4Dr2-m256.06 1 6 153 55.991000 12 29 4 0 1281.000 2461.000
si6-b06-m800.00 1 3 480 5554.155000 421 624 69 1 10067.000 41850.00
si6-b06-m800.05 1 3 480 5654.140000 415 626 70 1 10052.000 41007.000
si6-b06-m800.02 1 3 480 5889.104000 402 624 86 1 9508.000 42142.000
si6-b06-m800.07 1 3 480 8264.743000 417 626 72 1 11044.000 44377.000
si6-b06-m800.08 1 3 480 5516.161000 427 625 70 1 10403.000 49910.00
si6-b06-m800.09 1 3 480 5575.152000 436 638 99 1 10614.000 48633.000
si6-b06-m800.06 1 3 480 5802.117000 407 625 113 1 9777.000 46157.000
si6-b06-m800.01 1 3 480 5319.191000 403 667 70 1 9356.000 42091.000
si6-b06-m800.04 1 3 480 5354.186000 408 639 81 1 9648.000 39435.000
si6-b06-m800.03 1 3 480 5293.195000 424 637 70 1 9643.000 40023.000
si4-b09m-m800.06 1 4 320 235.964000 64 501 37 5 4625.000 35289.000
si4-b09m-m800.01 1 4 320 233.964000 53 389 35 4 5257.000 44331.000
si4-b09m-m800.02 1 4 320 154.976000 73 1137 38 2 4668.000 40165.000
si4-b09m-m800.08 1 4 320 235.964000 53 346 36 5 4673.000 44193.000
si4-b09m-m800.04 1 4 320 215.967000 49 364 37 2 4480.00 38878.000
si4-b09m-m800.03 1 4 320 235.964000 51 278 37 5 4907.000 43287.000
si4-b09m-m800.09 1 4 320 139.978000 55 480 37 2 5019.000 37712.000
si4-b09m-m800.05 1 4 320 134.979000 61 396 36 3 4733.000 43169.000
si4-b09m-m800.00 1 4 320 237.963000 64 834 43 2 4571.000 42216.000
si4-b09m-m800.07 1 4 320 133.979000 62 560 49 4 4462.000 36483.000
si2-b06-m800.04 1 3 160 3271.502000 159 217 21 0 1968.000 15320.00
si2-b06-m800.07 1 3 160 2856.565000 166 218 32 0 2136.000 12704.000
si2-b06-m800.02 1 3 160 1648.749000 166 321 23 0 1879.000 11553.000
si2-b06-m800.00 1 3 160 3350.490000 139 241 34 0 2234.000 12022.000
si2-b06-m800.03 1 3 160 3261.504000 160 223 22 0 1814.000 11149.000
si2-b06-m800.05 1 3 160 2301.650000 171 293 21 0 1994.000 12284.000
si2-b06-m800.09 1 3 160 1652.748000 162 217 22 0 2080.00 14059.000
si2-b06-m800.01 1 3 160 1645.749000 165 227 23 0 1780.00 12383.000
si2-b06-m800.08 1 3 160 2377.638000 158 219 23 0 1922.000 11290.00
si2-b06-m800.06 1 3 160 3230.508000 152 217 21 0 1871.000 13989.000
si6-m4D-m256.03 1 5 153 93.985000 18 77 10 0 1186.000 1809.000
si6-m4D-m256.08 1 5 153 50.992000 18 64 10 0 1134.000 1828.000
si6-m4D-m256.07 1 5 153 81.987000 20 55 7 0 1171.000 1917.000
si6-m4D-m256.00 1 5 153 85.986000 19 52 13 0 1275.000 2115.000
si6-m4D-m256.01 1 5 153 79.987000 20 88 10 0 1604.000 1862.000
si6-m4D-m256.05 1 5 153 83.987000 18 58 10 0 1133.000 1729.000
si6-m4D-m256.09 1 5 153 119.981000 29 35 7 4748110 1739.000 4426.000
si6-m4D-m256.04 1 5 153 50.992000 20 66 10 0 1159.000 1863.000
si6-m4D-m256.02 1 5 153 91.986000 18 56 10 0 1182.000 1950.00
si6-m4D-m256.06 1 5 153 47.992000 20 56 7 0 1561.000 1859.000
si2-b06m-m800.07 1 4 160 79.987000 45 248 17 0 1809.000 14645.000
si2-b06m-m800.02 1 4 160 54.991000 40 194 23 1 2143.000 18262.000
si2-b06m-m800.03 1 4 160 76.988000 36 205 15 0 1886.000 14879.000
si2-b06m-m800.01 1 4 160 70.989000 38 119 23 1 2009.000 15121.000
si2-b06m-m800.08 1 4 160 86.986000 50 240 15 0 1700.0 13905.000
si2-b06m-m800.04 1 4 160 75.988000 46 203 15 1 1933.000 13797.000
si2-b06m-m800.06 1 4 160 61.990000 41 192 24 1 2259.000 14518.000
si2-b06m-m800.09 1 4 160 43.993000 58 267 15 0 1748.000 13990.00
si2-b06m-m800.05 1 4 160 75.988000 43 150 15 1 1722.000 16638.000
si2-b06m-m800.00 1 4 160 78.987000 40 191 16 0 1769.000 14723.000
si4-b06m-m200.00 1 4 80 8.998000 12 28 2 0 833.000 878.000
si4-b06m-m200.08 1 4 80 9.998000 10 22 3 0 715.000 919.000
si4-b06m-m200.05 1 4 80 9.998000 9 14 2 0 771.000 889.000
si4-b06m-m200.09 1 4 80 7.998000 9 18 2 0 1009.000 867.000
si4-b06m-m200.01 1 4 80 10.998000 12 24 2 0 774.000 933.000
si4-b06m-m200.07 1 4 80 9.998000 12 25 2 0 680.00 1045.000
si4-b06m-m200.02 1 4 80 7.998000 29 76 1 0 811.000 842.000
si4-b06m-m200.04 1 4 80 4.999000 13 29 1 0 690.00 1110.00
si4-b06m-m200.06 1 4 80 9.998000 10 14 2 0 696.000 930.00
si4-b06m-m200.03 1 4 80 7.998000 13 28 1 0 674.000 858.000
si6-r001-m400.09 1 7 240 1352.794000 25 199 233 100000000 2344.000 10773.000
