instance sat family density lad ttvbbjdpd32g vbbjdpd vbbjdpdnosup vf2 abscon snd
g30-g50 0 2 100 3.999000 228 216 6 100000000 100000000 2222.000
g31-g32 1 2 100 965.853000 1306 692 4 0 8303.000 7132.000
g31-g40 -1 2 100 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g31-g50 0 2 100 100000000 241 181 100000000 100000000 970.00 11037.000
g33-g37 0 2 101 52.991000 16 76 3 100000000 593.000 1567.000
g33-g38 0 2 101 1.999000 8 5 0 0 786.000 418.000
g33-g40 1 2 101 379.942000 306 209 2 100000000 2055.000 2413.000
g33-g43 0 2 101 64.990000 11 24 100000000 100000000 832.000 2025.000
g33-g44 0 2 101 273603.405000 5291 48722 67458 100000000 619.000 4062.000
g33-g45 0 2 101 228241.302000 4939 43665 57850 100000000 641.000 3916.000
g33-g46 0 2 101 852.870000 20 45 57 100000000 1230.00 1972.000
g33-g47 0 2 101 736.887000 28 47 57 100000000 990.00 2093.000
g33-g48 0 2 101 2116.678000 26 85 121 100000000 2316.000 4332.000
g33-g49 0 2 101 11586676.557000 211112 1705280 99299273 100000000 17893941.000 100000000
g33-g50 1 2 101 100000000 235 100000000 100000000 100000000 11090.00 15593.000
g34-g35 0 2 120 7.998000 8 12 1 1056 646.000 3502.000
g34-g36 0 2 120 396.939000 7 17 90 2010 609.000 1595.000
g34-g37 0 2 120 177349.038000 128204 1239950 33903784 100000000 13377894.000 17909709.000
g34-g38 0 2 120 .999000 8 9 1 100000000 726.000 357.000
g34-g39 0 2 120 6.998000 7 18 2 733 696.000 2327.000
g34-g40 1 2 120 184.971000 335 195 2 1488 2529.000 2762.000
g34-g41 0 2 120 34.994000 11 36 4 3326 742.000 9547.000
g34-g42 0 2 120 764.883000 46 189 18506 1214226 596.000 7906.000
g34-g43 0 2 120 17.997000 18 19 2 100000000 702.000 5840.00
g34-g44 0 2 120 13.997000 22 23 2 100000000 641.000 6498.000
g34-g45 0 2 120 10.998000 16 22 2 100000000 656.000 5373.000
g34-g46 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34-g47 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34-g48 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34-g49 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g35-g37 1 2 120 13257.984000 950 1355 53036 100000000 3736.000 582073.000
g35-g38 0 2 120 4.999000 8 7 0 0 765.000 391.000
g35-g40 1 2 120 1460.777000 335 99239506 76839969 100000000 2850.00 3070.00
g35-g41 0 2 120 1.999000 9 10 2 0 566.000 1079.000
g35-g42 0 2 120 301.954000 8 8 1519 100000000 689.000 1423.000
g35-g43 0 2 120 28.995000 11 24 4 100000000 678.000 2250.00
g35-g44 0 2 120 10.998000 14 31 2 100000000 767.000 4017.000
g35-g45 0 2 120 11.998000 13 30 1 100000000 668.000 2877.000
g35-g46 0 2 120 127.980000 17 35 12 100000000 1010.00 1543.000
g35-g47 0 2 120 76.988000 15 36 11 100000000 786.000 1578.000
g35-g48 0 2 120 149.977000 17 42 15 100000000 918.000 1976.000
g35-g49 0 2 120 100000000 100000000 100000000 100000000 100000000 83831.000 100000000
g35-g50 1 2 120 100000000 239 2016 100000000 100000000 100000000 100000000
g36-g37 1 2 120 117.982000 37 466 1452 100000000 2144.000 5923.000
g36-g38 0 2 120 4.999000 9 5 1 73048 793.000 372.000
g36-g40 1 2 120 2039.689000 377 335 111 100000000 2959.000 4403.000
g36-g41 0 2 120 9.998000 11 16 6 13695 588.000 1174.000
g36-g42 0 2 120 304.953000 9 10 39 100000000 609.000 1415.000
g36-g43 0 2 120 13.997000 13 19 2 100000000 869.000 2516.000
g36-g44 0 2 120 13.997000 14 53 2 100000000 728.000 5086.000
g36-g45 0 2 120 10.998000 13 37 2 100000000 697.000 4251.000
g36-g46 0 2 120 33929659.907000 23 56 50 100000000 5141.000 18978.000
g36-g47 0 2 120 30470014.853000 21 56 50 100000000 3822.000 254386.000
g36-g48 0 2 120 100000000 30 91 222 100000000 99639.000 15677.000
g36-g49 0 2 120 429738.669000 15 31 100000000 100000000 692.000 5964.000
g36-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g37-g38 0 2 120 .999000 13 6 0 18143 816.000 446.000
g37-g40 1 2 120 100000000 3891085 2364634 1985745 100000000 100000000 100000000
g37-g43 0 2 120 18.997000 13 17 3 100000000 684.000 1296.000
g37-g44 0 2 120 19.996000 14 68 3 100000000 663.000 1688.000
g37-g45 0 2 120 11.998000 16 64 3 100000000 722.000 1731.000
g37-g46 0 2 120 186.971000 16 81 14 100000000 681.000 1695.000
g37-g47 0 2 120 104.984000 24 122 21 100000000 647.000 1794.000
g37-g48 0 2 120 121.981000 20 91 24 100000000 693.000 1849.000
g37-g49 0 2 120 2420.632000 15 21 67 100000000 665.000 1790.00
g37-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g38-g40 1 2 121 179.972000 336 942154 797337 100000000 1895.000 2365.000
g38-g43 0 2 121 15.997000 16 12 1 100000000 600.0 1687.000
g38-g44 0 2 121 33.994000 25 31 1 100000000 600.0 1031.000
g38-g45 0 2 121 27.995000 17 32 1 100000000 561.000 1052.000
g38-g50 1 2 121 248.962000 233 159 2 100000000 1998.000 2447.000
g39-g40 1 2 121 242.963000 375 615272 528828 12379 2442.000 3027.000
g39-g41 0 2 121 3.999000 9 11 1 4214660 700.0 798.000
g39-g42 0 2 121 39.993000 8 19 220 100000000 664.000 1871.000
g39-g43 0 2 121 10.998000 13 38 7 100000000 675.000 4104.000
g39-g44 0 2 121 19.996000 14 46 1 100000000 721.000 4203.000
g39-g45 0 2 121 11.998000 14 37 2 100000000 640.00 4585.000
g39-g46 0 2 121 6294.043000 31 62 56 100000000 685.000 9736.000
g39-g47 0 2 121 6006.086000 27 101 99 100000000 601.000 9647.000
g39-g48 0 2 121 13957.878000 40 140 115 100000000 13236.000 23407.000
g39-g49 -1 2 121 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g39-g50 1 2 121 100000000 510 100000000 100000000 100000000 100000000 100000000
g4-g10 0 2 10 0 5 0 0 0 269.000 316.000
g4-g11 0 2 10 0 6 0 0 0 234.000 303.000
g4-g12 0 2 10 .999000 7 1 0 0 248.000 326.000
g4-g13 0 2 10 0 7 1 0 6 267.000 342.000
g4-g14 0 2 10 0 6 0 0 3 230.00 335.000
g4-g15 1 2 10 .999000 11 2 0 0 342.000 282.000
g4-g16 0 2 10 0 6 1 0 0 221.000 343.000
g4-g20 0 2 10 49.992000 24 14 6 6154 2119.000 3314.000
g4-g21 1 2 10 9.998000 208 82 0 0 506.000 516.000
g4-g22 0 2 10 0 6 1 0 2 279.000 327.000
g4-g23 1 2 10 .999000 14 6 0 24 415.000 309.000
g4-g25 1 2 10 .999000 13 1 0 6 367.000 325.000
g4-g26 1 2 10 1.999000 14 6 0 0 383.000 366.000
g4-g27 1 2 10 2.999000 17 6 0 0 433.000 330.00
g4-g28 0 2 10 0 6 0 0 0 251.000 333.000
g4-g29 0 2 10 13.997000 25 9 2 4 381.000 524.000
g4-g30 0 2 10 10.998000 17 12 2 4 360.00 564.000
g4-g31 0 2 10 20.996000 18 11 1 7 384.000 601.000
g4-g32 1 2 10 23.996000 1287 601 0 0 596.000 522.000
g4-g33 0 2 10 .999000 7 2 0 0 242.000 337.000
g4-g37 0 2 10 12.998000 13 12 1 5 383.000 550.00
g4-g38 0 2 10 .999000 6 1 0 0 314.000 301.000
g4-g40 1 2 10 28.995000 361 204 0 0 821.000 575.000
g4-g41 0 2 10 .999000 7 3 0 0 293.000 387.000
g4-g42 0 2 10 1.999000 11 6 0 153 355.000 492.000
g4-g43 1 2 10 7.998000 28 24 2 12 558.000 365.000
g4-g44 0 2 10 18.997000 23 18 2 18 367.000 546.000
g4-g45 0 2 10 11.998000 25 18 1 12 444.000 793.000
g4-g46 0 2 10 14.997000 17 18 2 1 450.00 555.000
g4-g47 0 2 10 12.998000 16 14 1 1 464.000 564.000
g4-g48 0 2 10 13.997000 18 15 2 1 436.000 596.000
g4-g49 1 2 10 7.998000 22 35 9 1 597.000 361.000
g4-g5 0 2 10 .999000 6 0 0 0 231.000 278.000
g4-g50 1 2 10 24.996000 216 142 0 0 670.00 559.000
g4-g6 0 2 10 .999000 6 0 0 0 222.000 271.000
g4-g7 0 2 10 .999000 7 0 0 0 225.000 362.000
g4-g9 0 2 10 0 7 0 0 0 241.000 260.00
g40-g50 0 2 121 2.999000 422 304 5 17941233 951.000 3671.000
g41-g42 0 2 128 10.998000 8 11 2 100000000 686.000 1685.000
g41-g43 0 2 128 21.996000 15 30 2 100000000 759.000 560.00
g41-g44 0 2 128 20.996000 12 55 3 100000000 779.000 529.000
g41-g45 0 2 128 11.998000 13 41 3 100000000 730.00 555.000
g41-g46 0 2 128 2810.572000 24 65 63 100000000 716.000 5685.000
g41-g47 0 2 128 2901.558000 25 67 63 100000000 758.000 5915.000
g41-g48 0 2 128 6588.998000 42 161 192 100000000 740.00 5802.000
g41-g49 0 2 128 100000000 100000000 100000000 100000000 100000000 2563.000 8216.000
g41-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42-g43 0 2 128 11.998000 12 45 3 100000000 780.00 565.000
g42-g44 0 2 128 21.996000 15 56 3 23195 603.000 537.000
g42-g45 0 2 128 11.998000 14 38 2 20494 691.000 497.000
g42-g46 0 2 128 120.981000 15 45 13 1 587.000 1679.000
g42-g47 0 2 128 99.984000 15 45 10 0 636.000 1652.000
g42-g48 0 2 128 110.983000 25 49 11 1 654.000 1793.000
g42-g49 -1 2 128 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g43-g44 0 2 128 1.999000 19 48 2 100000000 803.000 974.000
g43-g45 0 2 128 .999000 25 48 3 100000000 748.000 945.000
g43-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g44-g45 0 2 128 5.999000 20 19 4 100000000 746.000 668.000
g44-g50 0 2 128 373.943000 229 172 100000000 100000000 945.000 7843.000
g45-g50 0 2 128 29.995000 226 171 4 100000000 867.000 6326.000
g46-g47 0 2 128 0 18 22 1 100000000 649.000 1010.00
g46-g48 1 2 128 22.996000 19 90 4 83 1542.000 1632.000
g46-g50 0 2 128 19627.016000 220 180 100000000 100000000 999.000 5654.000
g47-g48 0 2 128 4.999000 17 78 3 100000000 1440.00 1030.00
g47-g50 0 2 128 25.996000 219 153 5 100000000 943.000 5046.000
g48-g50 0 2 128 22878.521000 223 182 100000000 100000000 964.000 5265.000
g49-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g5-g11 0 2 11 .999000 6 0 0 0 237.000 303.000
g5-g12 0 2 11 0 7 1 0 0 252.000 305.000
g5-g13 1 2 11 .999000 11 2 0 0 361.000 355.000
g5-g14 1 2 11 .999000 12 2 0 0 345.000 317.000
g5-g15 1 2 11 .999000 10 2 0 0 385.000 315.000
g5-g16 0 2 11 3.999000 12 3 2 28 539.000 564.000
g5-g20 1 2 11 3.999000 30 8 0 0 449.000 358.000
g5-g21 1 2 11 6.998000 220 81 0 0 533.000 410.00
g5-g22 1 2 11 1.999000 13 4 0 0 340.00 327.000
g5-g23 1 2 11 .999000 12 4 0 0 405.000 300.0
g5-g25 1 2 11 0 11 1 0 0 348.000 317.000
g5-g26 1 2 11 .999000 12 5 0 20 480.00 435.000
g5-g27 1 2 11 2.999000 14 9 0 0 421.000 317.000
g5-g28 0 2 11 0 7 1 0 0 224.000 310.00
g5-g29 1 2 11 6.998000 16 8 0 0 516.000 339.000
g5-g30 1 2 11 4.999000 15 8 0 0 530.00 464.000
g5-g31 1 2 11 7.998000 19 10 0 0 520.00 338.000
g5-g32 1 2 11 13.997000 1300 599 0 0 548.000 427.000
g5-g33 0 2 11 .999000 13 3 0 0 573.000 512.000
g5-g37 1 2 11 6.998000 14 5 24 260 490.00 396.000
g5-g38 0 2 11 0 6 2 0 0 286.000 294.000
g5-g40 1 2 11 16.997000 352 184 1 0 895.000 529.000
g5-g41 1 2 11 .999000 17 9 1 0 383.000 438.000
g5-g42 1 2 11 2.999000 17 17 1 0 495.000 408.000
g5-g43 1 2 11 3.999000 18 15 1 0 600.0 354.000
g5-g44 1 2 11 5.999000 19 13 1 34 681.000 723.000
g5-g45 1 2 11 6.998000 19 13 0 47 714.000 657.000
g5-g46 1 2 11 8.998000 19 11 1 9 571.000 568.000
g5-g47 1 2 11 5.999000 13 13 2 9 477.000 524.000
g5-g48 1 2 11 8.998000 22 9 0 1 715.000 527.000
g5-g49 1 2 11 7.998000 13 9 0 0 498.000 341.000
g5-g50 1 2 11 18.997000 230 142 0 0 759.000 515.000
g5-g6 0 2 11 .999000 6 0 0 0 284.000 255.000
g5-g7 0 2 11 0 7 0 0 0 285.000 247.000
g6-g11 0 2 19 .999000 13 3 0 1 285.000 320.00
g6-g12 0 2 19 3.999000 9 1 2 10 245.000 318.000
g6-g13 1 2 19 45.993000 11 4 0 269 765.000 628.000
g6-g14 1 2 19 4.999000 14 4 1 4747 676.000 923.000
g6-g15 1 2 19 1.999000 11 11 12 37 538.000 312.000
g6-g16 1 2 19 2.999000 10 2 0 240 531.000 378.000
g6-g20 1 2 19 7.998000 16 7 0 0 622.000 367.000
g6-g21 1 2 19 9.998000 198 76 0 0 692.000 470.00
g6-g22 0 2 19 2.999000 7 1 0 7095 356.000 446.000
g6-g23 1 2 19 3.999000 12 7 0 0 510.00 347.000
g6-g25 1 2 19 3.999000 16 205 56 2243 1092.000 438.000
g6-g26 1 2 19 3.999000 12 4 2 10 610.00 432.000
g6-g27 1 2 19 6.998000 13 4 0 0 528.000 384.000
g6-g28 0 2 19 0 7 0 0 0 266.000 412.000
g6-g29 1 2 19 16.997000 17 9 0 612 560.00 443.000
g6-g30 1 2 19 10.998000 19 9 0 846 731.000 671.000
g6-g31 1 2 19 11.998000 19 10 0 0 575.000 585.000
g6-g32 1 2 19 37.994000 1263 598 0 0 699.000 543.000
g6-g33 0 2 19 1.999000 7 3 0 386 298.000 479.000
g6-g37 1 2 19 10.998000 12 6 7 1415 834.000 536.000
g6-g38 0 2 19 1.999000 9 3 1 11 307.000 339.000
g6-g40 1 2 19 22.996000 300 182 0 0 940.00 668.000
g6-g41 0 2 19 1.999000 7 4 0 290 386.000 625.000
g6-g42 0 2 19 19.996000 13 7 2 26696 859.000 2260.00
g6-g43 1 2 19 10.998000 18 16 0 185 772.000 536.000
g6-g44 1 2 19 12.998000 17 17 1 0 683.000 735.000
g6-g45 1 2 19 6.998000 17 15 0 0 673.000 682.000
g6-g46 1 2 19 13.997000 18 10 3 1099 724.000 718.000
g6-g47 1 2 19 11.998000 20 9 2 714 779.000 678.000
g6-g48 1 2 19 17.997000 16 10 1 1542 801.000 727.000
g6-g49 1 2 19 13.997000 15 10 0 0 586.000 647.000
g6-g50 1 2 19 45.993000 222 145 0 0 928.000 737.000
g6-g7 0 2 19 .999000 7 0 0 3 258.000 269.000
g7-g11 0 2 20 0 7 0 0 0 257.000 329.000
g7-g12 0 2 20 .999000 8 1 0 100000000 337.000 364.000
g7-g13 0 2 20 0 7 0 0 16 300.0 332.000
g7-g14 0 2 20 0 7 0 0 0 299.000 388.000
g7-g15 0 2 20 0 8 0 0 393 306.000 307.000
g7-g16 0 2 20 .999000 8 1 0 0 311.000 356.000
g7-g20 0 2 20 278.957000 140 224 153 100000000 446.000 37826.000
g7-g21 1 2 20 23.996000 191 76 0 0 708.000 634.000
g7-g22 0 2 20 .999000 7 1 0 0 275.000 413.000
g7-g23 0 2 20 .999000 8 2 0 5511 401.000 507.000
g7-g25 0 2 20 .999000 8 1 0 3 309.000 424.000
g7-g26 0 2 20 0 8 3 0 3580 335.000 442.000
g7-g27 0 2 20 .999000 10 4 0 100000000 355.000 587.000
g7-g28 0 2 20 .999000 6 1 0 0 243.000 355.000
g7-g29 0 2 20 170.974000 25 30 19 100000000 403.000 688.000
g7-g30 0 2 20 97.985000 26 51 30 100000000 418.000 769.000
g7-g31 0 2 20 141.978000 34 43 31 100000000 389.000 623.000
g7-g32 1 2 20 67.989000 1267 619 1 0 979.000 802.000
g7-g33 0 2 20 .999000 8 2 0 0 329.000 511.000
g7-g37 0 2 20 5.999000 14 13 0 4 447.000 609.000
g7-g38 1 2 20 1.999000 15 5 0 0 552.000 420.00
g7-g40 1 2 20 71.989000 300 232 43 10312877 1185.000 950.00
g7-g41 0 2 20 0 7 2 0 0 315.000 444.000
g7-g42 0 2 20 0 9 3 0 0 474.000 597.000
g7-g43 0 2 20 7847212.042000 16167160 83224514 69195513 100000000 100000000 100000000
g7-g44 0 2 20 129.980000 32 42 27 100000000 453.000 676.000
g7-g45 0 2 20 72.988000 34 44 19 100000000 446.000 714.000
g7-g46 0 2 20 85.986000 22 25 14 23 478.000 727.000
g7-g47 0 2 20 82.987000 23 25 14 25 397.000 722.000
g7-g48 0 2 20 111.982000 26 32 19 979021 450.00 789.000
g7-g49 0 2 20 954.854000 4209 21154 16736 100000000 792.000 10951349.000
g7-g50 1 2 20 74.988000 221 145 1 209 942.000 740.00
g8-g10 0 2 30 0 8 1 0 0 258.000 296.000
g8-g11 0 2 30 .999000 6 1 0 3 297.000 294.000
g8-g12 0 2 30 2.999000 8 1 0 710 293.000 375.000
g8-g13 0 2 30 35.994000 19 16 15 339852 981.000 883.000
g8-g14 0 2 30 3.999000 10 4 0 6098 335.000 420.00
g8-g15 0 2 30 448.931000 417 1080 987 6326121 20290.00 56671.000
g8-g16 1 2 30 5.999000 11 3 3 167 490.00 416.000
g8-g19 0 2 30 .999000 7 1 0 0 334.000 402.000
g8-g20 1 2 30 15.997000 20 8 0 100000000 508.000 448.000
g8-g21 1 2 30 30.995000 225 78 0 0 778.000 616.000
g8-g22 0 2 30 8.998000 8 5 0 30 418.000 497.000
g8-g23 0 2 30 903.862000 164 1876 1815 100000000 80844.000 383667.000
g8-g25 0 2 30 .999000 7 1 0 303918 376.000 350.00
g8-g26 0 2 30 1363.792000 178 1548 2913 100000000 83232.000 737158.000
g8-g27 1 2 30 218.966000 19 114 96 3464814 8046.000 7938.000
g8-g28 0 2 30 0 6 0 0 0 327.000 376.000
g8-g29 1 2 30 26.995000 20 14 24 100000000 850.00 801.000
g8-g30 1 2 30 25.996000 21 30 43 100000000 826.000 667.000
g8-g31 1 2 30 47.992000 22 19 9 100000000 964.000 882.000
g8-g32 1 2 30 34.994000 1400 611 0 0 883.000 796.000
g8-g33 0 2 30 6.998000 7 4 0 3 382.000 518.000
g8-g35 0 2 30 4.999000 10 8 0 0 321.000 520.00
g8-g36 0 2 30 .999000 11 13 0 0 303.000 516.000
g8-g37 1 2 30 187.971000 14 18 223 89087 1866.000 20976.000
g8-g38 0 2 30 2.999000 9 3 1 1056 311.000 390.00
g8-g40 1 2 30 46.992000 333 190 1 39834807 1189.000 854.000
g8-g41 0 2 30 6.998000 7 4 0 3 355.000 575.000
g8-g42 0 2 30 97.985000 12 10 17 9258 1017.000 2240.00
g8-g43 1 2 30 95.985000 18 15 1 1430799 13704.000 93595.000
g8-g44 1 2 30 42.993000 18 20 1 9855294 881.000 756.000
g8-g45 1 2 30 28.995000 18 20 2 12238471 733.000 834.000
g8-g46 0 2 30 11193.298000 106 465 295 17353401 1433.000 2491.000
g8-g47 0 2 30 10534.398000 89 456 254 16982575 1416.000 2431.000
g8-g48 0 2 30 78460.072000 981 6026 1067 100000000 3979.000 4643.000
g8-g49 1 2 30 38.994000 20 17 5 64783178 1190.00 1722.000
g8-g50 1 2 30 78.987000 208 146 1 100000000 1004.000 1031.000
g8-g9 0 2 30 0 7 0 0 0 271.000 356.000
g9-g10 0 2 37 0 6 0 0 0 306.000 409.000
g9-g11 0 2 37 .999000 8 2 0 0 255.000 332.000
g9-g12 0 2 37 2.999000 9 2 0 0 286.000 307.000
g9-g13 0 2 37 .999000 8 4 0 100000000 332.000 418.000
g9-g14 0 2 37 .999000 10 3 0 427064 389.000 389.000
g9-g15 0 2 37 .999000 7392 17795 14807 100000000 372.000 450.00
g9-g16 0 2 37 5.999000 9 4 0 6991 313.000 421.000
g9-g20 1 2 37 16.997000 22 8 0 14660936 623.000 506.000
g9-g21 1 2 37 29.995000 207 77 0 0 788.000 591.000
g9-g22 0 2 37 5.999000 7 3 0 1981 350.00 453.000
g9-g23 1 2 37 6.998000 13 6 0 22099 696.000 533.000
g9-g25 0 2 37 .999000 7 1 0 11295369 369.000 455.000
g9-g26 1 2 37 5.999000 12 9 1 28 648.000 494.000
g9-g27 1 2 37 10.998000 14 68 79 2806281 100000000 562.000
g9-g28 0 2 37 0 6 1 0 0 411.000 387.000
g9-g29 0 2 37 92.985000 158 246 312 100000000 1154.000 1521.000
g9-g30 0 2 37 86.986000 149 375 295 100000000 911.000 1125.000
g9-g31 0 2 37 216.967000 227 1713 1463 100000000 2911.000 2537.000
g9-g32 1 2 37 66.989000 1369 599 0 0 1111.000 823.000
g9-g33 0 2 37 1.999000 7 4 0 0 303.000 468.000
g9-g37 0 2 37 138.978000 13 13 318 7179065 1025.000 39308.000
g9-g38 0 2 37 2.999000 10 5 1 0 374.000 345.000
g9-g40 1 2 37 35.994000 359 184 1 8181167 990.00 1067.000
g9-g41 0 2 37 0 9 6 0 0 329.000 491.000
g9-g42 0 2 37 77.988000 12 7 2 127588 816.000 5411.000
g9-g43 1 2 37 13.997000 16 15 1 3789712 826.000 945.000
g9-g44 0 2 37 99.984000 2215 10435 16529 100000000 2898.000 3005.000
g9-g45 0 2 37 97.985000 2461 9918 13180 100000000 2367.000 5108.000
g9-g46 0 2 37 42.993000 18 17 9 18287981 442.000 667.000
g9-g47 0 2 37 26.995000 22 12 6 17399812 449.000 920.00
g9-g48 0 2 37 52.991000 26 15 11 100000000 493.000 749.000
g9-g49 1 2 37 17.997000 15 12 0 550797 807.000 636.000
g9-g50 1 2 37 71.989000 226 150 1 0 1050.00 953.000
images-CVIU11-1-119 0 8 144 19245.074000 665 4236 392 12833 2341809.000 2473246.000
images-CVIU11-1-131 0 8 144 4345.339000 111 833 92 3112 409032.000 426951.000
images-CVIU11-1-50 0 8 144 19436.045000 549 3676 566 12279 2271989.000 2117024.000
images-CVIU11-1-81 0 8 144 7164.910000 297 2294 139 5155 717977.000 809088.000
images-CVIU11-10-110 0 8 124 256.960000 191 1490 74 43 420025.000 48180.00
images-CVIU11-10-139 0 8 124 355.945000 79 464 47 33 220304.000 60117.000
images-CVIU11-10-20 0 8 124 1004.847000 539 3643 207 146 1720537.000 105710.00
images-CVIU11-10-50 0 8 124 1905.710000 554 3123 260 195 2606558.000 84116.000
images-CVIU11-10-58 0 8 124 373.943000 139 749 59 42 296562.000 22841.000
images-CVIU11-10-60 0 8 124 605.907000 286 2437 119 80 854497.000 64704.000
images-CVIU11-10-93 0 8 124 1014.845000 272 1785 148 110 1145610.00 43345.000
images-CVIU11-11-4 0 8 15 3819.419000 1921 12367 271 392 1274538.000 1233109.000
images-CVIU11-11-72 0 8 15 3651.444000 2188 15958 298 438 1371360.00 1322231.000
images-CVIU11-11-8 0 8 15 3374.487000 726 5921 159 292 712860.00 744669.000
images-CVIU11-12-115 0 8 60 3106.527000 346 2667 131 344 1796701.000 1901321.000
images-CVIU11-12-137 0 8 60 897.863000 54 205 35 105 226029.000 244402.000
images-CVIU11-12-141 0 8 60 961.853000 96 373 42 117 343603.000 365011.000
images-CVIU11-12-4 0 8 60 4348.338000 575 3034 187 610 2926773.000 2767383.000
images-CVIU11-13-11 0 8 106 238.963000 191 1635 57 4 205583.000 209404.000
images-CVIU11-13-118 0 8 106 114.982000 248 1922 116 6 571963.000 606567.000
images-CVIU11-13-128 0 8 106 659.899000 393 2122 193 8 1099941.000 1092900.0
images-CVIU11-13-13 0 8 106 187.971000 337 2790 145 7 753743.000 724486.000
images-CVIU11-13-30 0 8 106 281.957000 712 5306 217 13 1456957.000 1409749.000
images-CVIU11-13-46 0 8 106 572.912000 347 2990 136 10 739224.000 778466.000
images-CVIU11-13-7 0 8 106 208.968000 481 2914 211 14 1300384.000 1351714.000
images-CVIU11-14-106 0 8 151 4935.249000 245 1961 140 5909 1137296.000 1055945.000
images-CVIU11-14-146 0 8 151 7884.801000 586 2985 227 10132 1977787.000 1941324.000
images-CVIU11-14-16 0 8 151 989.849000 245 2053 55 1028 265907.000 244335.000
images-CVIU11-14-31 0 8 151 5370.183000 553 4349 197 6888 1449634.000 1483654.000
images-CVIU11-14-63 0 8 151 5543.157000 527 3810 215 7734 1705064.000 1829444.000
images-CVIU11-14-96 0 8 151 1929.706000 281 2570 93 2796 605190.00 618466.000
images-CVIU11-15-146 0 8 19 4168.366000 1745 12450 996 571 2725414.000 2824936.000
images-CVIU11-16-143 0 8 32 1564.762000 125 824 591 459 538999.000 504037.000
images-CVIU11-16-37 0 8 32 7585.846000 535 2940 2349 2013 5737929.000 5524361.000
images-CVIU11-16-55 0 8 32 1446.780000 121 656 434 439 543976.000 592587.000
images-CVIU11-17-107 0 8 22 1537.766000 329 2359 159 66 320905.000 314175.000
images-CVIU11-17-14 0 8 22 393.940000 94 457 49 22 75388.000 67010.00
images-CVIU11-17-82 0 8 22 2595.605000 320 2630 312 106 656963.000 696229.000
images-CVIU11-18-137 0 8 69 750.885000 66 381 32 96 99755.000 102284.000
images-CVIU11-18-139 0 8 69 1066.837000 181 1343 42 154 156500.0 146809.000
images-CVIU11-18-27 0 8 69 2569.609000 377 3185 190 324 666265.000 671898.000
images-CVIU11-18-33 0 8 69 3066.533000 1293 9928 355 901 2346581.000 2222549.000
images-CVIU11-18-82 0 8 69 3867.412000 306 2099 182 427 985606.000 990870.00
images-CVIU11-18-85 0 8 69 5843.111000 503 1833 197 644 1351146.000 1433555.000
images-CVIU11-19-129 0 8 91 2147.673000 167 1216 321 610 221019.000 212855.000
images-CVIU11-19-131 0 8 91 5196.210000 494 4388 835 1517 782804.000 822562.000
images-CVIU11-2-24 0 8 108 606.907000 175 1541 98 11 140229.000 140396.000
images-CVIU11-2-33 0 8 108 13835.896000 1255 8729 1021 66 7354543.000 7140769.000
images-CVIU11-2-50 0 8 108 12347.122000 899 7379 984 59 6341078.000 6274922.000
images-CVIU11-2-54 0 8 108 2906.558000 250 2222 305 18 925420.00 986892.000
images-CVIU11-2-60 0 8 108 3833.417000 519 5162 319 28 1864116.000 1665157.000
images-CVIU11-2-63 0 8 108 7497.860000 834 7143 673 42 3360644.000 3277633.000
images-CVIU11-2-79 0 8 108 1832.721000 287 1967 259 12 547647.000 519086.000
images-CVIU11-20-134 0 8 24 33695.877000 611 3784 451 835 1080563.000 1002131.000
images-CVIU11-20-31 0 8 24 6225.053000 1646 10676 1058 1286 2041569.000 2070620.00
images-CVIU11-20-46 0 8 24 41402.705000 947 7201 918 1597 1751604.000 1641390.00
images-CVIU11-20-72 0 8 24 8107.767000 2381 15104 1316 1365 2544532.000 2511860.00
images-CVIU11-20-88 0 8 24 4783.272000 2218 12453 1081 1399 2834084.000 2717821.000
images-CVIU11-21-102 0 8 146 3333.493000 513 4449 503 384 556785.000 530092.000
images-CVIU11-21-119 0 8 146 18212.231000 2356 24884 942 1683 4469591.000 4297034.000
images-CVIU11-21-9 0 8 146 5531.159000 440 3965 451 610 1152320.00 1260222.000
images-CVIU11-22-100 0 8 117 843.871000 58 331 36 3762 143977.000 156581.000
images-CVIU11-22-107 0 8 117 2830.569000 147 926 100 14370 686545.000 738303.000
images-CVIU11-22-110 0 8 117 1442.780000 188 1470 73 7033 421116.000 406543.000
