instance sat lad vbbjdpd vbbjdpdnosup vb ttvbbjdpd32g vf2 snd
images_CVIU11_20_31 0 6225.053000 10676 1058 100000000 1646 1286 2070620.00
images_CVIU11_20_46 0 41402.705000 7201 918 100000000 947 1597 1641390.00
images_CVIU11_20_72 0 8107.767000 15104 1316 100000000 2381 1365 2511860.00
images_CVIU11_20_88 0 4783.272000 12453 1081 100000000 2218 1399 2717821.000
images_CVIU11_21_102 0 3333.493000 4449 503 100000000 513 384 530092.000
images_CVIU11_21_119 0 18212.231000 24884 942 100000000 2356 1683 4297034.000
images_CVIU11_21_9 0 5531.159000 3965 451 100000000 440 610 1260222.000
images_CVIU11_22_100 0 843.871000 331 36 100000000 58 3762 156581.000
images_CVIU11_22_107 0 2830.569000 926 100 100000000 147 14370 738303.000
images_CVIU11_22_110 0 1442.780000 1470 73 100000000 188 7033 406543.000
images_CVIU11_22_118 0 3117.526000 1731 130 100000000 222 17106 870519.000
images_CVIU11_22_12 0 4093.377000 2164 151 100000000 275 19570 1060485.000
images_CVIU11_23_113 0 1334.797000 6086 227 100000000 672 51 490265.000
images_CVIU11_23_143 0 1356.793000 3072 239 100000000 351 38 285076.000
images_CVIU11_23_48 0 1592.757000 3786 203 100000000 429 50 456457.000
images_CVIU11_24_113 0 1272.806000 3240 351 100000000 359 74 392839.000
images_CVIU11_24_49 0 2637.599000 4112 1087 100000000 467 148 748768.000
images_CVIU11_24_5 0 5015.237000 6741 1287 100000000 1009 269 2036197.000
images_CVIU11_24_77 0 6485.014000 12733 1493 100000000 1816 329 2780650.00
images_CVIU11_25_139 0 1709.740000 1186 104 100000000 157 74 208636.000
images_CVIU11_25_61 0 8389.724000 7663 604 100000000 911 343 1724550.00
images_CVIU11_25_66 0 2482.622000 2744 206 100000000 220 110 348947.000
images_CVIU11_25_70 0 10241.443000 4821 567 100000000 713 394 2244433.000
images_CVIU11_25_77 0 12189.146000 9607 671 100000000 1171 492 2826508.000
images_CVIU11_25_97 0 3095.529000 3669 187 100000000 411 127 489932.000
images_CVIU11_26_106 0 1292.803000 7037 262 100000000 734 83 740574.000
images_CVIU11_26_129 1 332.949000 3153 316 100000000 433 7 68177.000
images_CVIU11_26_138 0 2984.546000 24081 610 100000000 2498 178 2424612.000
images_CVIU11_26_15 0 181.972000 2367 113 100000000 333 14 56401.000
images_CVIU11_26_57 0 3793.423000 41388 833 100000000 3969 182 2880946.000
images_CVIU11_26_70 0 2325.646000 34137 551 100000000 3329 173 2038862.000
images_CVIU11_26_71 0 1850.718000 23808 551 100000000 2491 144 1474531.000
images_CVIU11_26_75 0 2665.594000 34132 495 100000000 3489 177 2139752.000
images_CVIU11_26_77 0 3060.534000 26910 651 100000000 2743 206 2505806.000
images_CVIU11_26_78 0 2713.587000 21570 827 100000000 2248 198 2525012.000
images_CVIU11_27_125 0 13509.946000 733 303 100000000 267 1025 2223387.000
images_CVIU11_27_137 0 2241.659000 164 54 100000000 39 206 223834.000
images_CVIU11_27_144 0 6421.023000 2205 145 100000000 244 549 1111055.000
images_CVIU11_27_17 0 13274.981000 3398 368 100000000 481 1088 2129135.000
images_CVIU11_27_36 0 6215.055000 1858 150 100000000 215 546 919640.00
images_CVIU11_28_130 0 1311.800000 1580 67 100000000 206 59 127612.000
images_CVIU11_28_135 0 3320.495000 7391 239 100000000 779 147 506718.000
images_CVIU11_28_99 0 6970.940000 10264 381 100000000 1178 319 1723676.000
images_CVIU11_29_107 0 1567.761000 1774 494 100000000 248 56 571796.000
images_CVIU11_29_112 0 790.879000 755 283 100000000 128 32 280453.000
images_CVIU11_29_114 0 707.892000 548 391 100000000 97 22 167697.000
images_CVIU11_29_116 0 6003.087000 5106 3133 100000000 785 158 2865327.000
images_CVIU11_29_12 0 2162.671000 3221 1104 100000000 388 79 1056297.000
images_CVIU11_29_21 0 2720.586000 2086 763 100000000 281 62 924078.000
images_CVIU11_29_3 0 3249.506000 2835 1105 100000000 470 107 1455283.000
images_CVIU11_29_39 0 1380.790000 1420 379 100000000 206 57 582088.000
images_CVIU11_29_75 0 5490.165000 4129 1337 100000000 677 178 2689060.00
images_CVIU11_29_76 1 5986.089000 5892 1334 100000000 1432 61 1381607.000
images_CVIU11_29_79 0 824.874000 1162 310 100000000 166 28 214940.00
images_CVIU11_29_8 0 1774.730000 3371 560 100000000 396 64 711446.000
images_CVIU11_29_82 0 2631.599000 2921 942 100000000 376 79 1140859.000
images_CVIU11_3_106 0 5226.205000 2091 159 100000000 308 489419 1664648.000
images_CVIU11_3_138 0 11879.194000 4606 383 100000000 820 1154738 5789752.000
images_CVIU11_3_37 0 10963.333000 6421 388 100000000 1216 1338744 5308713.000
images_CVIU11_3_48 0 2695.590000 2635 109 100000000 402 273142 825293.000
images_CVIU11_3_56 0 1754.733000 777 72 100000000 184 155215 450224.000
images_CVIU11_3_74 0 10453.410000 11435 355 100000000 1545 834214 5196886.000
images_CVIU11_30_1 0 4497.316000 3374 231 100000000 609 4038 1485543.000
images_CVIU11_30_11 0 1160.823000 1330 75 100000000 199 1358 269690.00
images_CVIU11_30_115 0 3234.508000 2413 152 100000000 323 3034 890286.000
images_CVIU11_30_12 0 3842.415000 2418 175 100000000 293 3617 1212323.000
images_CVIU11_30_42 0 4123.373000 2673 182 100000000 354 3977 1077264.000
images_CVIU11_30_66 0 2207.664000 634 99 100000000 145 1942 398296.000
images_CVIU11_31_105 0 4238.355000 2839 158 100000000 434 164 13062.000
images_CVIU11_31_109 0 4464.321000 3674 171 100000000 505 178 25249.000
images_CVIU11_31_26 0 941.856000 834 46 100000000 118 50 7274.000
images_CVIU11_31_31 0 4088.378000 1849 154 100000000 341 163 12681.000
images_CVIU11_31_39 0 2239.659000 3042 116 100000000 341 105 9638.000
images_CVIU11_33_109 0 1280.805000 2197 444 100000000 409 89 2330126.000
images_CVIU11_33_59 0 1847.719000 2706 648 100000000 506 117 3123130.00
images_CVIU11_33_71 0 1852.718000 3395 520 100000000 514 120 2980514.000
images_CVIU11_33_86 0 1089.834000 1609 301 100000000 231 71 1451218.000
images_CVIU11_33_88 0 1565.761000 3229 550 100000000 534 115 2666206.000
images_CVIU11_33_93 0 1590.758000 2092 291 100000000 282 74 1713584.000
images_CVIU11_34_106 0 992.849000 3048 448 100000000 356 53 768131.000
images_CVIU11_34_135 0 555.915000 1329 674 100000000 198 37 443268.000
images_CVIU11_34_88 0 1142.826000 5366 737 100000000 738 86 1487204.000
images_CVIU11_34_9 0 613.906000 1608 714 100000000 234 52 713549.000
images_CVIU11_35_141 0 321.951000 346 69 100000000 95 2 317689.000
images_CVIU11_35_68 0 3336.492000 4147 320 100000000 636 27 6409930.00
images_CVIU11_36_11 0 1446.780000 1928 72 100000000 260 278 224186.000
images_CVIU11_36_112 0 1416.784000 1674 101 100000000 234 307 276317.000
images_CVIU11_36_140 0 1617.754000 1666 54 100000000 216 292 228867.000
images_CVIU11_37_140 0 1987.697000 2941 200 100000000 301 351 314381.000
images_CVIU11_37_146 0 10838.352000 5070 629 100000000 772 1661 1835573.000
images_CVIU11_37_41 0 3917.404000 8752 760 100000000 773 626 1085211.000
images_CVIU11_37_54 0 3360.489000 2865 290 100000000 341 513 484706.000
images_CVIU11_37_70 0 10413.416000 6294 706 100000000 882 1528 3011982.000
images_CVIU11_37_84 0 340.948000 342 63 100000000 63 96 45373.000
images_CVIU11_38_1 0 8601.692000 3587 238 100000000 507 1909 1888124.000
images_CVIU11_38_10 0 7016.933000 4221 169 100000000 412 1638 1154239.000
images_CVIU11_38_131 0 4249.354000 1819 113 100000000 214 1026 563675.000
images_CVIU11_38_23 0 8974.635000 3702 270 100000000 614 2097 2008568.000
images_CVIU11_38_71 0 12646.077000 4294 448 100000000 709 2501 2529445.000
images_CVIU11_38_78 0 18470.192000 3378 398 100000000 685 3884 3759880.00
images_CVIU11_39_107 0 3137.523000 1990 296 100000000 264 35 898257.000
images_CVIU11_39_114 0 1486.773000 950 261 100000000 132 17 334163.000
images_CVIU11_39_37 0 12744.062000 11225 1114 100000000 1248 116 3983579.000
images_CVIU11_39_68 0 10132.459000 7878 1103 100000000 1035 104 4049838.000
images_CVIU11_39_80 0 2071.685000 1828 432 100000000 225 30 563157.000
images_CVIU11_4_42 0 6710.979000 3186 149 100000000 348 231 1333480.00
images_CVIU11_4_50 0 14776.753000 2595 324 100000000 469 469 3567356.000
images_CVIU11_40_126 0 754.885000 1067 157 100000000 154 78 84621.000
images_CVIU11_40_136 0 5605.147000 5826 1374 100000000 596 250 975290.00
images_CVIU11_40_139 0 2451.627000 1248 555 100000000 166 113 272255.000
images_CVIU11_40_23 0 7869.803000 7366 2079 100000000 984 383 2340490.00
images_CVIU11_40_46 0 7569.849000 4040 1430 100000000 444 376 1753937.000
images_CVIU11_40_8 0 5202.209000 6994 1325 100000000 755 252 1366611.000
images_CVIU11_41_113 0 1774.730000 3866 88 100000000 400 2146 471926.000
images_CVIU11_41_4 0 4232.356000 6892 334 100000000 905 5283 1172833.000
images_CVIU11_41_86 0 3278.501000 3557 245 100000000 366 3991 882190.00
images_CVIU11_41_88 0 5162.215000 8758 257 100000000 1120 6095 1609440.00
images_CVIU11_42_112 0 1303.801000 2748 106 100000000 343 122 364111.000
images_CVIU11_42_122 0 3250.505000 3322 173 100000000 282 263 757329.000
images_CVIU11_42_53 0 2060.686000 1055 120 100000000 150 166 408164.000
images_CVIU11_42_68 0 8432.718000 3270 454 100000000 686 679 3027867.000
images_CVIU11_42_78 0 8998.632000 3201 497 100000000 700 694 3050063.000
images_CVIU11_42_80 0 2005.695000 1125 189 100000000 155 179 430580.00
images_CVIU11_42_88 0 5200.209000 3757 407 100000000 662 404 1768982.000
images_CVIU11_43_112 0 3511.466000 611 244 100000000 243 33 366880.00
images_CVIU11_43_65 0 8906.645000 1364 584 100000000 324 56 907222.000
images_CVIU11_43_76 0 22395.595000 2701 1207 100000000 872 141 3514840.00
images_CVIU11_44_119 0 9693.526000 12731 463 100000000 1293 279 3043569.000
images_CVIU11_44_20 0 5671.137000 3701 330 100000000 526 206 1920256.000
images_CVIU11_44_84 0 175.973000 293 29 100000000 54 11 65929.000
images_CVIU11_44_98 0 1143.826000 936 64 100000000 138 36 236592.000
images_CVIU11_5_134 0 4898.255000 852 650 100000000 144 330 1174758.000
images_CVIU11_5_19 0 15344.667000 5170 2743 100000000 783 1104 6862191.000
images_CVIU11_5_62 0 10351.426000 1989 1641 100000000 552 731 4319841.000
images_CVIU11_6_119 0 6390.028000 881 294 100000000 395 85 2561533.000
images_CVIU11_6_25 0 1066.837000 252 72 100000000 77 30 464304.000
images_CVIU11_6_58 0 1146.825000 192 63 100000000 61 22 283266.000
images_CVIU11_7_56 0 1596.757000 807 67 100000000 176 28 414993.000
images_CVIU11_7_96 0 1860.717000 1688 92 100000000 309 43 869115.000
images_CVIU11_8_120 0 1105.831000 4657 215 100000000 644 45 1240281.000
images_CVIU11_8_129 0 213.967000 1216 36 100000000 163 16 112061.000
images_CVIU11_8_130 0 193.970000 859 37 100000000 123 8 107945.000
images_CVIU11_8_20 0 1117.830000 7493 240 100000000 934 48 1469606.000
images_CVIU11_8_68 0 1852.718000 9542 327 100000000 1156 77 2536012.000
images_CVIU11_8_83 0 1325.798000 5070 217 100000000 666 48 1257303.000
images_CVIU11_9_110 0 2945.552000 3757 92 100000000 410 11 485448.000
meshes_CVIU11_1_106 0 1.999000 222 15 100000000 70 3 11215.000
meshes_CVIU11_1_120 0 7.998000 212 11 100000000 66 3577 10912.000
meshes_CVIU11_1_149 0 13.997000 1325 66 100000000 349 271062 67330.00
meshes_CVIU11_1_170 0 3.999000 176 8 100000000 59 99 12085.000
meshes_CVIU11_1_175 0 2.999000 24 2 100000000 10 75 1149.000
meshes_CVIU11_1_187 0 21.996000 8653 188 100000000 930 291 608655.000
meshes_CVIU11_1_188 0 17.997000 1544 53 100000000 298 45940 85340.00
meshes_CVIU11_1_20 0 3.999000 1234 40 100000000 245 11 63705.000
meshes_CVIU11_1_205 0 4.999000 176 15 100000000 55 5 15098.000
meshes_CVIU11_1_206 0 36.994000 9078 242 100000000 1066 111 1305842.000
meshes_CVIU11_1_220 0 2.999000 21 3 100000000 12 278 1269.000
meshes_CVIU11_1_223 0 5.999000 2994 53 100000000 411 679 146604.000
meshes_CVIU11_1_225 0 10.998000 5977 161 100000000 682 1 278644.000
meshes_CVIU11_1_250 0 3.999000 58 4 100000000 20 1064 3916.000
meshes_CVIU11_1_278 0 .999000 9 2 100000000 9 0 2206.000
meshes_CVIU11_1_279 0 .999000 32 3 100000000 14 1 4519.000
meshes_CVIU11_1_282 0 4.999000 929 29 100000000 211 43 76137.000
meshes_CVIU11_1_283 0 11.998000 7195 255 100000000 907 551 698721.000
meshes_CVIU11_1_294 0 15.997000 2303 68 100000000 372 74244 122074.000
meshes_CVIU11_1_305 0 3.999000 147 7 100000000 56 5 9360.00
meshes_CVIU11_1_314 0 20.996000 28065 397 100000000 2547 3320 1245873.000
meshes_CVIU11_1_318 0 41.993000 17683 259 100000000 1720 242256 667668.000
meshes_CVIU11_1_34 0 28.995000 5367 151 100000000 727 184042 381113.000
meshes_CVIU11_1_357 0 2.999000 50 5 100000000 21 268 1849.000
meshes_CVIU11_1_360 0 7.998000 5136 125 100000000 645 54 153512.000
meshes_CVIU11_1_368 0 5.999000 777 46 100000000 156 14 118167.000
meshes_CVIU11_1_37 0 4.999000 40 4 100000000 18 155 2323.000
meshes_CVIU11_1_397 0 21.996000 3944 190 100000000 580 34830 368100.0
meshes_CVIU11_1_410 0 0 21 2 100000000 12 3 1261.000
meshes_CVIU11_1_424 0 15.997000 1727 44 100000000 281 4965 127919.000
meshes_CVIU11_1_431 0 27.995000 5381 154 100000000 579 7556 702052.000
meshes_CVIU11_1_461 0 54.991000 24029 262 100000000 1931 24006 1536498.000
meshes_CVIU11_1_466 0 .999000 7 1 100000000 9 0 802.000
meshes_CVIU11_1_489 0 17.997000 4922 149 100000000 671 359 490176.000
meshes_CVIU11_1_511 0 31.995000 9357 352 100000000 1036 1132192 621340.00
meshes_CVIU11_1_63 0 9.998000 373 16 100000000 84 2923 18879.000
meshes_CVIU11_1_88 0 3.999000 84 9 100000000 29 649 6740.00
meshes_CVIU11_2_100 0 48.992000 18716 219 100000000 1624 871 1289429.000
meshes_CVIU11_2_108 0 13.997000 471 44 100000000 118 3 68463.000
meshes_CVIU11_2_11 0 6.998000 67 7 100000000 24 341 8763.000
meshes_CVIU11_2_121 0 2.999000 22 2 100000000 13 628 2121.000
meshes_CVIU11_2_13 0 22.996000 629 35 100000000 149 1537 78925.000
meshes_CVIU11_2_137 0 4.999000 618 36 100000000 153 25 57966.000
meshes_CVIU11_2_177 0 9.998000 128 10 100000000 49 40 12716.000
meshes_CVIU11_2_211 0 1.999000 262 9 100000000 72 17394 18242.000
meshes_CVIU11_2_223 0 6.998000 3049 95 100000000 492 93388 180566.000
meshes_CVIU11_2_233 0 4.999000 674 14 100000000 130 12547 42455.000
meshes_CVIU11_2_245 0 2.999000 79 7 100000000 27 0 11857.000
meshes_CVIU11_2_246 0 30.995000 899 45 100000000 188 11127 90321.000
meshes_CVIU11_2_248 0 20.996000 401 16 100000000 115 101 47418.000
meshes_CVIU11_2_267 0 27.995000 3154 63 100000000 461 29814 292096.000
meshes_CVIU11_2_3 0 8.998000 42 3 100000000 17 342 5035.000
meshes_CVIU11_2_300 0 .999000 283 19 100000000 60 0 11022.000
meshes_CVIU11_2_304 0 1.999000 54 7 100000000 17 0 8857.000
meshes_CVIU11_2_305 0 10.998000 152 7 100000000 56 3 14259.000
meshes_CVIU11_2_317 0 4.999000 48 5 100000000 18 46 5525.000
meshes_CVIU11_2_321 0 1.999000 526 31 100000000 203 1187 67850.00
meshes_CVIU11_2_324 0 2.999000 196 8 100000000 63 7888 13178.000
meshes_CVIU11_2_349 0 .999000 110 6 100000000 21 0 1228.000
meshes_CVIU11_2_35 0 7.998000 158 7 100000000 59 9 11801.000
meshes_CVIU11_2_353 0 58.991000 8477 143 100000000 931 22931 601542.000
meshes_CVIU11_2_354 0 4.999000 45 8 100000000 18 13 19882.000
meshes_CVIU11_2_365 0 2.999000 171 15 100000000 57 1558 14859.000
meshes_CVIU11_2_447 0 82.987000 7774 157 100000000 942 34796 1071281.000
meshes_CVIU11_2_449 0 47.992000 4169 106 100000000 542 40627 355426.000
meshes_CVIU11_2_462 0 1.999000 58 6 100000000 20 2 3501.000
meshes_CVIU11_2_484 0 77.988000 6483 176 100000000 698 7460 773008.000
meshes_CVIU11_2_487 0 13.997000 12761 162 100000000 1235 89 1017202.000
meshes_CVIU11_2_493 0 2.999000 269 19 100000000 80 3 44210.00
meshes_CVIU11_2_503 0 11.998000 627 32 100000000 157 4 69113.000
meshes_CVIU11_2_511 0 67.989000 8482 188 100000000 1229 39087 773020.00
meshes_CVIU11_2_513 0 3.999000 281 21 100000000 64 0 60872.000
meshes_CVIU11_2_52 0 1.999000 146 11 100000000 55 4 8971.000
meshes_CVIU11_2_54 0 3.999000 545 18 100000000 143 1003 39073.000
meshes_CVIU11_2_6 0 22.996000 1337 43 100000000 304 475 181297.000
meshes_CVIU11_2_76 0 12.998000 8173 128 100000000 828 161 526939.000
meshes_CVIU11_2_80 0 7.998000 2897 92 100000000 398 43 478398.000
meshes_CVIU11_3_100 0 17.997000 19530 242 100000000 1907 100000000 5799.000
meshes_CVIU11_3_12 0 36.994000 185 4 100000000 14 100000000 686.000
meshes_CVIU11_3_130 0 90.986000 5696 71 100000000 460 100000000 3759.000
meshes_CVIU11_3_139 0 14479.798000 27817 334 100000000 2880 100000000 18601.000
meshes_CVIU11_3_147 0 2.999000 669 38 100000000 127 23 1314.000
meshes_CVIU11_3_151 0 3.999000 396 21 100000000 49 100000000 761.000
meshes_CVIU11_3_158 1 68343284.241000 100000000 100000000 100000000 100000000 100000000 572154.000
meshes_CVIU11_3_16 0 50.992000 2342 38 100000000 203 100000000 3217.000
meshes_CVIU11_3_17 0 48.992000 2487 36 100000000 202 100000000 2453.000
meshes_CVIU11_3_190 0 22.996000 406 19 100000000 43 100000000 1220.00
meshes_CVIU11_3_193 0 5.999000 4026 67 100000000 407 100000000 3690.00
meshes_CVIU11_3_195 0 135.979000 6688 97 100000000 627 100000000 5615.000
meshes_CVIU11_3_213 1 37387.316000 100000000 100000000 100000000 100000000 100000000 7025303.000
meshes_CVIU11_3_218 0 1217.814000 3622 59 100000000 425 100000000 3689.000
meshes_CVIU11_3_220 0 .999000 207 5 100000000 16 100000000 454.000
meshes_CVIU11_3_23 0 54.991000 2445 68 100000000 214 100000000 2506.000
meshes_CVIU11_3_242 1 9277.589000 100000000 100000000 100000000 100000000 100000000 278713.000
meshes_CVIU11_3_246 0 871.867000 2035 40 100000000 239 100000000 2932.000
meshes_CVIU11_3_251 0 100.984000 387 5 100000000 32 100000000 1075.000
meshes_CVIU11_3_289 0 24.996000 151 5 100000000 15 100000000 667.000
meshes_CVIU11_3_290 0 158.975000 211 69 100000000 31 100000000 6319.000
meshes_CVIU11_3_313 1 3795638.975000 100000000 100000000 100000000 100000000 100000000 1595764.000
meshes_CVIU11_3_325 0 129.980000 279 3 100000000 20 100000000 627.000
meshes_CVIU11_3_35 0 163.975000 1239 12 100000000 76 100000000 2074.000
meshes_CVIU11_3_357 0 99.984000 372 5 100000000 28 100000000 1034.000
meshes_CVIU11_3_381 0 .999000 258 11 100000000 22 100000000 765.000
meshes_CVIU11_3_408 0 7.998000 183 3 100000000 15 100000000 795.000
meshes_CVIU11_3_431 0 11.998000 6049 134 100000000 610 100000000 3624.000
meshes_CVIU11_3_434 1 22910083.137000 100000000 18590185 100000000 100000000 100000000 4041351.000
meshes_CVIU11_3_448 0 2476.623000 5160 89 100000000 513 100000000 5061.000
meshes_CVIU11_3_45 0 970.852000 2500 47 100000000 185 100000000 2797.000
meshes_CVIU11_3_457 0 .999000 1268 26 100000000 134 100000000 1046.000
meshes_CVIU11_3_484 0 5387.181000 9069 170 100000000 859 100000000 8362.000
meshes_CVIU11_3_501 0 7150.912000 11004 130 100000000 1037 100000000 7935.000
meshes_CVIU11_3_503 0 374.943000 1473 63 100000000 198 100000000 3675.000
meshes_CVIU11_3_511 0 10.998000 9772 167 100000000 772 100000000 3271.000
meshes_CVIU11_3_512 0 5141.218000 100000000 100000000 100000000 100000000 100000000 140756.000
meshes_CVIU11_3_513 0 4.999000 266 23 100000000 68 100000000 1369.000
meshes_CVIU11_3_526 0 462.929000 871 17 100000000 90 100000000 2057.000
meshes_CVIU11_3_59 0 1.999000 606 16 100000000 70 100000000 806.000
meshes_CVIU11_3_7 0 0 199 10 100000000 17 100000000 577.000
meshes_CVIU11_3_97 0 2327.646000 7799 126 100000000 814 100000000 7534.000
meshes_CVIU11_3_98 0 57.991000 7095 175 100000000 668 100000000 7774.000
meshes_CVIU11_4_114 0 0 174 10 100000000 59 100000000 13963.000
meshes_CVIU11_4_129 0 18.997000 18066 1044 100000000 1562 100000000 1009224.000
meshes_CVIU11_4_135 0 0 24 1 100000000 13 100000000 1339.000
meshes_CVIU11_4_166 0 0 9 1 100000000 10 100000000 626.000
meshes_CVIU11_4_168 0 3.999000 381 23 100000000 144 100000000 16912.000
meshes_CVIU11_4_206 0 17.997000 8969 442 100000000 986 100000000 1159397.000
meshes_CVIU11_4_213 0 .999000 41 5 100000000 18 100000000 2768.000
meshes_CVIU11_4_228 0 11.998000 6151 388 100000000 788 100000000 674872.000
meshes_CVIU11_4_248 0 2.999000 394 20 100000000 115 100000000 21628.000
meshes_CVIU11_4_268 0 13.997000 8048 801 100000000 929 100000000 623658.000
meshes_CVIU11_4_311 0 68.989000 14746 2214 100000000 1210 100000000 677174.000
meshes_CVIU11_4_313 0 7.998000 2464 142 100000000 373 100000000 225473.000
meshes_CVIU11_4_325 0 0 26 4 100000000 14 100000000 1045.000
meshes_CVIU11_4_341 0 1.999000 100 7 100000000 34 100000000 2353.000
meshes_CVIU11_4_387 0 2.999000 412 29 100000000 107 100000000 26774.000
meshes_CVIU11_4_441 0 6.998000 3311 86 100000000 463 100000000 263433.000
meshes_CVIU11_4_45 0 3.999000 593 27 100000000 152 100000000 47076.000
meshes_CVIU11_4_46 0 1.999000 169 10 100000000 61 100000000 9918.000
meshes_CVIU11_4_471 0 9.998000 4692 258 100000000 587 100000000 484330.00
meshes_CVIU11_4_487 0 11.998000 12463 214 100000000 1239 100000000 1033362.000
meshes_CVIU11_4_501 0 9.998000 7196 2149 100000000 860 100000000 353222.000
meshes_CVIU11_4_80 0 5.999000 2870 121 100000000 451 100000000 351432.000
meshes_CVIU11_5_102 0 29.995000 5068 95 100000000 650 100000000 341550.00
meshes_CVIU11_5_115 0 4.999000 76 3 100000000 20 100000000 4058.000
meshes_CVIU11_5_121 0 4.999000 20 2 100000000 14 100000000 1293.000
meshes_CVIU11_5_147 0 10.998000 422 26 100000000 125 100000000 65946.000
meshes_CVIU11_5_148 0 7.998000 1250 52 100000000 278 100000000 192675.000
meshes_CVIU11_5_163 0 38.994000 1966 49 100000000 348 100000000 188556.000
meshes_CVIU11_5_182 0 9.998000 273 13 100000000 85 100000000 24081.000
meshes_CVIU11_5_188 0 23.996000 1227 32 100000000 245 100000000 75339.000
meshes_CVIU11_5_191 0 347.947000 27114 2083 100000000 3090 100000000 15155823.000
meshes_CVIU11_5_200 0 8.998000 109 5 100000000 53 100000000 7848.000
meshes_CVIU11_5_212 0 4.999000 1125 26 100000000 217 100000000 52803.000
meshes_CVIU11_5_216 0 1.999000 120 7 100000000 50 100000000 6904.000
meshes_CVIU11_5_223 0 4.999000 2945 52 100000000 425 100000000 148909.000
meshes_CVIU11_5_244 0 15.997000 1499 40 100000000 243 100000000 102036.000
meshes_CVIU11_5_283 0 12.998000 7458 147 100000000 895 100000000 618906.000
meshes_CVIU11_5_286 0 8.998000 82 4 100000000 29 100000000 5678.000
meshes_CVIU11_5_304 0 .999000 33 7 100000000 15 100000000 6708.000
meshes_CVIU11_5_306 0 99.984000 18400 328 100000000 1482 100000000 2098228.000
meshes_CVIU11_5_315 0 0 31 2 100000000 14 100000000 2336.000
meshes_CVIU11_5_333 0 28.995000 2052 55 100000000 333 100000000 186606.000
meshes_CVIU11_5_34 0 37.994000 4213 78 100000000 592 100000000 375601.000
meshes_CVIU11_5_36 0 12.998000 3744 129 100000000 537 100000000 552006.000
meshes_CVIU11_5_409 0 5.999000 33 2 100000000 15 100000000 2071.000
meshes_CVIU11_5_433 0 20.996000 1410 40 100000000 253 100000000 124293.000
meshes_CVIU11_5_464 0 71.989000 10162 189 100000000 1116 100000000 1125848.000
meshes_CVIU11_5_468 0 4.999000 694 22 100000000 165 100000000 67738.000
meshes_CVIU11_5_488 0 26.995000 2451 106 100000000 412 100000000 519570.00
meshes_CVIU11_5_517 0 18.997000 7815 216 100000000 1006 100000000 1549265.000
meshes_CVIU11_5_59 0 6.998000 210 10 100000000 65 100000000 17725.000
meshes_CVIU11_5_73 0 14.997000 443 14 100000000 129 100000000 30166.000
meshes_CVIU11_5_99 0 48.992000 10733 220 100000000 1107 100000000 1001426.000
meshes_CVIU11_6_102 0 80.987000 12200 373 100000000 1534 100000000 424585.000
meshes_CVIU11_6_150 0 16.997000 6534 266 100000000 711 100000000 677455.000
meshes_CVIU11_6_151 0 .999000 139 21 100000000 46 100000000 19547.000
meshes_CVIU11_6_163 0 75.988000 3471 116 100000000 519 100000000 185317.000
meshes_CVIU11_6_194 0 6.998000 1145 68 100000000 213 100000000 110674.000
meshes_CVIU11_6_211 0 1.999000 253 26 100000000 74 100000000 24447.000
meshes_CVIU11_6_265 0 0 103 6 100000000 45 100000000 8313.000
meshes_CVIU11_6_293 0 0 24 2 100000000 15 100000000 3112.000
meshes_CVIU11_6_303 0 3.999000 1043 80 100000000 244 100000000 122465.000
meshes_CVIU11_6_306 0 18.997000 19314 591 100000000 1453 100000000 2116313.000
meshes_CVIU11_6_314 0 23.996000 24444 351 100000000 2083 100000000 1363477.000
meshes_CVIU11_6_325 0 .999000 28 5 100000000 15 100000000 1506.000
meshes_CVIU11_6_338 0 .999000 11 2 100000000 9 100000000 1907.000
meshes_CVIU11_6_345 0 .999000 121 16 100000000 47 100000000 12027.000
meshes_CVIU11_6_400 0 38.994000 1534 89 100000000 276 100000000 60125.000
meshes_CVIU11_6_438 0 13.997000 4634 223 100000000 596 100000000 688114.000
meshes_CVIU11_6_443 0 2.999000 1502 98 100000000 236 100000000 204994.000
meshes_CVIU11_6_485 0 21.996000 163 87 100000000 55 100000000 17380.00
meshes_CVIU11_6_498 0 .999000 41 6 100000000 19 100000000 3812.000
meshes_CVIU11_6_523 0 .999000 34 4 100000000 14 100000000 5285.000
meshes_CVIU11_6_528 0 22.996000 14383 1738 100000000 1284 100000000 1349539.000
meshes_CVIU11_6_56 0 18.997000 357 17 100000000 88 100000000 10978.000
meshes_CVIU11_6_58 0 1.999000 40 3 100000000 16 100000000 3504.000
meshes_CVIU11_6_65 0 26.995000 21535 1123 100000000 1810 100000000 1504427.000
meshes_CVIU11_6_68 0 16.997000 16903 1114 100000000 1791 100000000 1028289.000
meshes_CVIU11_6_77 0 5.999000 1738 208 100000000 365 100000000 212957.000
meshes_CVIU11_6_81 0 2.999000 375 54 100000000 92 100000000 18395.000
PR15_1 1 1577.760000 745 215 100000000 844 100000000 675489.000
PR15_2 1 40503.842000 6346 631 100000000 2937 100000000 1824160.00
PR15_3 1 190.970000 9127 199 100000000 1692 100000000 842840.00
PR15_4 1 1061.838000 672 194 100000000 1307 100000000 30702.000
PR15_5 1 349.946000 1661 1512 100000000 963 100000000 4035791.000
PR15_6 1 2534.614000 4676 217 100000000 1244 100000000 609612.000
PR15_7 1 4569.305000 4538 247 100000000 1220 100000000 433699.000
