instance sat lad vbbjdpd vbbjdpdnosup vb ttvbbjdpd32g vf2 snd
si4_m4D_m256.03 1 70.989000 39 7 50 18 0 1514.000
si4_m4D_m256.01 1 46.992000 49 4 36 23 0 1286.000
si6_b06m_m800.07 1 120.981000 524 55 374 73 3 49473.000
si6_b06m_m800.04 1 202.969000 695 74 662 92 3 63585.000
si6_b06m_m800.01 1 148.977000 689 53 694 92 3 56044.000
si6_b06m_m800.00 1 122.981000 524 60 502 85 6 49229.000
si6_b06m_m800.05 1 216.967000 854 74 772 102 6 51956.000
si6_b06m_m800.08 1 165.974000 745 65 697 99 3 47962.000
si6_b06m_m800.09 1 123.981000 917 53 1499 109 3 55171.000
si6_b06m_m800.02 1 125.980000 370 53 368 76 6 51667.000
si6_b06m_m800.03 1 213.967000 1070 82 744 106 3 49584.000
si6_b06m_m800.06 1 118.981000 595 53 366 75 3 55347.000
si4_r001_m400.08 1 4732.280000 103 33770439 94 29 100000000 10955.000
si4_r001_m400.06 1 566.913000 103 84148 100 20 100000000 13559.000
si4_r001_m400.02 1 1031.843000 101 48 98 21 100000000 7405.000
si4_r001_m400.00 1 985.850000 121 673 127 31 100000000 7254.000
si4_r001_m400.04 1 4584.303000 96 180155 89 27 100000000 10551.000
si4_r001_m400.03 1 7224.901000 106 37374 94 21 100000000 20970.00
si4_r001_m400.09 1 695.894000 103 1431 93 21 100000000 5497.000
si4_r001_m400.05 1 12086.162000 178 3756654 183 51 100000000 35614.000
si4_r001_m400.01 1 3567.457000 91 49146 131 21 100000000 11375.000
si4_r001_m400.07 1 4999.240000 107 19225 104 22 100000000 12634.000
si2_m4Dr6_m1296.00 1 1323.798000 304 75 283 70 2 63707.000
si2_m4Dr6_m1296.01 1 743.886000 531 62 493 77 4 97016.000
si2_m4Dr6_m1296.09 1 560.914000 644 44 468 83 2 140326.000
si2_m4Dr6_m1296.06 1 356.945000 327 41 233 66 2 151158.000
si2_m4Dr6_m1296.03 1 114.982000 487 62 450 79 2 130418.000
si2_m4Dr6_m1296.02 1 125.980000 303 43 290 65 2 69766.000
si2_m4Dr6_m1296.05 1 1526.767000 526 75 485 79 4 88814.000
si2_m4Dr6_m1296.08 1 314.952000 793 84 707 90 4 104965.000
si2_m4Dr6_m1296.04 1 1362.792000 317 136 494 69 2 123482.000
si2_m4Dr6_m1296.07 1 911.861000 292 72 287 74 2 188718.000
si2_b03_m800.07 1 827.874000 81 20 137 130 0 9553.000
si2_b03_m800.08 1 825.874000 81 19 94 167 0 10575.000
si2_b03_m800.04 1 826.874000 111 16 89 160 0 9173.000
si2_b03_m800.05 1 824.874000 81 16 73 164 0 10192.000
si2_b03_m800.09 1 1302.801000 82 18 74 149 0 9910.00
si2_b03_m800.00 1 828.873000 89 16 73 143 0 7560.00
si2_b03_m800.02 1 839.872000 81 16 132 170 0 7431.000
si2_b03_m800.03 1 829.873000 81 16 73 143 0 10128.000
si2_b03_m800.01 1 852.870000 82 16 128 168 0 8716.000
si2_b03_m800.06 1 907.861000 82 17 96 156 0 7802.000
si4_b03m_m200.05 1 3.999000 13 3 9 10 0 651.000
si4_b03m_m200.02 1 2.999000 13 2 12 13 0 818.000
si4_b03m_m200.04 1 3.999000 7 1 6 11 0 718.000
si4_b03m_m200.07 1 4.999000 7 2 7 10 0 632.000
si4_b03m_m200.00 1 5.999000 29 2 17 20 0 704.000
si4_b03m_m200.06 1 4.999000 9 2 9 14 0 687.000
si4_b03m_m200.03 1 4.999000 14 2 13 10 0 644.000
si4_b03m_m200.09 1 2.999000 24 1 17 19 0 705.000
si4_b03m_m200.08 1 3.999000 25 2 14 17 0 734.000
si4_b03m_m200.01 1 4.999000 18 2 16 16 0 694.000
si2_b06m_m200.04 1 6.998000 17 1 16 11 0 612.000
si2_b06m_m200.03 1 5.999000 16 1 15 11 0 716.000
si2_b06m_m200.08 1 5.999000 10 1 14 10 0 627.000
si2_b06m_m200.06 1 4.999000 49 1 40 22 0 616.000
si2_b06m_m200.05 1 4.999000 7 1 6 8 0 628.000
si2_b06m_m200.02 1 4.999000 16 1 23 12 0 645.000
si2_b06m_m200.00 1 3.999000 14 1 20 11 0 655.000
si2_b06m_m200.01 1 3.999000 9 1 8 9 0 663.000
si2_b06m_m200.09 1 12.998000 18 1 16 11 0 738.000
si2_b06m_m200.07 1 2.999000 14 1 18 11 0 625.000
si6_m4Dr4_m625.05 1 94.985000 331 47 301 60 4 28305.000
si6_m4Dr4_m625.09 1 71.989000 314 41 326 59 2 37259.000
si6_m4Dr4_m625.04 1 128.980000 310 33 284 57 4 34456.000
si6_m4Dr4_m625.00 1 162.975000 250 38 213 49 2 34084.000
si6_m4Dr4_m625.08 1 114.982000 362 33 327 59 2 37600.0
si6_m4Dr4_m625.06 1 72.988000 423 49 421 65 4 36059.000
si6_m4Dr4_m625.01 1 281.957000 399 50 646 59 4 48743.000
si6_m4Dr4_m625.03 1 541.917000 431 35 389 59 2 38705.000
si6_m4Dr4_m625.07 1 780.881000 247 35 211 51 2 69095.000
si6_m4Dr4_m625.02 1 110.983000 316 47 289 62 2 34833.000
si4_b03_m200.06 1 33.994000 10 1 15 12 0 743.000
si4_b03_m200.02 1 34.994000 10 2 15 11 0 733.000
si4_b03_m200.07 1 61.990000 9 2 14 12 0 760.00
si4_b03_m200.04 1 65.989000 12 2 12 11 0 713.000
si4_b03_m200.03 1 61.990000 13 2 8 11 0 658.000
si4_b03_m200.05 1 37.994000 9 1 12 10 0 637.000
si4_b03_m200.09 1 34.994000 14 2 15 11 0 616.000
si4_b03_m200.01 1 34.994000 15 2 9 11 0 691.000
si4_b03_m200.00 1 35.994000 15 2 15 12 0 664.000
si4_b03_m200.08 1 53.991000 9 1 8 11 0 626.000
si2_b03_m400.03 1 219.966000 20 6 33 25 0 1564.000
si2_b03_m400.06 1 110.983000 20 6 32 28 0 1440.00
si2_b03_m400.07 1 216.967000 20 3 33 25 0 1495.000
si2_b03_m400.01 1 223.965000 20 6 19 26 0 1399.000
si2_b03_m400.05 1 217.966000 34 6 18 24 0 1474.000
si2_b03_m400.09 1 111.982000 21 4 20 24 0 1797.000
si2_b03_m400.02 1 115.982000 21 3 32 22 0 1527.000
si2_b03_m400.00 1 110.983000 20 4 18 20 0 1476.000
si2_b03_m400.08 1 220.966000 22 6 19 23 0 1570.00
si2_b03_m400.04 1 217.966000 20 3 33 25 0 1470.00
si4_b09_m200.02 1 106.983000 50 3 45 12 0 988.000
si4_b09_m200.01 1 109.983000 50 4 56 13 0 1039.000
si4_b09_m200.00 1 192.970000 50 4 75 13 0 937.000
si4_b09_m200.09 1 108.983000 50 3 44 14 0 1076.000
si4_b09_m200.08 1 185.971000 60 5 43 13 0 1025.000
si4_b09_m200.04 1 110.983000 50 3 45 16 0 1173.000
si4_b09_m200.06 1 190.970000 64 5 74 13 0 963.000
si4_b09_m200.05 1 106.983000 62 5 42 15 0 947.000
si4_b09_m200.07 1 188.971000 50 3 43 13 0 1034.000
si4_b09_m200.03 1 110.983000 50 3 43 12 0 1003.000
si4_m4Dr4_m256.05 1 8.998000 40 6 37 15 0 1972.000
si4_m4Dr4_m256.09 1 14.997000 47 3 67 15 0 1473.000
si4_m4Dr4_m256.01 1 52.991000 21 3 34 11 0 1731.000
si4_m4Dr4_m256.03 1 113.982000 25 4 24 12 0 2005.000
si4_m4Dr4_m256.06 1 33.994000 63 4 37 14 0 2332.000
si4_m4Dr4_m256.07 1 20.996000 42 7 38 14 0 1526.000
si4_m4Dr4_m256.00 1 38.994000 28 4 25 12 0 2115.000
si4_m4Dr4_m256.02 1 17.997000 24 3 22 13 0 2180.00
si4_m4Dr4_m256.08 1 14.997000 59 4 41 15 0 1524.000
si4_m4Dr4_m256.04 1 78.987000 25 5 39 12 0 1884.000
si2_m4D_m625.01 1 1680.744000 122 48 156 103 0 17474.000
si2_m4D_m625.00 1 141.978000 118 25 112 47 0 8217.000
si2_m4D_m625.08 1 478.927000 96 11 91 126 0 8472.000
si2_m4D_m625.04 1 292.955000 111 26 107 76 0 7768.000
si2_m4D_m625.09 1 765.883000 392 490 351 128 0 6796.000
si2_m4D_m625.02 1 175.973000 174 19 161 99 0 12459.000
si2_m4D_m625.05 1 515.921000 237 316 467 116 0 7339.000
si2_m4D_m625.06 1 1145.825000 192 202 185 122 0 19257.000
si2_m4D_m625.07 1 984.850000 103 18 117 120 0 7237.000
si2_m4D_m625.03 1 214.967000 134 235 122 62 0 11936.000
si4_b09_m800.03 1 6705.980000 796 54 693 301 1 33960.00
si4_b09_m800.02 1 6143.066000 806 58 699 331 1 35615.000
si4_b09_m800.09 1 6321.039000 798 54 767 296 1 41274.000
si4_b09_m800.06 1 7383.877000 951 62 702 298 0 36000.0
si4_b09_m800.04 1 5577.152000 796 54 694 302 0 33833.000
si4_b09_m800.05 1 5055.231000 802 54 718 298 1 34390.00
si4_b09_m800.00 1 5574.152000 795 55 798 295 1 35109.000
si4_b09_m800.01 1 5274.198000 810 54 693 284 0 35082.000
si4_b09_m800.07 1 5322.190000 796 55 693 298 0 44124.000
si4_b09_m800.08 1 6190.058000 836 86 715 301 0 42493.000
si2_m4Dr4_m256.05 1 34.994000 39 4 36 16 0 1463.000
si2_m4Dr4_m256.02 1 16.997000 24 2 26 14 0 1178.000
si2_m4Dr4_m256.00 1 38.994000 22 6 17 11 0 1046.000
si2_m4Dr4_m256.07 1 68.989000 27 5 26 15 0 1751.000
si2_m4Dr4_m256.03 1 29.995000 14 2 13 10 0 1469.000
si2_m4Dr4_m256.06 1 16.997000 33 2 31 15 0 884.000
si2_m4Dr4_m256.04 1 79.987000 14 14 14 13 0 1515.000
si2_m4Dr4_m256.09 1 14.997000 14 2 13 11 0 952.000
si2_m4Dr4_m256.01 1 29.995000 39 1 55 17 0 947.000
si2_m4Dr4_m256.08 1 84.987000 45 80 27 18 0 1407.000
si6_m4Dr2_m256.04 1 18.997000 73 6 43 18 0 2190.00
si6_m4Dr2_m256.08 1 20.996000 49 6 46 16 0 2051.000
si6_m4Dr2_m256.00 1 18.997000 50 4 60 17 0 2300.0
si6_m4Dr2_m256.07 1 18.997000 93 9 86 22 0 1857.000
si6_m4Dr2_m256.01 1 22.996000 56 4 51 15 0 3404.000
si6_m4Dr2_m256.09 1 12.998000 83 7 71 18 0 2627.000
si6_m4Dr2_m256.03 1 11.998000 50 5 45 16 0 2095.000
si6_m4Dr2_m256.05 1 12.998000 31 6 27 13 0 2437.000
si6_m4Dr2_m256.02 1 42.993000 33 7 38 13 0 2140.00
si6_m4Dr2_m256.06 1 55.991000 29 4 47 12 0 2461.000
si6_b06_m800.00 1 5554.155000 624 69 569 421 1 41850.00
si6_b06_m800.05 1 5654.140000 626 70 554 415 1 41007.000
si6_b06_m800.02 1 5889.104000 624 86 561 402 1 42142.000
si6_b06_m800.07 1 8264.743000 626 72 615 417 1 44377.000
si6_b06_m800.08 1 5516.161000 625 70 551 427 1 49910.00
si6_b06_m800.09 1 5575.152000 638 99 551 436 1 48633.000
si6_b06_m800.06 1 5802.117000 625 113 552 407 1 46157.000
si6_b06_m800.01 1 5319.191000 667 70 551 403 1 42091.000
si6_b06_m800.04 1 5354.186000 639 81 955 408 1 39435.000
si6_b06_m800.03 1 5293.195000 637 70 582 424 1 40023.000
si4_b09m_m800.06 1 235.964000 501 37 459 64 5 35289.000
si4_b09m_m800.01 1 233.964000 389 35 342 53 4 44331.000
si4_b09m_m800.02 1 154.976000 1137 38 1085 73 2 40165.000
si4_b09m_m800.08 1 235.964000 346 36 314 53 5 44193.000
si4_b09m_m800.04 1 215.967000 364 37 327 49 2 38878.000
si4_b09m_m800.03 1 235.964000 278 37 254 51 5 43287.000
si4_b09m_m800.09 1 139.978000 480 37 751 55 2 37712.000
si4_b09m_m800.05 1 134.979000 396 36 364 61 3 43169.000
si4_b09m_m800.00 1 237.963000 834 43 792 64 2 42216.000
si4_b09m_m800.07 1 133.979000 560 49 486 62 4 36483.000
si2_b06_m800.04 1 3271.502000 217 21 193 159 0 15320.00
si2_b06_m800.07 1 2856.565000 218 32 193 166 0 12704.000
si2_b06_m800.02 1 1648.749000 321 23 234 166 0 11553.000
si2_b06_m800.00 1 3350.490000 241 34 215 139 0 12022.000
si2_b06_m800.03 1 3261.504000 223 22 193 160 0 11149.000
si2_b06_m800.05 1 2301.650000 293 21 193 171 0 12284.000
si2_b06_m800.09 1 1652.748000 217 22 193 162 0 14059.000
si2_b06_m800.01 1 1645.749000 227 23 194 165 0 12383.000
si2_b06_m800.08 1 2377.638000 219 23 220 158 0 11290.00
si2_b06_m800.06 1 3230.508000 217 21 213 152 0 13989.000
si6_m4D_m256.03 1 93.985000 77 10 51 18 0 1809.000
si6_m4D_m256.08 1 50.992000 64 10 49 18 0 1828.000
si6_m4D_m256.07 1 81.987000 55 7 59 20 0 1917.000
si6_m4D_m256.00 1 85.986000 52 13 49 19 0 2115.000
si6_m4D_m256.01 1 79.987000 88 10 50 20 0 1862.000
si6_m4D_m256.05 1 83.987000 58 10 74 18 0 1729.000
si6_m4D_m256.09 1 119.981000 35 7 31 29 4748110 4426.000
si6_m4D_m256.04 1 50.992000 66 10 49 20 0 1863.000
si6_m4D_m256.02 1 91.986000 56 10 88 18 0 1950.00
si6_m4D_m256.06 1 47.992000 56 7 51 20 0 1859.000
si2_b06m_m800.07 1 79.987000 248 17 331 45 0 14645.000
si2_b06m_m800.02 1 54.991000 194 23 180 40 1 18262.000
si2_b06m_m800.03 1 76.988000 205 15 213 36 0 14879.000
si2_b06m_m800.01 1 70.989000 119 23 106 38 1 15121.000
si2_b06m_m800.08 1 86.986000 240 15 229 50 0 13905.000
si2_b06m_m800.04 1 75.988000 203 15 193 46 1 13797.000
si2_b06m_m800.06 1 61.990000 192 24 177 41 1 14518.000
si2_b06m_m800.09 1 43.993000 267 15 242 58 0 13990.00
si2_b06m_m800.05 1 75.988000 150 15 239 43 1 16638.000
si2_b06m_m800.00 1 78.987000 191 16 180 40 0 14723.000
si4_b06m_m200.00 1 8.998000 28 2 17 12 0 878.000
si4_b06m_m200.08 1 9.998000 22 3 21 10 0 919.000
si4_b06m_m200.05 1 9.998000 14 2 12 9 0 889.000
si4_b06m_m200.09 1 7.998000 18 2 11 9 0 867.000
si4_b06m_m200.01 1 10.998000 24 2 33 12 0 933.000
si4_b06m_m200.07 1 9.998000 25 2 18 12 0 1045.000
si4_b06m_m200.02 1 7.998000 76 1 67 29 0 842.000
si4_b06m_m200.04 1 4.999000 29 1 26 13 0 1110.00
si4_b06m_m200.06 1 9.998000 14 2 21 10 0 930.00
si4_b06m_m200.03 1 7.998000 28 1 27 13 0 858.000
si6_r001_m400.09 1 1352.794000 199 233 177 25 100000000 10773.000
si6_r001_m400.05 1 1008.846000 199 4957 176 25 100000000 16386.000
si6_r001_m400.00 1 1073.836000 214 47 270 27 100000000 13246.000
si6_r001_m400.04 1 2004.695000 199 989 244 25 100000000 26565.000
si6_r001_m400.07 1 1580.759000 200 14 179 24 100000000 21960.00
si6_r001_m400.06 1 767.883000 198 133 183 27 100000000 10714.000
si6_r001_m400.02 1 1414.784000 196 20 174 27 100000000 16781.000
si6_r001_m400.03 1 1290.803000 203 27 186 24 100000000 19419.000
si6_r001_m400.08 1 2180.668000 191 17 287 33 100000000 14328.000
si6_r001_m400.01 1 915.860000 215 22 204 28 100000000 11062.000
si6_m4D_m625.00 1 321.951000 259 59 238 57 1 26264.000
si6_m4D_m625.07 1 1517.769000 236 740 230 207 100000000 87849.000
si6_m4D_m625.05 1 4713.283000 186 2513 204 189 100000000 155058.000
si6_m4D_m625.08 1 451.931000 262 77 274 53 1 24908.000
si6_m4D_m625.02 1 418.936000 264 60 236 55 1 27839.000
si6_m4D_m625.03 1 23278.461000 3436 15397 4495 306 100000000 64077.000
si6_m4D_m625.04 1 259.960000 259 60 237 56 1 23699.000
si6_m4D_m625.09 1 1683.744000 215 173 189 247 100000000 55070.00
si6_m4D_m625.01 1 352.946000 280 69 235 55 1 22038.000
si6_m4D_m625.06 1 1070.837000 177 50 175 123 100000000 65829.000
si6_b09m_m800.02 1 296.954000 752 62 681 84 5 63398.000
si6_b09m_m800.09 1 339.948000 510 63 459 77 4 63162.000
si6_b09m_m800.04 1 203.968000 609 73 541 78 4 69953.000
si6_b09m_m800.07 1 356.945000 1449 62 1837 97 5 69572.000
si6_b09m_m800.00 1 315.951000 437 59 396 75 4 65204.000
si6_b09m_m800.05 1 198.969000 901 59 804 87 7 64524.000
si6_b09m_m800.03 1 189.971000 589 61 505 77 4 66186.000
si6_b09m_m800.01 1 200.969000 636 63 557 84 4 69981.000
si6_b09m_m800.06 1 345.947000 959 75 851 88 5 70295.000
si6_b09m_m800.08 1 327.950000 921 62 845 88 7 64009.000
si4_m4Dr6_m1296.01 1 251.961000 630 96 584 111 11 170473.000
si4_m4Dr6_m1296.07 1 2405.634000 1276 102 1140 126 8 253150.00
si4_m4Dr6_m1296.06 1 748.886000 640 96 560 112 7 233461.000
si4_m4Dr6_m1296.02 1 423.935000 1076 137 1035 126 7 183726.000
si4_m4Dr6_m1296.08 1 286.956000 1050 136 960 128 10 133254.000
si4_m4Dr6_m1296.03 1 373.943000 636 96 582 108 11 198554.000
si4_m4Dr6_m1296.00 1 3209.512000 1402 109 1248 124 7 490613.000
si4_m4Dr6_m1296.09 1 776.881000 664 96 605 106 8 215432.000
si4_m4Dr6_m1296.05 1 377.942000 614 95 551 110 6 197468.000
si4_m4Dr6_m1296.04 1 279.957000 1094 141 984 126 11 259652.000
si2_b06_m400.09 1 233.964000 56 5 50 24 0 2208.000
si2_b06_m400.02 1 447.931000 58 8 50 25 0 2062.000
si2_b06_m400.00 1 305.953000 88 8 51 28 0 2144.000
si2_b06_m400.03 1 434.933000 64 8 69 25 0 2059.000
si2_b06_m400.07 1 325.950000 62 7 50 28 0 2180.00
si2_b06_m400.04 1 226.965000 59 8 64 24 0 2149.000
si2_b06_m400.05 1 435.933000 59 5 66 25 0 2279.000
si2_b06_m400.01 1 224.965000 94 5 50 23 0 2063.000
si2_b06_m400.08 1 230.964000 58 6 85 24 0 2625.000
si2_b06_m400.06 1 395.939000 56 8 50 27 0 2124.000
si4_r01_m200.01 1 127265.652000 536 243 660 139 100000000 366244.000
si4_r01_m200.08 1 338760.500000 11681 8695 5673 1133 100000000 487648.000
si4_r01_m200.03 1 41123.748000 1100 605 806 203 100000000 254682.000
si4_r01_m200.04 1 126739.732000 991 528 7441 205 100000000 242652.000
si4_r01_m200.07 1 708036.362000 1086 918 4506 303 100000000 505355.000
si4_r01_m200.02 1 841814.024000 2070 1377 9481 240 100000000 935846.000
si4_r01_m200.05 1 1288495.118000 869 396 1375 134 100000000 25871.000
si4_r01_m200.06 1 22424.590000 535 243 1758 182 100000000 118308.000
si4_r01_m200.00 1 2651652.887000 3872 3041 4102 417 100000000 358452.000
si4_r01_m200.09 1 94507.632000 1184 711 632 256 100000000 205296.000
si2_r001_m400.06 1 612375.904000 89 100000000 352 53 100000000 44037.000
si2_r001_m400.08 1 11665.226000 56 532635 46 33 100000000 30796.000
si2_r001_m400.09 1 41202.736000 8681 44082526 32634 30 100000000 9907.000
si2_r001_m400.01 1 342.947000 51 257669 76 24 100000000 4070.00
si2_r001_m400.03 1 5844.111000 61 37763 60 51 100000000 24023.000
si2_r001_m400.04 1 488.925000 6067 100000000 31021 24 100000000 6795.000
si2_r001_m400.05 1 1161.823000 121 100000000 202 27 100000000 7760.00
si2_r001_m400.02 1 210.967000 47 100000000 47 33 100000000 5627.000
si2_r001_m400.00 1 1405.786000 58 1283 67 47 100000000 7346.000
si2_r001_m400.07 1 180503.559000 61 100000000 80 28 100000000 15098.000
si4_b03m_m800.03 1 47.992000 163 26 150 54 2 23279.000
si4_b03m_m800.05 1 67.989000 108 41 104 48 1 21427.000
si4_b03m_m800.06 1 43.993000 287 26 282 67 1 26318.000
si4_b03m_m800.01 1 84.987000 246 39 253 63 2 25151.000
si4_b03m_m800.08 1 74.988000 152 38 141 53 1 26359.000
si4_b03m_m800.09 1 48.992000 138 28 132 55 2 25128.000
si4_b03m_m800.00 1 55.991000 163 38 286 54 1 24052.000
si4_b03m_m800.02 1 47.992000 116 37 107 50 2 21195.000
si4_b03m_m800.07 1 44.993000 153 38 161 55 1 21867.000
si4_b03m_m800.04 1 81.987000 197 38 149 52 1 22093.000
si2_r01_m200.03 1 29339575.706000 135683 107475 4359050 18460 100000000 572876.000
si2_r01_m200.00 1 31810337.093000 1728 1022 297364 153 100000000 2110359.000
si2_r01_m200.05 1 57173546.299000 959 603 444867 245 100000000 196260.00
si2_r01_m200.01 1 210613.981000 5039 3789 1440 683 100000000 971365.000
si2_r01_m200.08 1 1312992.394000 119 2 12560 102 100000000 1510852.000
si2_r01_m200.06 1 2704485.855000 26817 21701 24842 2954 100000000 1834033.000
si2_r01_m200.09 1 655543.342000 21016 16434 6419 1811 100000000 1932408.000
si2_r01_m200.02 1 5156590.079000 1559 1130 41395 390 100000000 988399.000
si2_r01_m200.07 1 62276689.504000 3596 2640 369760 435 100000000 81410.00
si2_r01_m200.04 1 473616.999000 420 223 1023 150 100000000 398596.000
si2_r01_m400.04 1 100000000 22311 13449 951957 8037 100000000 13465572.000
si2_r01_m400.00 1 100000000 54575 36041 3075987 1949 100000000 20029317.000
si2_r01_m400.07 1 100000000 713271 488497 1628201 56000 100000000 91831212.000
si2_r01_m400.09 1 100000000 121123 83290 1178543 8745 100000000 86328163.000
si2_r01_m400.01 1 100000000 57864 39411 414233 7081 100000000 100000000
si2_r01_m400.03 1 100000000 4294 1382 212477 2757 100000000 20994101.000
si2_r01_m400.02 1 100000000 73474 50061 14514317 18156 100000000 83773725.000
si2_r01_m400.05 1 100000000 179522 122493 102633 21375 100000000 17694199.000
si2_r01_m400.06 1 100000000 55072 36543 292359 16401 100000000 8417259.000
si2_r01_m400.08 1 53069369.229000 18197 11100 1671272 8073 100000000 76275033.000
si4_m4D_m625.09 1 197.969000 178 27 165 50 0 16168.000
si4_m4D_m625.03 1 416.936000 205 28 187 60 0 14904.000
si4_m4D_m625.07 1 540.917000 135 44 118 178 100000000 28862.000
si4_m4D_m625.02 1 1730.736000 376 879 441 142 0 31712.000
si4_m4D_m625.00 1 368.943000 189 28 176 51 0 16970.00
si4_m4D_m625.01 1 1131.827000 182 143 126 191 100000000 38714.000
si4_m4D_m625.04 1 142.978000 155 35 143 41 0 16129.000
si4_m4D_m625.06 1 172.973000 182 29 167 49 0 19125.000
si4_m4D_m625.08 1 872.867000 129 24 184 168 40923 37729.000
si4_m4D_m625.05 1 343.947000 288 19 258 62 0 14624.000
si6_m4Dr6_m256.05 1 33.994000 40 6 36 13 0 2877.000
si6_m4Dr6_m256.04 1 42.993000 80 9 71 17 0 2738.000
si6_m4Dr6_m256.03 1 13.997000 37 4 35 14 0 3127.000
si6_m4Dr6_m256.02 1 22.996000 57 7 57 15 0 2454.000
si6_m4Dr6_m256.08 1 23.996000 40 4 31 13 1 2201.000
si6_m4Dr6_m256.00 1 40.993000 80 6 73 17 0 2588.000
si6_m4Dr6_m256.09 1 12.998000 60 4 55 17 0 2132.000
si6_m4Dr6_m256.07 1 19.996000 72 4 67 17 0 3548.000
si6_m4Dr6_m256.06 1 13.997000 57 6 87 18 0 2225.000
si6_m4Dr6_m256.01 1 20.996000 102 4 58 16 0 2248.000
si6_b09_m400.07 1 1150.825000 304 18 300 136 0 8205.000
si6_b09_m400.03 1 1949.703000 304 18 264 133 0 8945.000
si6_b09_m400.04 1 1757.732000 305 19 265 134 0 8592.000
si6_b09_m400.06 1 1365.792000 348 28 445 129 0 8713.000
si6_b09_m400.05 1 1979.699000 313 19 268 133 0 9899.000
si6_b09_m400.09 1 1190.818000 305 29 264 137 0 8774.000
si6_b09_m400.02 1 1556.763000 305 27 265 134 0 9962.000
si6_b09_m400.01 1 1179.820000 306 18 265 131 0 9356.000
si6_b09_m400.08 1 1138.826000 304 18 270 135 0 9253.000
si6_b09_m400.00 1 1779.729000 473 29 267 137 0 8521.000
si6_b06_m400.03 1 756.884000 161 14 140 130 0 6777.000
si6_b06_m400.08 1 1383.789000 160 14 140 120 0 6876.000
si6_b06_m400.07 1 1131.827000 179 14 141 129 0 7178.000
si6_b06_m400.04 1 1439.781000 160 14 162 127 0 6787.000
si6_b06_m400.05 1 1434.781000 172 14 149 126 0 6684.000
si6_b06_m400.06 1 744.886000 216 14 141 129 0 6110.00
si6_b06_m400.02 1 1389.788000 160 14 235 129 0 6367.000
si6_b06_m400.01 1 721.890000 176 17 140 128 0 6827.000
si6_b06_m400.00 1 736.887000 160 15 248 131 0 6566.000
si6_b06_m400.09 1 762.884000 161 14 144 131 0 6942.000
si6_b03m_m200.04 1 4.999000 50 5 29 22 0 839.000
si6_b03m_m200.07 1 6.998000 10 3 10 11 0 915.000
si6_b03m_m200.08 1 7.998000 12 5 16 11 0 867.000
si6_b03m_m200.02 1 6.998000 14 2 22 13 0 854.000
si6_b03m_m200.03 1 8.998000 23 5 15 14 0 834.000
si6_b03m_m200.06 1 4.999000 14 3 13 14 0 832.000
si6_b03m_m200.01 1 8.998000 16 3 16 12 0 914.000
si6_b03m_m200.09 1 4.999000 17 2 16 17 0 804.000
si6_b03m_m200.00 1 5.999000 13 4 9 11 0 865.000
si6_b03m_m200.05 1 6.998000 15 2 14 14 0 828.000
si4_b06_m800.04 1 3403.482000 417 64 368 277 0 28101.000
si4_b06_m800.00 1 4178.364000 421 43 369 306 0 24749.000
si4_b06_m800.08 1 3627.448000 418 42 369 293 0 24046.000
si4_b06_m800.05 1 6786.968000 417 44 377 295 1 27172.000
si4_b06_m800.03 1 6846.959000 417 42 369 292 0 24841.000
si4_b06_m800.06 1 3447.475000 417 47 370 286 0 25151.000
si4_b06_m800.07 1 3538.462000 560 67 498 290 0 25605.000
si4_b06_m800.01 1 3402.482000 419 43 369 299 0 32867.000
si4_b06_m800.02 1 3377.486000 422 48 369 283 0 25089.000
si4_b06_m800.09 1 3480.470000 419 43 383 301 1 23704.000
si6_b09m_m200.07 1 13.997000 60 3 53 15 0 1505.000
si6_b09m_m200.06 1 23.996000 58 4 40 11 0 1528.000
si6_b09m_m200.01 1 21.996000 109 3 84 17 0 1486.000
si6_b09m_m200.08 1 15.997000 47 5 70 13 0 1544.000
si6_b09m_m200.00 1 21.996000 98 4 77 19 0 1532.000
si6_b09m_m200.09 1 11.998000 86 5 73 19 0 1517.000
si6_b09m_m200.02 1 22.996000 135 4 89 19 0 1628.000
si6_b09m_m200.05 1 12.998000 105 5 88 24 0 1561.000
si6_b09m_m200.03 1 13.997000 41 3 38 11 0 1496.000
si6_b09m_m200.04 1 16.997000 69 4 68 14 0 1592.000
si4_b09m_m400.07 1 33.994000 192 8 172 23 0 5702.000
si4_b09m_m400.06 1 58.991000 201 7 179 23 0 5787.000
si4_b09m_m400.00 1 57.991000 100 12 92 18 1 5763.000
si4_b09m_m400.08 1 32.994000 110 8 160 19 1 5574.000
si4_b09m_m400.04 1 107.983000 116 8 104 19 0 5853.000
si4_b09m_m400.09 1 32.994000 98 8 89 24 0 6008.000
si4_b09m_m400.02 1 33.994000 165 7 148 28 0 5957.000
si4_b09m_m400.03 1 32.994000 119 9 105 19 0 5695.000
si4_b09m_m400.01 1 38.994000 98 8 144 21 0 6212.000
si4_b09m_m400.05 1 58.991000 163 9 147 23 1 5841.000
si6_m4Dr4_m1296.03 1 350.946000 1593 187 1356 190 10 337608.000
si6_m4Dr4_m1296.06 1 1137.827000 1660 235 1491 190 10 268384.000
si6_m4Dr4_m1296.04 1 477.927000 1402 180 1257 192 10 246813.000
si6_m4Dr4_m1296.01 1 338.948000 900 173 750 177 10 393075.000
si6_m4Dr4_m1296.09 1 577.912000 1404 230 1245 199 10 341172.000
